country,ssp_range,year_range,p0.05,p0.50,p0.95
"Iran, Islamic Republic of",SSP2-4.5,2020-2039,61.88,62.69,63.58
"Iran, Islamic Republic of",SSP2-4.5,2040-2059,62.99,63.75,64.81
"Iran, Islamic Republic of",SSP2-4.5,2080-2099,63.72,65.58,67.25
Iraq,SSP2-4.5,1986-2005,73.13,73.68,74.08
Iraq,SSP2-4.5,2020-2039,75.57,76.38,77.12
Iraq,SSP2-4.5,2040-2059,76.39,77.38,78.28
Iraq,SSP2-4.5,2080-2099,77.09,79.28,80.76
Iceland,SSP2-4.5,1986-2005,34.72,37.20,38.88
Iceland,SSP2-4.5,2020-2039,36.08,39.19,41.25
Iceland,SSP2-4.5,2040-2059,37.42,39.91,42.34
Iceland,SSP2-4.5,2080-2099,37.54,41.45,44.23
Israel,SSP2-4.5,1986-2005,67.84,68.13,68.49
Israel,SSP2-4.5,2020-2039,69.77,70.57,71.09
Israel,SSP2-4.5,2040-2059,70.38,71.05,71.88
Israel,SSP2-4.5,2080-2099,70.95,72.70,73.75
Italy,SSP2-4.5,1986-2005,56.49,56.99,57.51
Italy,SSP2-4.5,2020-2039,58.96,59.25,60.29
Italy,SSP2-4.5,2040-2059,59.55,60.19,61.61
Italy,SSP2-4.5,2080-2099,60.16,61.48,63.05
Jamaica,SSP2-4.5,1986-2005,78.12,78.53,78.63
Jamaica,SSP2-4.5,2020-2039,79.54,79.83,80.19
Jamaica,SSP2-4.5,2040-2059,80.04,80.46,81.17
Jamaica,SSP2-4.5,2080-2099,80.54,81.36,82.65
Jersey,SSP2-4.5,1986-2005,52.53,53.49,53.72
Jersey,SSP2-4.5,2020-2039,53.86,54.85,55.99
Jersey,SSP2-4.5,2040-2059,54.70,55.44,56.68
Jersey,SSP2-4.5,2080-2099,54.48,56.14,58.06
Jordan,SSP2-4.5,1986-2005,65.49,65.81,66.25
Jordan,SSP2-4.5,2020-2039,67.63,68.37,68.97
Jordan,SSP2-4.5,2040-2059,68.30,68.93,69.84
Jordan,SSP2-4.5,2080-2099,68.96,70.69,71.95
Japan,SSP2-4.5,1986-2005,57.45,57.85,58.27
Japan,SSP2-4.5,2020-2039,59.15,59.90,60.43
Japan,SSP2-4.5,2040-2059,59.99,60.76,61.87
Japan,SSP2-4.5,2080-2099,60.26,61.70,63.29
Kazakhstan,SSP2-4.5,1986-2005,42.73,43.21,44.02
Kazakhstan,SSP2-4.5,2020-2039,45.30,45.82,47.37
Kazakhstan,SSP2-4.5,2040-2059,46.28,47.45,48.51
Kazakhstan,SSP2-4.5,2080-2099,47.42,49.05,50.82
Kenya,SSP2-4.5,1986-2005,72.32,72.63,72.91
Kenya,SSP2-4.5,2020-2039,73.68,74.07,74.27
Kenya,SSP2-4.5,2040-2059,74.08,74.81,75.28
Kenya,SSP2-4.5,2080-2099,74.99,75.96,76.83
Kyrgyzstan,SSP2-4.5,1986-2005,38.02,38.42,38.98
Kyrgyzstan,SSP2-4.5,2020-2039,39.98,40.69,42.08
Kyrgyzstan,SSP2-4.5,2040-2059,41.11,42.16,43.34
Kyrgyzstan,SSP2-4.5,2080-2099,42.04,43.54,45.66
Cambodia,SSP2-4.5,1986-2005,81.86,82.19,82.45
Cambodia,SSP2-4.5,2020-2039,83.24,83.55,83.91
Cambodia,SSP2-4.5,2040-2059,83.64,84.30,85.03
Cambodia,SSP2-4.5,2080-2099,84.00,85.19,86.58
Kiribati,SSP2-4.5,1986-2005,79.83,80.18,80.29
Kiribati,SSP2-4.5,2020-2039,80.86,81.30,81.71
Kiribati,SSP2-4.5,2040-2059,81.60,81.92,82.88
Kiribati,SSP2-4.5,2080-2099,82.09,82.82,83.84
Saint Kitts and Nevis,SSP2-4.5,1986-2005,78.39,78.81,78.93
Saint Kitts and Nevis,SSP2-4.5,2020-2039,79.73,80.14,80.49
Saint Kitts and Nevis,SSP2-4.5,2040-2059,80.15,80.65,81.30
Saint Kitts and Nevis,SSP2-4.5,2080-2099,80.73,81.49,82.66
"Korea, Republic of",SSP2-4.5,1986-2005,55.45,55.85,56.48
"Korea, Republic of",SSP2-4.5,2020-2039,57.21,58.09,58.85
"Korea, Republic of",SSP2-4.5,2040-2059,58.24,58.97,60.33
"Korea, Republic of",SSP2-4.5,2080-2099,58.65,60.22,61.77
Kuwait,SSP2-4.5,1986-2005,77.88,78.58,78.90
Kuwait,SSP2-4.5,2020-2039,80.41,81.01,81.74
Kuwait,SSP2-4.5,2040-2059,81.05,81.97,83.19
Kuwait,SSP2-4.5,2080-2099,81.81,83.66,85.07
Lao People's Democratic Republic,SSP2-4.5,1986-2005,74.51,74.77,75.12
Lao People's Democratic Republic,SSP2-4.5,2020-2039,75.58,76.23,76.74
Lao People's Democratic Republic,SSP2-4.5,2040-2059,76.54,77.16,77.92
Lao People's Democratic Republic,SSP2-4.5,2080-2099,77.17,78.16,79.62
Lebanon,SSP2-4.5,1986-2005,62.17,62.47,62.96
Lebanon,SSP2-4.5,2020-2039,64.24,64.96,65.48
Lebanon,SSP2-4.5,2040-2059,64.75,65.41,66.28
Lebanon,SSP2-4.5,2080-2099,65.38,67.06,68.17
Liberia,SSP2-4.5,1986-2005,77.66,77.89,78.08
Liberia,SSP2-4.5,2020-2039,78.83,79.25,79.56
Liberia,SSP2-4.5,2040-2059,79.27,80.04,80.53
Liberia,SSP2-4.5,2080-2099,79.95,81.09,82.12
Libya,SSP2-4.5,1986-2005,69.86,70.22,70.50
Libya,SSP2-4.5,2020-2039,71.99,72.56,73.32
Libya,SSP2-4.5,2040-2059,72.73,73.23,74.38
Libya,SSP2-4.5,2080-2099,73.27,74.65,76.13
Saint Lucia,SSP2-4.5,1986-2005,79.07,79.40,79.60
Saint Lucia,SSP2-4.5,2020-2039,80.35,80.76,81.15
Saint Lucia,SSP2-4.5,2040-2059,80.90,81.20,81.78
Saint Lucia,SSP2-4.5,2080-2099,81.28,82.08,83.17
Liechtenstein,SSP2-4.5,1986-2005,40.60,41.48,42.25
Liechtenstein,SSP2-4.5,2020-2039,43.22,43.82,45.17
Liechtenstein,SSP2-4.5,2040-2059,44.02,44.64,46.31
Liechtenstein,SSP2-4.5,2080-2099,44.54,46.01,47.58
Sri Lanka,SSP2-4.5,1986-2005,79.86,80.12,80.22
Sri Lanka,SSP2-4.5,2020-2039,80.80,81.23,81.47
Sri Lanka,SSP2-4.5,2040-2059,81.41,81.87,82.26
Sri Lanka,SSP2-4.5,2080-2099,82.00,82.71,83.65
Lesotho,SSP2-4.5,1986-2005,54.17,54.45,54.82
Lesotho,SSP2-4.5,2020-2039,55.58,56.01,56.63
Lesotho,SSP2-4.5,2040-2059,56.31,57.19,58.06
Lesotho,SSP2-4.5,2080-2099,57.03,58.40,60.27
Lithuania,SSP2-4.5,1986-2005,42.54,43.57,44.84
Lithuania,SSP2-4.5,2020-2039,45.35,46.25,48.07
Lithuania,SSP2-4.5,2040-2059,46.23,47.31,49.91
Lithuania,SSP2-4.5,2080-2099,46.89,48.32,50.98
Luxembourg,SSP2-4.5,1986-2005,47.45,48.20,48.74
Luxembourg,SSP2-4.5,2020-2039,49.38,50.23,51.55
Luxembourg,SSP2-4.5,2040-2059,50.34,51.00,52.68
Luxembourg,SSP2-4.5,2080-2099,50.91,52.24,54.04
Latvia,SSP2-4.5,1986-2005,41.47,42.59,43.97
Latvia,SSP2-4.5,2020-2039,44.41,45.22,47.35
Latvia,SSP2-4.5,2040-2059,45.14,46.38,49.31
Latvia,SSP2-4.5,2080-2099,46.08,47.49,50.43
Macao,SSP2-4.5,1986-2005,73.04,73.23,73.61
Macao,SSP2-4.5,2020-2039,74.29,74.82,75.22
Macao,SSP2-4.5,2040-2059,75.05,75.77,76.45
Macao,SSP2-4.5,2080-2099,75.98,77.14,78.29
Saint Martin (French part),SSP2-4.5,1986-2005,78.28,78.70,78.80
Saint Martin (French part),SSP2-4.5,2020-2039,79.61,80.02,80.38
Saint Martin (French part),SSP2-4.5,2040-2059,80.00,80.57,81.14
Saint Martin (French part),SSP2-4.5,2080-2099,80.59,81.38,82.54
Morocco,SSP2-4.5,1986-2005,64.64,65.36,65.72
Morocco,SSP2-4.5,2020-2039,66.52,67.20,67.99
Morocco,SSP2-4.5,2040-2059,67.36,68.03,69.04
Morocco,SSP2-4.5,2080-2099,67.99,69.44,70.90
Monaco,SSP2-4.5,1986-2005,57.24,57.76,58.16
Monaco,SSP2-4.5,2020-2039,59.46,59.94,60.74
Monaco,SSP2-4.5,2040-2059,60.23,60.76,61.94
Monaco,SSP2-4.5,2080-2099,60.84,62.01,63.45
"Moldova, Republic of",SSP2-4.5,1986-2005,48.26,49.38,50.11
"Moldova, Republic of",SSP2-4.5,2020-2039,51.32,52.26,53.83
"Moldova, Republic of",SSP2-4.5,2040-2059,52.47,53.11,55.39
"Moldova, Republic of",SSP2-4.5,2080-2099,52.72,54.49,56.49
Madagascar,SSP2-4.5,1986-2005,72.19,72.40,72.69
Madagascar,SSP2-4.5,2020-2039,73.49,73.67,74.23
Madagascar,SSP2-4.5,2040-2059,74.16,74.47,75.05
Madagascar,SSP2-4.5,2080-2099,74.26,75.33,76.61
Maldives,SSP2-4.5,1986-2005,80.30,80.45,80.55
Maldives,SSP2-4.5,2020-2039,81.37,81.56,81.83
Maldives,SSP2-4.5,2040-2059,81.97,82.18,82.66
Maldives,SSP2-4.5,2080-2099,82.53,83.08,83.99
Mexico,SSP2-4.5,1986-2005,70.06,70.57,70.73
Mexico,SSP2-4.5,2020-2039,71.95,72.25,72.87
Mexico,SSP2-4.5,2040-2059,72.72,73.17,73.92
Mexico,SSP2-4.5,2080-2099,73.34,74.19,75.71
Marshall Islands,SSP2-4.5,1986-2005,79.88,80.07,80.36
Marshall Islands,SSP2-4.5,2020-2039,81.00,81.20,81.92
Marshall Islands,SSP2-4.5,2040-2059,81.52,81.83,82.89
Marshall Islands,SSP2-4.5,2080-2099,82.03,82.77,83.76
North Macedonia,SSP2-4.5,1986-2005,50.42,50.94,51.79
North Macedonia,SSP2-4.5,2020-2039,53.12,53.79,54.92
North Macedonia,SSP2-4.5,2040-2059,53.70,54.54,56.21
North Macedonia,SSP2-4.5,2080-2099,54.35,56.07,58.05
Mali,SSP2-4.5,1986-2005,83.48,83.73,84.08
Mali,SSP2-4.5,2020-2039,84.87,85.55,86.08
Mali,SSP2-4.5,2040-2059,85.76,86.51,87.65
Mali,SSP2-4.5,2080-2099,86.59,88.09,89.39
Malta,SSP2-4.5,1986-2005,65.67,65.95,66.40
Malta,SSP2-4.5,2020-2039,67.57,68.10,68.77
Malta,SSP2-4.5,2040-2059,68.05,68.78,69.79
Malta,SSP2-4.5,2080-2099,68.46,69.89,71.19
Myanmar,SSP2-4.5,1986-2005,77.63,77.89,78.15
Myanmar,SSP2-4.5,2020-2039,78.28,79.10,79.53
Myanmar,SSP2-4.5,2040-2059,79.24,79.95,80.53
Myanmar,SSP2-4.5,2080-2099,79.84,80.93,82.32
Montenegro,SSP2-4.5,1986-2005,49.99,50.43,51.07
Montenegro,SSP2-4.5,2020-2039,52.58,53.10,54.12
Montenegro,SSP2-4.5,2040-2059,53.01,54.15,55.45
Montenegro,SSP2-4.5,2080-2099,53.70,55.35,57.11
Mongolia,SSP2-4.5,1986-2005,31.36,32.04,32.58
Mongolia,SSP2-4.5,2020-2039,33.65,34.63,35.39
Mongolia,SSP2-4.5,2040-2059,34.86,35.76,36.93
Mongolia,SSP2-4.5,2080-2099,35.16,37.11,39.19
Northern Mariana Islands,SSP2-4.5,1986-2005,80.02,80.22,80.49
Northern Mariana Islands,SSP2-4.5,2020-2039,81.16,81.40,81.75
Northern Mariana Islands,SSP2-4.5,2040-2059,81.63,82.07,82.76
Northern Mariana Islands,SSP2-4.5,2080-2099,82.22,82.88,83.82
Mozambique,SSP2-4.5,1986-2005,74.07,74.46,74.76
Mozambique,SSP2-4.5,2020-2039,75.53,75.98,76.36
Mozambique,SSP2-4.5,2040-2059,76.42,76.75,77.56
Mozambique,SSP2-4.5,2080-2099,76.81,77.77,78.81
Mauritania,SSP2-4.5,1986-2005,82.17,82.45,82.69
Mauritania,SSP2-4.5,2020-2039,83.80,84.41,84.91
Mauritania,SSP2-4.5,2040-2059,84.54,85.27,86.11
Mauritania,SSP2-4.5,2080-2099,85.29,86.58,87.91
Montserrat,SSP2-4.5,1986-2005,78.50,78.92,79.05
Montserrat,SSP2-4.5,2020-2039,79.86,80.24,80.61
Montserrat,SSP2-4.5,2040-2059,80.29,80.73,81.36
Montserrat,SSP2-4.5,2080-2099,80.83,81.61,82.75
Martinique,SSP2-4.5,1986-2005,78.41,78.78,78.96
Martinique,SSP2-4.5,2020-2039,79.72,80.12,80.52
Martinique,SSP2-4.5,2040-2059,80.23,80.56,81.11
Martinique,SSP2-4.5,2080-2099,80.66,81.44,82.56
Mauritius,SSP2-4.5,1986-2005,75.57,75.75,75.96
Mauritius,SSP2-4.5,2020-2039,76.47,76.74,77.22
Mauritius,SSP2-4.5,2040-2059,76.88,77.37,78.00
Mauritius,SSP2-4.5,2080-2099,77.43,78.13,78.96
Malawi,SSP2-4.5,1986-2005,71.31,71.63,71.88
Malawi,SSP2-4.5,2020-2039,72.87,73.25,73.70
Malawi,SSP2-4.5,2040-2059,73.76,74.10,74.94
Malawi,SSP2-4.5,2080-2099,74.16,75.22,76.46
Malaysia,SSP2-4.5,1986-2005,80.10,80.22,80.46
Malaysia,SSP2-4.5,2020-2039,81.20,81.47,81.70
Malaysia,SSP2-4.5,2040-2059,81.64,82.10,82.69
Malaysia,SSP2-4.5,2080-2099,82.18,83.01,84.11
Mayotte,SSP2-4.5,1986-2005,78.41,78.58,78.74
Mayotte,SSP2-4.5,2020-2039,79.48,79.69,80.05
Mayotte,SSP2-4.5,2040-2059,79.96,80.34,80.86
Mayotte,SSP2-4.5,2080-2099,80.51,81.22,82.03
Namibia,SSP2-4.5,1986-2005,70.59,71.01,71.32
Namibia,SSP2-4.5,2020-2039,72.21,72.68,73.54
Namibia,SSP2-4.5,2040-2059,73.22,73.75,74.94
Namibia,SSP2-4.5,2080-2099,74.11,75.13,76.50
New Caledonia,SSP2-4.5,1986-2005,73.34,73.43,73.73
New Caledonia,SSP2-4.5,2020-2039,74.24,74.56,74.89
New Caledonia,SSP2-4.5,2040-2059,74.45,75.10,75.69
New Caledonia,SSP2-4.5,2080-2099,75.02,75.76,76.88
Niger,SSP2-4.5,1986-2005,82.74,83.07,83.45
Niger,SSP2-4.5,2020-2039,84.50,84.99,85.50
Niger,SSP2-4.5,2040-2059,85.08,85.81,87.02
Niger,SSP2-4.5,2080-2099,86.03,87.35,88.73
Norfolk Island,SSP2-4.5,1986-2005,67.24,67.53,67.74
Norfolk Island,SSP2-4.5,2020-2039,68.17,68.66,69.13
Norfolk Island,SSP2-4.5,2040-2059,68.34,69.23,69.69
Norfolk Island,SSP2-4.5,2080-2099,69.08,69.95,71.08
Nigeria,SSP2-4.5,1986-2005,80.49,80.62,80.90
Nigeria,SSP2-4.5,2020-2039,81.42,82.02,82.48
Nigeria,SSP2-4.5,2040-2059,82.09,82.90,83.80
Nigeria,SSP2-4.5,2080-2099,82.85,84.25,85.22
Nicaragua,SSP2-4.5,1986-2005,78.11,78.40,78.78
Nicaragua,SSP2-4.5,2020-2039,79.58,79.98,80.58
Nicaragua,SSP2-4.5,2040-2059,80.25,80.85,81.48
Nicaragua,SSP2-4.5,2080-2099,81.06,81.90,83.38
Niue,SSP2-4.5,1986-2005,76.99,77.34,77.50
Niue,SSP2-4.5,2020-2039,77.91,78.25,78.76
Niue,SSP2-4.5,2040-2059,78.39,78.75,79.33
Niue,SSP2-4.5,2080-2099,78.79,79.31,80.26
Netherlands,SSP2-4.5,1986-2005,55.21,56.11,56.41
Netherlands,SSP2-4.5,2020-2039,56.97,57.66,58.76
Netherlands,SSP2-4.5,2040-2059,57.69,58.32,59.81
Netherlands,SSP2-4.5,2080-2099,57.92,59.27,61.14
Norway,SSP2-4.5,1986-2005,36.70,38.34,39.56
Norway,SSP2-4.5,2020-2039,39.15,40.67,41.90
Norway,SSP2-4.5,2040-2059,39.91,41.78,43.42
Norway,SSP2-4.5,2080-2099,40.45,42.63,44.91
Nepal,SSP2-4.5,1986-2005,67.01,67.38,67.84
Nepal,SSP2-4.5,2020-2039,68.49,68.80,69.21
Nepal,SSP2-4.5,2040-2059,69.22,69.86,70.41
Nepal,SSP2-4.5,2080-2099,70.42,71.22,72.40
Nauru,SSP2-4.5,1986-2005,80.26,80.64,80.83
Nauru,SSP2-4.5,2020-2039,81.27,81.79,82.36
Nauru,SSP2-4.5,2040-2059,81.98,82.37,83.65
Nauru,SSP2-4.5,2080-2099,82.61,83.52,84.60
New Zealand,SSP2-4.5,1986-2005,54.15,54.41,54.68
New Zealand,SSP2-4.5,2020-2039,55.01,55.43,55.76
New Zealand,SSP2-4.5,2040-2059,55.40,55.85,56.67
New Zealand,SSP2-4.5,2080-2099,56.03,56.72,57.52
Oman,SSP2-4.5,1986-2005,80.61,81.11,81.36
Oman,SSP2-4.5,2020-2039,82.52,82.84,83.60
Oman,SSP2-4.5,2040-2059,83.39,83.87,84.90
Oman,SSP2-4.5,2080-2099,84.06,85.15,86.60
Pakistan,SSP2-4.5,1986-2005,61.38,61.82,62.16
Pakistan,SSP2-4.5,2020-2039,63.23,63.77,64.54
Pakistan,SSP2-4.5,2040-2059,64.26,64.94,65.75
Pakistan,SSP2-4.5,2080-2099,65.26,66.54,68.10
Panama,SSP2-4.5,1986-2005,77.65,77.93,78.09
Panama,SSP2-4.5,2020-2039,78.97,79.26,79.63
Panama,SSP2-4.5,2040-2059,79.62,79.97,80.59
Panama,SSP2-4.5,2080-2099,80.15,80.87,81.95
Pitcairn,SSP2-4.5,1986-2005,73.00,73.24,73.62
Pitcairn,SSP2-4.5,2020-2039,73.84,74.02,74.29
Pitcairn,SSP2-4.5,2040-2059,74.00,74.37,74.80
Pitcairn,SSP2-4.5,2080-2099,74.45,74.87,75.79
Peru,SSP2-4.5,1986-2005,61.59,61.93,62.04
Peru,SSP2-4.5,2020-2039,63.11,63.51,63.97
Peru,SSP2-4.5,2040-2059,63.84,64.40,65.01
Peru,SSP2-4.5,2080-2099,64.28,65.70,66.78
Philippines,SSP2-4.5,1986-2005,79.20,79.36,79.56
Philippines,SSP2-4.5,2020-2039,80.42,80.65,80.94
Philippines,SSP2-4.5,2040-2059,80.87,81.32,81.84
Philippines,SSP2-4.5,2080-2099,81.12,82.01,83.16
Palau,SSP2-4.5,1986-2005,80.16,80.37,80.51
Palau,SSP2-4.5,2020-2039,81.31,81.51,81.91
Palau,SSP2-4.5,2040-2059,81.92,82.17,82.65
Palau,SSP2-4.5,2080-2099,82.31,83.00,83.92
Papua New Guinea,SSP2-4.5,1986-2005,74.21,74.50,74.60
Papua New Guinea,SSP2-4.5,2020-2039,75.48,75.65,76.00
Papua New Guinea,SSP2-4.5,2040-2059,75.98,76.30,76.84
Papua New Guinea,SSP2-4.5,2080-2099,76.43,77.20,78.24
Poland,SSP2-4.5,1986-2005,45.58,46.50,47.29
Poland,SSP2-4.5,2020-2039,48.20,48.98,50.74
Poland,SSP2-4.5,2040-2059,49.12,49.95,52.38
Poland,SSP2-4.5,2080-2099,49.57,50.88,53.42
Puerto Rico,SSP2-4.5,1986-2005,77.70,78.08,78.20
Puerto Rico,SSP2-4.5,2020-2039,79.01,79.43,79.76
Puerto Rico,SSP2-4.5,2040-2059,79.49,79.98,80.66
Puerto Rico,SSP2-4.5,2080-2099,80.03,80.82,82.01
"Korea, Democratic People's Republic of",SSP2-4.5,1986-2005,45.79,46.25,47.05
"Korea, Democratic People's Republic of",SSP2-4.5,2020-2039,47.86,48.80,49.47
"Korea, Democratic People's Republic of",SSP2-4.5,2040-2059,49.04,49.90,50.98
"Korea, Democratic People's Republic of",SSP2-4.5,2080-2099,49.60,51.30,52.68
Portugal,SSP2-4.5,1986-2005,58.84,59.81,60.05
Portugal,SSP2-4.5,2020-2039,60.68,61.41,62.22
Portugal,SSP2-4.5,2040-2059,61.53,62.00,63.07
Portugal,SSP2-4.5,2080-2099,61.85,63.16,65.02
Paraguay,SSP2-4.5,1986-2005,73.21,73.53,73.84
Paraguay,SSP2-4.5,2020-2039,74.61,75.32,76.53
Paraguay,SSP2-4.5,2040-2059,75.16,76.22,77.00
Paraguay,SSP2-4.5,2080-2099,75.63,77.29,78.83
"Palestine, State of",SSP2-4.5,1986-2005,68.36,68.67,69.03
"Palestine, State of",SSP2-4.5,2020-2039,70.30,71.13,71.68
"Palestine, State of",SSP2-4.5,2040-2059,70.92,71.62,72.45
"Palestine, State of",SSP2-4.5,2080-2099,71.54,73.30,74.32
French Polynesia,SSP2-4.5,1986-2005,77.12,77.36,77.53
French Polynesia,SSP2-4.5,2020-2039,78.00,78.38,78.55
French Polynesia,SSP2-4.5,2040-2059,78.49,78.86,79.36
French Polynesia,SSP2-4.5,2080-2099,78.93,79.48,80.46
Qatar,SSP2-4.5,1986-2005,79.81,80.20,80.48
Qatar,SSP2-4.5,2020-2039,81.86,82.34,83.15
Qatar,SSP2-4.5,2040-2059,82.56,83.31,84.59
Qatar,SSP2-4.5,2080-2099,83.19,84.73,86.09
Réunion,SSP2-4.5,1986-2005,71.22,71.33,71.68
Réunion,SSP2-4.5,2020-2039,72.13,72.40,72.79
Réunion,SSP2-4.5,2040-2059,72.64,73.08,73.61
Réunion,SSP2-4.5,2080-2099,73.14,73.78,74.55
Romania,SSP2-4.5,1986-2005,48.49,49.33,49.97
Romania,SSP2-4.5,2020-2039,51.47,52.19,53.63
Romania,SSP2-4.5,2040-2059,52.34,53.04,55.04
Romania,SSP2-4.5,2080-2099,52.98,54.45,56.17
Russian Federation,SSP2-4.5,1986-2005,36.38,37.47,38.18
Russian Federation,SSP2-4.5,2020-2039,39.64,40.27,41.29
Russian Federation,SSP2-4.5,2040-2059,40.47,41.48,43.05
Russian Federation,SSP2-4.5,2080-2099,41.68,43.30,45.35
Rwanda,SSP2-4.5,1986-2005,66.32,66.54,66.71
Rwanda,SSP2-4.5,2020-2039,67.69,68.08,68.46
Rwanda,SSP2-4.5,2040-2059,68.49,68.87,69.66
Rwanda,SSP2-4.5,2080-2099,68.99,69.99,71.27
Saudi Arabia,SSP2-4.5,1986-2005,76.20,76.72,76.97
Saudi Arabia,SSP2-4.5,2020-2039,78.55,79.04,79.67
Saudi Arabia,SSP2-4.5,2040-2059,79.38,80.03,81.15
Saudi Arabia,SSP2-4.5,2080-2099,80.06,81.60,82.90
Sudan,SSP2-4.5,1986-2005,82.52,82.80,83.01
Sudan,SSP2-4.5,2020-2039,84.10,84.55,84.99
Sudan,SSP2-4.5,2040-2059,84.64,85.47,86.35
Sudan,SSP2-4.5,2080-2099,85.62,86.78,87.99
Senegal,SSP2-4.5,1986-2005,82.22,82.45,82.61
Senegal,SSP2-4.5,2020-2039,83.58,84.00,84.39
Senegal,SSP2-4.5,2040-2059,84.32,84.79,85.51
Senegal,SSP2-4.5,2080-2099,84.85,85.98,87.10
Singapore,SSP2-4.5,1986-2005,80.19,80.32,80.47
Singapore,SSP2-4.5,2020-2039,81.35,81.55,81.88
Singapore,SSP2-4.5,2040-2059,81.83,82.26,82.83
Singapore,SSP2-4.5,2080-2099,82.48,83.20,84.26
South Georgia and the South Sandwich Islands,SSP2-4.5,1986-2005,29.26,30.06,30.63
South Georgia and the South Sandwich Islands,SSP2-4.5,2020-2039,29.95,30.66,31.34
South Georgia and the South Sandwich Islands,SSP2-4.5,2040-2059,30.44,30.80,32.37
South Georgia and the South Sandwich Islands,SSP2-4.5,2080-2099,30.58,31.41,32.92
"Saint Helena, Ascension and Tristan da Cunha",SSP2-4.5,1986-2005,68.03,68.16,68.34
"Saint Helena, Ascension and Tristan da Cunha",SSP2-4.5,2020-2039,68.93,69.12,69.46
"Saint Helena, Ascension and Tristan da Cunha",SSP2-4.5,2040-2059,69.30,69.76,70.22
"Saint Helena, Ascension and Tristan da Cunha",SSP2-4.5,2080-2099,69.70,70.34,71.35
Solomon Islands,SSP2-4.5,1986-2005,79.34,79.58,79.69
Solomon Islands,SSP2-4.5,2020-2039,80.49,80.72,81.07
Solomon Islands,SSP2-4.5,2040-2059,80.98,81.28,81.88
Solomon Islands,SSP2-4.5,2080-2099,81.50,82.11,82.97
Sierra Leone,SSP2-4.5,1986-2005,78.67,78.93,79.26
Sierra Leone,SSP2-4.5,2020-2039,79.83,80.42,80.75
Sierra Leone,SSP2-4.5,2040-2059,80.32,81.22,81.79
Sierra Leone,SSP2-4.5,2080-2099,81.06,82.25,83.14
El Salvador,SSP2-4.5,1986-2005,78.22,78.49,79.03
El Salvador,SSP2-4.5,2020-2039,79.64,80.06,80.56
El Salvador,SSP2-4.5,2040-2059,80.16,80.84,81.91
El Salvador,SSP2-4.5,2080-2099,80.93,82.00,83.22
San Marino,SSP2-4.5,1986-2005,54.91,55.50,56.02
San Marino,SSP2-4.5,2020-2039,57.22,57.85,58.88
San Marino,SSP2-4.5,2040-2059,57.94,58.92,60.39
San Marino,SSP2-4.5,2080-2099,58.92,60.14,61.97
Somalia,SSP2-4.5,1986-2005,80.71,81.18,81.34
Somalia,SSP2-4.5,2020-2039,82.17,82.54,82.95
Somalia,SSP2-4.5,2040-2059,82.77,83.23,84.10
Somalia,SSP2-4.5,2080-2099,83.47,84.32,85.60
Saint Pierre and Miquelon,SSP2-4.5,1986-2005,41.79,42.24,42.87
Saint Pierre and Miquelon,SSP2-4.5,2020-2039,43.78,44.89,45.82
Saint Pierre and Miquelon,SSP2-4.5,2040-2059,44.58,46.33,47.32
Saint Pierre and Miquelon,SSP2-4.5,2080-2099,44.52,47.53,49.75
Serbia,SSP2-4.5,1986-2005,50.81,51.42,52.10
Serbia,SSP2-4.5,2020-2039,53.56,54.29,55.44
Serbia,SSP2-4.5,2040-2059,54.17,55.21,56.87
Serbia,SSP2-4.5,2080-2099,54.92,56.48,58.33
South Sudan,SSP2-4.5,1986-2005,81.96,82.14,82.56
South Sudan,SSP2-4.5,2020-2039,83.03,83.51,84.08
South Sudan,SSP2-4.5,2040-2059,83.45,84.23,84.99
South Sudan,SSP2-4.5,2080-2099,84.35,85.74,86.44
Sao Tome and Principe,SSP2-4.5,1986-2005,78.13,78.25,78.41
Sao Tome and Principe,SSP2-4.5,2020-2039,79.29,79.48,79.79
Sao Tome and Principe,SSP2-4.5,2040-2059,79.81,80.22,80.70
Sao Tome and Principe,SSP2-4.5,2080-2099,80.23,81.00,82.08
Suriname,SSP2-4.5,1986-2005,79.12,79.91,80.11
Suriname,SSP2-4.5,2020-2039,80.87,81.40,81.87
Suriname,SSP2-4.5,2040-2059,81.56,81.99,83.27
Suriname,SSP2-4.5,2080-2099,82.18,83.06,84.32
Slovakia,SSP2-4.5,1986-2005,46.41,47.38,47.94
Slovakia,SSP2-4.5,2020-2039,49.39,49.84,51.62
Slovakia,SSP2-4.5,2040-2059,50.15,50.81,53.02
Slovakia,SSP2-4.5,2080-2099,50.76,52.24,53.93
Slovenia,SSP2-4.5,1986-2005,49.29,49.91,50.68
Slovenia,SSP2-4.5,2020-2039,51.94,52.43,53.80
Slovenia,SSP2-4.5,2040-2059,52.59,53.40,55.04
Slovenia,SSP2-4.5,2080-2099,53.36,54.68,56.63
Sweden,SSP2-4.5,1986-2005,40.46,41.84,43.13
Sweden,SSP2-4.5,2020-2039,43.31,44.25,45.82
Sweden,SSP2-4.5,2040-2059,43.91,45.33,47.71
Sweden,SSP2-4.5,2080-2099,44.65,46.40,48.81
Eswatini,SSP2-4.5,1986-2005,67.44,67.79,68.12
Eswatini,SSP2-4.5,2020-2039,68.85,69.18,69.57
Eswatini,SSP2-4.5,2040-2059,69.53,70.09,70.75
Eswatini,SSP2-4.5,2080-2099,70.00,71.16,72.42
