country,ssp_range,year_range,p0.05,p0.50,p0.95
Panama,SSP3-7.0,2080-2099,81.18,82.48,83.75
Pitcairn,SSP3-7.0,1986-2005,72.92,73.38,73.63
Pitcairn,SSP3-7.0,2020-2039,73.83,74.09,74.37
Pitcairn,SSP3-7.0,2040-2059,74.31,74.62,75.13
Pitcairn,SSP3-7.0,2080-2099,75.18,75.86,77.15
Peru,SSP3-7.0,1986-2005,61.58,61.92,62.07
Peru,SSP3-7.0,2020-2039,63.00,63.60,64.07
Peru,SSP3-7.0,2040-2059,64.10,64.83,65.46
Peru,SSP3-7.0,2080-2099,65.59,67.68,69.07
Philippines,SSP3-7.0,1986-2005,79.22,79.45,79.52
Philippines,SSP3-7.0,2020-2039,80.29,80.72,80.98
Philippines,SSP3-7.0,2040-2059,80.97,81.47,82.17
Philippines,SSP3-7.0,2080-2099,82.28,83.55,85.02
Palau,SSP3-7.0,1986-2005,80.16,80.37,80.47
Palau,SSP3-7.0,2020-2039,81.13,81.59,81.91
Palau,SSP3-7.0,2040-2059,81.85,82.39,82.94
Palau,SSP3-7.0,2080-2099,83.28,84.36,85.69
Papua New Guinea,SSP3-7.0,1986-2005,74.28,74.50,74.60
Papua New Guinea,SSP3-7.0,2020-2039,75.34,75.76,76.02
Papua New Guinea,SSP3-7.0,2040-2059,76.09,76.57,77.20
Papua New Guinea,SSP3-7.0,2080-2099,77.42,78.62,80.18
Poland,SSP3-7.0,1986-2005,45.68,46.38,47.11
Poland,SSP3-7.0,2020-2039,47.75,49.00,50.31
Poland,SSP3-7.0,2040-2059,48.93,50.43,51.93
Poland,SSP3-7.0,2080-2099,51.53,53.09,55.38
Puerto Rico,SSP3-7.0,1986-2005,77.78,78.05,78.22
Puerto Rico,SSP3-7.0,2020-2039,78.81,79.30,79.74
Puerto Rico,SSP3-7.0,2040-2059,79.51,80.37,80.84
Puerto Rico,SSP3-7.0,2080-2099,80.92,82.37,83.60
"Korea, Democratic People's Republic of",SSP3-7.0,1986-2005,45.84,46.25,47.05
"Korea, Democratic People's Republic of",SSP3-7.0,2020-2039,47.59,48.41,49.56
"Korea, Democratic People's Republic of",SSP3-7.0,2040-2059,49.08,49.95,50.90
"Korea, Democratic People's Republic of",SSP3-7.0,2080-2099,51.18,53.42,55.62
Portugal,SSP3-7.0,1986-2005,59.25,59.83,60.05
Portugal,SSP3-7.0,2020-2039,60.60,61.43,62.28
Portugal,SSP3-7.0,2040-2059,61.75,62.43,63.67
Portugal,SSP3-7.0,2080-2099,63.79,64.91,66.84
Paraguay,SSP3-7.0,1986-2005,73.21,73.53,73.90
Paraguay,SSP3-7.0,2020-2039,74.52,75.17,75.91
Paraguay,SSP3-7.0,2040-2059,75.68,76.37,77.18
Paraguay,SSP3-7.0,2080-2099,76.87,78.98,80.41
"Palestine, State of",SSP3-7.0,1986-2005,68.40,68.68,69.05
"Palestine, State of",SSP3-7.0,2020-2039,70.21,70.95,71.48
"Palestine, State of",SSP3-7.0,2040-2059,71.28,72.15,72.77
"Palestine, State of",SSP3-7.0,2080-2099,73.33,75.02,76.98
French Polynesia,SSP3-7.0,1986-2005,77.21,77.37,77.53
French Polynesia,SSP3-7.0,2020-2039,77.86,78.41,78.77
French Polynesia,SSP3-7.0,2040-2059,78.51,79.10,79.69
French Polynesia,SSP3-7.0,2080-2099,79.80,80.56,82.00
Qatar,SSP3-7.0,1986-2005,79.85,80.20,80.50
Qatar,SSP3-7.0,2020-2039,81.50,82.28,82.84
Qatar,SSP3-7.0,2040-2059,82.84,83.70,84.59
Qatar,SSP3-7.0,2080-2099,85.11,86.70,88.54
Réunion,SSP3-7.0,1986-2005,71.23,71.33,71.66
Réunion,SSP3-7.0,2020-2039,71.85,72.46,72.95
Réunion,SSP3-7.0,2040-2059,72.85,73.37,73.73
Réunion,SSP3-7.0,2080-2099,74.01,75.13,76.04
Romania,SSP3-7.0,1986-2005,48.55,49.32,49.92
Romania,SSP3-7.0,2020-2039,50.97,52.20,53.49
Romania,SSP3-7.0,2040-2059,52.36,53.43,55.07
Romania,SSP3-7.0,2080-2099,54.84,56.34,59.99
Russian Federation,SSP3-7.0,1986-2005,36.71,37.47,38.03
Russian Federation,SSP3-7.0,2020-2039,39.36,40.23,41.65
Russian Federation,SSP3-7.0,2040-2059,40.86,41.89,43.32
Russian Federation,SSP3-7.0,2080-2099,44.17,46.04,48.45
Rwanda,SSP3-7.0,1986-2005,66.35,66.52,66.71
Rwanda,SSP3-7.0,2020-2039,67.51,68.12,68.59
Rwanda,SSP3-7.0,2040-2059,68.50,69.29,69.98
Rwanda,SSP3-7.0,2080-2099,70.14,71.99,73.19
Saudi Arabia,SSP3-7.0,1986-2005,76.25,76.71,76.87
Saudi Arabia,SSP3-7.0,2020-2039,78.50,79.00,79.59
Saudi Arabia,SSP3-7.0,2040-2059,79.73,80.69,81.57
Saudi Arabia,SSP3-7.0,2080-2099,82.15,83.99,86.23
Sudan,SSP3-7.0,1986-2005,82.53,82.77,83.05
Sudan,SSP3-7.0,2020-2039,83.91,84.58,85.05
Sudan,SSP3-7.0,2040-2059,85.00,86.15,86.58
Sudan,SSP3-7.0,2080-2099,87.09,89.04,90.10
Senegal,SSP3-7.0,1986-2005,82.28,82.45,82.69
Senegal,SSP3-7.0,2020-2039,83.53,84.06,84.50
Senegal,SSP3-7.0,2040-2059,84.42,85.23,85.92
Senegal,SSP3-7.0,2080-2099,86.33,87.92,89.43
Singapore,SSP3-7.0,1986-2005,80.19,80.35,80.47
Singapore,SSP3-7.0,2020-2039,81.23,81.47,81.94
Singapore,SSP3-7.0,2040-2059,82.03,82.39,83.06
Singapore,SSP3-7.0,2080-2099,83.22,84.36,85.83
South Georgia and the South Sandwich Islands,SSP3-7.0,1986-2005,29.26,30.08,30.71
South Georgia and the South Sandwich Islands,SSP3-7.0,2020-2039,30.40,30.84,31.99
South Georgia and the South Sandwich Islands,SSP3-7.0,2040-2059,29.85,31.46,32.39
South Georgia and the South Sandwich Islands,SSP3-7.0,2080-2099,31.50,32.73,34.72
"Saint Helena, Ascension and Tristan da Cunha",SSP3-7.0,1986-2005,68.05,68.20,68.36
"Saint Helena, Ascension and Tristan da Cunha",SSP3-7.0,2020-2039,68.89,69.30,69.64
"Saint Helena, Ascension and Tristan da Cunha",SSP3-7.0,2040-2059,69.39,70.09,70.64
"Saint Helena, Ascension and Tristan da Cunha",SSP3-7.0,2080-2099,70.82,71.96,72.90
Solomon Islands,SSP3-7.0,1986-2005,79.44,79.58,79.71
Solomon Islands,SSP3-7.0,2020-2039,80.44,80.78,81.00
Solomon Islands,SSP3-7.0,2040-2059,81.17,81.52,82.08
Solomon Islands,SSP3-7.0,2080-2099,82.55,83.51,84.67
Sierra Leone,SSP3-7.0,1986-2005,78.69,78.94,79.11
Sierra Leone,SSP3-7.0,2020-2039,80.02,80.60,81.01
Sierra Leone,SSP3-7.0,2040-2059,80.76,81.77,82.22
Sierra Leone,SSP3-7.0,2080-2099,82.44,84.19,84.74
El Salvador,SSP3-7.0,1986-2005,78.13,78.42,79.03
El Salvador,SSP3-7.0,2020-2039,79.57,80.07,80.60
El Salvador,SSP3-7.0,2040-2059,80.51,81.38,81.84
El Salvador,SSP3-7.0,2080-2099,82.32,84.27,85.78
San Marino,SSP3-7.0,1986-2005,54.90,55.47,55.97
San Marino,SSP3-7.0,2020-2039,56.88,58.10,58.99
San Marino,SSP3-7.0,2040-2059,58.16,59.27,60.58
San Marino,SSP3-7.0,2080-2099,60.64,62.39,65.49
Somalia,SSP3-7.0,1986-2005,80.85,81.12,81.34
Somalia,SSP3-7.0,2020-2039,81.98,82.57,83.04
Somalia,SSP3-7.0,2040-2059,82.92,83.61,84.25
Somalia,SSP3-7.0,2080-2099,84.47,85.92,87.61
Saint Pierre and Miquelon,SSP3-7.0,1986-2005,41.89,42.27,42.87
Saint Pierre and Miquelon,SSP3-7.0,2020-2039,43.53,44.73,45.80
Saint Pierre and Miquelon,SSP3-7.0,2040-2059,45.12,46.10,47.57
Saint Pierre and Miquelon,SSP3-7.0,2080-2099,46.29,49.44,51.98
Serbia,SSP3-7.0,1986-2005,50.83,51.41,52.08
Serbia,SSP3-7.0,2020-2039,53.04,54.22,55.67
Serbia,SSP3-7.0,2040-2059,54.30,55.50,56.92
Serbia,SSP3-7.0,2080-2099,56.80,58.44,61.89
South Sudan,SSP3-7.0,1986-2005,81.95,82.17,82.58
South Sudan,SSP3-7.0,2020-2039,82.84,83.60,84.05
South Sudan,SSP3-7.0,2040-2059,83.80,84.82,85.38
South Sudan,SSP3-7.0,2080-2099,85.62,87.04,88.53
Sao Tome and Principe,SSP3-7.0,1986-2005,78.12,78.27,78.43
Sao Tome and Principe,SSP3-7.0,2020-2039,79.18,79.58,79.88
Sao Tome and Principe,SSP3-7.0,2040-2059,79.83,80.62,81.07
Sao Tome and Principe,SSP3-7.0,2080-2099,81.27,82.77,83.75
Suriname,SSP3-7.0,1986-2005,79.15,79.77,80.11
Suriname,SSP3-7.0,2020-2039,80.74,81.37,81.92
Suriname,SSP3-7.0,2040-2059,81.59,82.45,83.42
Suriname,SSP3-7.0,2080-2099,83.47,85.01,86.80
Slovakia,SSP3-7.0,1986-2005,46.41,47.21,47.76
Slovakia,SSP3-7.0,2020-2039,48.59,50.08,51.17
Slovakia,SSP3-7.0,2040-2059,49.89,51.33,52.65
Slovakia,SSP3-7.0,2080-2099,52.58,54.24,56.94
Slovenia,SSP3-7.0,1986-2005,49.30,49.84,50.35
Slovenia,SSP3-7.0,2020-2039,51.17,52.70,53.62
Slovenia,SSP3-7.0,2040-2059,52.53,53.82,55.06
Slovenia,SSP3-7.0,2080-2099,55.26,56.74,59.84
Sweden,SSP3-7.0,1986-2005,41.11,41.83,42.68
Sweden,SSP3-7.0,2020-2039,43.24,44.19,45.65
Sweden,SSP3-7.0,2040-2059,44.06,45.97,47.45
Sweden,SSP3-7.0,2080-2099,46.27,48.94,51.25
Eswatini,SSP3-7.0,1986-2005,67.44,67.76,68.12
Eswatini,SSP3-7.0,2020-2039,68.58,69.32,70.30
Eswatini,SSP3-7.0,2040-2059,69.69,70.65,71.39
Eswatini,SSP3-7.0,2080-2099,71.21,73.68,74.39
Sint Maarten (Dutch part),SSP3-7.0,1986-2005,78.39,78.65,78.82
Sint Maarten (Dutch part),SSP3-7.0,2020-2039,79.41,79.91,80.33
Sint Maarten (Dutch part),SSP3-7.0,2040-2059,80.12,80.94,81.44
Sint Maarten (Dutch part),SSP3-7.0,2080-2099,81.42,82.80,84.13
Seychelles,SSP3-7.0,1986-2005,78.82,78.92,79.07
Seychelles,SSP3-7.0,2020-2039,79.74,80.14,80.52
Seychelles,SSP3-7.0,2040-2059,80.54,81.02,81.62
Seychelles,SSP3-7.0,2080-2099,82.06,83.19,84.24
Syrian Arab Republic,SSP3-7.0,1986-2005,64.65,64.91,65.48
Syrian Arab Republic,SSP3-7.0,2020-2039,66.61,67.47,68.14
Syrian Arab Republic,SSP3-7.0,2040-2059,67.96,68.83,69.57
Syrian Arab Republic,SSP3-7.0,2080-2099,70.28,72.03,74.46
Turks and Caicos Islands,SSP3-7.0,1986-2005,78.00,78.31,78.44
Turks and Caicos Islands,SSP3-7.0,2020-2039,79.19,79.53,80.04
Turks and Caicos Islands,SSP3-7.0,2040-2059,79.94,80.59,81.11
Turks and Caicos Islands,SSP3-7.0,2080-2099,81.13,82.63,83.94
Chad,SSP3-7.0,1986-2005,81.79,82.01,82.38
Chad,SSP3-7.0,2020-2039,83.04,83.72,84.39
Chad,SSP3-7.0,2040-2059,84.00,85.17,85.70
Chad,SSP3-7.0,2080-2099,86.01,87.99,89.24
Togo,SSP3-7.0,1986-2005,80.45,80.82,81.01
Togo,SSP3-7.0,2020-2039,81.74,82.16,82.66
Togo,SSP3-7.0,2040-2059,82.24,83.37,83.81
Togo,SSP3-7.0,2080-2099,84.10,85.94,87.08
Thailand,SSP3-7.0,1986-2005,80.41,80.83,80.98
Thailand,SSP3-7.0,2020-2039,81.52,82.09,82.75
Thailand,SSP3-7.0,2040-2059,82.09,83.12,84.16
Thailand,SSP3-7.0,2080-2099,83.55,85.45,87.17
Tajikistan,SSP3-7.0,1986-2005,42.79,43.25,43.79
Tajikistan,SSP3-7.0,2020-2039,44.98,45.61,46.53
Tajikistan,SSP3-7.0,2040-2059,46.44,47.15,48.50
Tajikistan,SSP3-7.0,2080-2099,48.68,50.77,54.22
Tokelau,SSP3-7.0,1986-2005,80.30,80.54,80.68
Tokelau,SSP3-7.0,2020-2039,81.28,81.72,82.12
Tokelau,SSP3-7.0,2040-2059,82.04,82.47,83.02
Tokelau,SSP3-7.0,2080-2099,83.27,84.30,85.39
Turkmenistan,SSP3-7.0,1986-2005,59.60,60.11,60.49
Turkmenistan,SSP3-7.0,2020-2039,61.85,62.48,63.38
Turkmenistan,SSP3-7.0,2040-2059,63.02,63.74,65.87
Turkmenistan,SSP3-7.0,2080-2099,65.48,67.23,69.89
Timor-Leste,SSP3-7.0,1986-2005,76.72,77.00,77.15
Timor-Leste,SSP3-7.0,2020-2039,77.90,78.31,78.58
Timor-Leste,SSP3-7.0,2040-2059,78.65,79.08,79.71
Timor-Leste,SSP3-7.0,2080-2099,79.93,81.01,82.47
Tonga,SSP3-7.0,1986-2005,76.61,76.88,77.02
Tonga,SSP3-7.0,2020-2039,77.33,77.84,78.15
Tonga,SSP3-7.0,2040-2059,77.98,78.52,79.13
Tonga,SSP3-7.0,2080-2099,79.44,80.29,81.55
Trinidad and Tobago,SSP3-7.0,1986-2005,79.13,79.37,79.58
Trinidad and Tobago,SSP3-7.0,2020-2039,80.25,80.66,81.20
Trinidad and Tobago,SSP3-7.0,2040-2059,80.93,81.68,82.33
Trinidad and Tobago,SSP3-7.0,2080-2099,82.45,83.67,84.71
Tunisia,SSP3-7.0,1986-2005,66.38,66.70,67.09
Tunisia,SSP3-7.0,2020-2039,68.21,68.91,69.96
Tunisia,SSP3-7.0,2040-2059,69.30,70.27,71.41
Tunisia,SSP3-7.0,2080-2099,71.61,73.26,75.60
Türkiye,SSP3-7.0,1986-2005,52.51,53.08,53.75
Türkiye,SSP3-7.0,2020-2039,54.90,55.75,56.45
Türkiye,SSP3-7.0,2040-2059,56.10,57.04,58.08
Türkiye,SSP3-7.0,2080-2099,58.38,60.31,63.28
Tuvalu,SSP3-7.0,1986-2005,80.43,80.68,80.85
Tuvalu,SSP3-7.0,2020-2039,81.45,81.87,82.21
Tuvalu,SSP3-7.0,2040-2059,82.19,82.62,83.16
Tuvalu,SSP3-7.0,2080-2099,83.50,84.47,85.51
"Taiwan, Province of China",SSP3-7.0,1986-2005,71.57,71.81,72.06
"Taiwan, Province of China",SSP3-7.0,2020-2039,72.87,73.30,73.75
"Taiwan, Province of China",SSP3-7.0,2040-2059,73.65,74.28,74.82
"Taiwan, Province of China",SSP3-7.0,2080-2099,75.08,76.60,77.66
"Tanzania, United Republic of",SSP3-7.0,1986-2005,73.09,73.38,73.66
"Tanzania, United Republic of",SSP3-7.0,2020-2039,74.27,74.96,75.31
"Tanzania, United Republic of",SSP3-7.0,2040-2059,75.31,76.09,76.70
"Tanzania, United Republic of",SSP3-7.0,2080-2099,76.80,78.74,79.59
Uganda,SSP3-7.0,1986-2005,72.81,73.10,73.65
Uganda,SSP3-7.0,2020-2039,74.24,74.75,75.03
Uganda,SSP3-7.0,2040-2059,75.11,75.80,76.54
Uganda,SSP3-7.0,2080-2099,76.56,78.32,79.25
Ukraine,SSP3-7.0,1986-2005,45.85,46.74,47.55
Ukraine,SSP3-7.0,2020-2039,48.64,49.44,50.83
Ukraine,SSP3-7.0,2040-2059,50.12,51.15,52.20
Ukraine,SSP3-7.0,2080-2099,52.81,54.10,56.80
United States Minor Outlying Islands,SSP3-7.0,1986-2005,77.85,78.23,78.42
United States Minor Outlying Islands,SSP3-7.0,2020-2039,79.02,79.59,79.87
United States Minor Outlying Islands,SSP3-7.0,2040-2059,79.96,80.50,80.94
United States Minor Outlying Islands,SSP3-7.0,2080-2099,81.37,82.57,83.51
Uruguay,SSP3-7.0,1986-2005,63.23,63.52,63.82
Uruguay,SSP3-7.0,2020-2039,64.15,64.69,65.17
Uruguay,SSP3-7.0,2040-2059,64.87,65.50,66.20
Uruguay,SSP3-7.0,2080-2099,66.22,67.85,68.53
United States,SSP3-7.0,1986-2005,54.38,54.76,55.16
United States,SSP3-7.0,2020-2039,56.42,57.18,58.40
United States,SSP3-7.0,2040-2059,57.66,58.69,60.01
United States,SSP3-7.0,2080-2099,60.43,62.03,64.20
Uzbekistan,SSP3-7.0,1986-2005,55.43,55.78,56.38
Uzbekistan,SSP3-7.0,2020-2039,57.61,58.25,59.09
Uzbekistan,SSP3-7.0,2040-2059,58.76,59.55,61.45
Uzbekistan,SSP3-7.0,2080-2099,61.17,63.29,66.02
Holy See (Vatican City State),SSP3-7.0,1986-2005,59.89,60.35,60.86
Holy See (Vatican City State),SSP3-7.0,2020-2039,61.88,62.74,63.55
Holy See (Vatican City State),SSP3-7.0,2040-2059,62.82,63.94,65.06
Holy See (Vatican City State),SSP3-7.0,2080-2099,65.22,66.71,69.13
Saint Vincent and the Grenadines,SSP3-7.0,1986-2005,79.00,79.25,79.50
Saint Vincent and the Grenadines,SSP3-7.0,2020-2039,80.14,80.52,81.02
Saint Vincent and the Grenadines,SSP3-7.0,2040-2059,80.79,81.44,82.04
Saint Vincent and the Grenadines,SSP3-7.0,2080-2099,82.18,83.25,84.59
"Venezuela, Bolivarian Republic of",SSP3-7.0,1986-2005,77.66,78.04,78.25
"Venezuela, Bolivarian Republic of",SSP3-7.0,2020-2039,79.15,79.74,80.14
"Venezuela, Bolivarian Republic of",SSP3-7.0,2040-2059,80.11,80.92,81.55
"Venezuela, Bolivarian Republic of",SSP3-7.0,2080-2099,81.86,83.69,85.04
"Virgin Islands, British",SSP3-7.0,1986-2005,78.41,78.67,78.84
"Virgin Islands, British",SSP3-7.0,2020-2039,79.43,79.93,80.37
"Virgin Islands, British",SSP3-7.0,2040-2059,80.14,81.00,81.47
"Virgin Islands, British",SSP3-7.0,2080-2099,81.46,82.88,84.17
"Virgin Islands, U.S.",SSP3-7.0,1986-2005,78.57,78.83,79.00
"Virgin Islands, U.S.",SSP3-7.0,2020-2039,79.58,80.10,80.53
"Virgin Islands, U.S.",SSP3-7.0,2040-2059,80.30,81.12,81.63
"Virgin Islands, U.S.",SSP3-7.0,2080-2099,81.62,83.00,84.31
Viet Nam,SSP3-7.0,1986-2005,76.24,76.54,76.69
Viet Nam,SSP3-7.0,2020-2039,77.39,77.87,78.50
Viet Nam,SSP3-7.0,2040-2059,78.22,78.83,79.65
Viet Nam,SSP3-7.0,2080-2099,79.70,81.07,82.64
Vanuatu,SSP3-7.0,1986-2005,77.52,77.69,78.06
Vanuatu,SSP3-7.0,2020-2039,78.46,78.85,79.12
Vanuatu,SSP3-7.0,2040-2059,79.19,79.63,80.17
Vanuatu,SSP3-7.0,2080-2099,80.46,81.30,82.59
Wallis and Futuna,SSP3-7.0,1986-2005,79.69,79.92,80.12
Wallis and Futuna,SSP3-7.0,2020-2039,80.80,81.01,81.34
Wallis and Futuna,SSP3-7.0,2040-2059,81.28,81.75,82.40
Wallis and Futuna,SSP3-7.0,2080-2099,82.65,83.49,84.73
Samoa,SSP3-7.0,1986-2005,78.42,78.63,78.84
Samoa,SSP3-7.0,2020-2039,79.49,79.75,80.10
Samoa,SSP3-7.0,2040-2059,79.98,80.40,81.02
Samoa,SSP3-7.0,2080-2099,81.30,82.09,83.42
Yemen,SSP3-7.0,1986-2005,74.27,74.53,74.75
Yemen,SSP3-7.0,2020-2039,75.42,76.24,76.78
Yemen,SSP3-7.0,2040-2059,76.37,77.66,78.20
Yemen,SSP3-7.0,2080-2099,78.38,80.28,81.89
South Africa,SSP3-7.0,1986-2005,64.19,64.65,64.88
South Africa,SSP3-7.0,2020-2039,65.64,66.18,67.07
South Africa,SSP3-7.0,2040-2059,66.66,67.57,68.22
South Africa,SSP3-7.0,2080-2099,68.71,70.46,71.87
Zambia,SSP3-7.0,1986-2005,70.92,71.19,71.49
Zambia,SSP3-7.0,2020-2039,72.49,72.99,73.65
Zambia,SSP3-7.0,2040-2059,73.37,74.40,75.10
Zambia,SSP3-7.0,2080-2099,75.25,77.69,78.79
Zimbabwe,SSP3-7.0,1986-2005,68.78,69.28,69.64
Zimbabwe,SSP3-7.0,2020-2039,70.11,70.99,71.88
Zimbabwe,SSP3-7.0,2040-2059,71.13,72.28,73.34
Zimbabwe,SSP3-7.0,2080-2099,73.24,75.47,76.99
Aruba,SSP5-8.5,1986-2005,79.44,79.62,79.75
Aruba,SSP5-8.5,2020-2039,80.75,81.12,81.71
Aruba,SSP5-8.5,2040-2059,81.33,82.30,83.31
Aruba,SSP5-8.5,2080-2099,83.08,85.24,86.67
Afghanistan,SSP5-8.5,1986-2005,52.37,52.77,53.23
Afghanistan,SSP5-8.5,2020-2039,54.83,55.41,56.41
Afghanistan,SSP5-8.5,2040-2059,56.48,57.54,59.40
Afghanistan,SSP5-8.5,2080-2099,60.42,62.43,67.15
Angola,SSP5-8.5,1986-2005,72.81,73.06,73.32
Angola,SSP5-8.5,2020-2039,74.19,74.69,75.32
Angola,SSP5-8.5,2040-2059,75.29,76.07,77.61
Angola,SSP5-8.5,2080-2099,77.81,79.27,82.38
Anguilla,SSP5-8.5,1986-2005,78.32,78.64,78.72
Anguilla,SSP5-8.5,2020-2039,79.54,80.11,80.72
Anguilla,SSP5-8.5,2040-2059,80.55,81.15,82.33
Anguilla,SSP5-8.5,2080-2099,82.31,83.58,85.77
Åland Islands,SSP5-8.5,1986-2005,41.47,42.95,43.89
Åland Islands,SSP5-8.5,2020-2039,44.56,45.88,47.90
Åland Islands,SSP5-8.5,2040-2059,46.39,47.54,51.54
Åland Islands,SSP5-8.5,2080-2099,49.24,51.78,56.02
Albania,SSP5-8.5,1986-2005,54.68,55.00,55.75
Albania,SSP5-8.5,2020-2039,56.80,58.06,58.89
Albania,SSP5-8.5,2040-2059,58.54,59.84,61.62
Albania,SSP5-8.5,2080-2099,61.11,64.32,67.53
Andorra,SSP5-8.5,1986-2005,43.06,43.75,44.05
Andorra,SSP5-8.5,2020-2039,45.32,46.11,47.65
Andorra,SSP5-8.5,2040-2059,46.78,47.97,49.87
Andorra,SSP5-8.5,2080-2099,49.62,52.46,55.94
United Arab Emirates,SSP5-8.5,1986-2005,81.29,81.61,82.05
United Arab Emirates,SSP5-8.5,2020-2039,83.08,83.89,84.99
United Arab Emirates,SSP5-8.5,2040-2059,84.65,85.94,87.57
United Arab Emirates,SSP5-8.5,2080-2099,87.92,90.64,93.95
Argentina,SSP5-8.5,1986-2005,61.04,61.42,61.70
Argentina,SSP5-8.5,2020-2039,62.40,62.91,63.56
Argentina,SSP5-8.5,2040-2059,63.52,64.05,65.41
Argentina,SSP5-8.5,2080-2099,65.81,67.44,70.29
Armenia,SSP5-8.5,1986-2005,44.36,44.89,45.41
Armenia,SSP5-8.5,2020-2039,46.58,48.07,48.77
Armenia,SSP5-8.5,2040-2059,48.12,49.95,51.16
Armenia,SSP5-8.5,2080-2099,51.84,54.91,58.61
American Samoa,SSP5-8.5,1986-2005,79.66,79.88,80.08
American Samoa,SSP5-8.5,2020-2039,80.74,80.99,81.43
American Samoa,SSP5-8.5,2040-2059,81.49,82.02,82.65
American Samoa,SSP5-8.5,2080-2099,83.05,84.26,85.77
Antarctica,SSP5-8.5,1986-2005,-29.89,-29.23,-28.69
Antarctica,SSP5-8.5,2020-2039,-28.26,-27.55,-23.32
Antarctica,SSP5-8.5,2040-2059,-27.31,-26.15,-22.01
Antarctica,SSP5-8.5,2080-2099,-24.67,-22.24,-20.28
French Southern Territories,SSP5-8.5,1986-2005,53.37,53.51,53.57
French Southern Territories,SSP5-8.5,2020-2039,54.03,54.50,55.08
French Southern Territories,SSP5-8.5,2040-2059,54.74,55.42,56.26
French Southern Territories,SSP5-8.5,2080-2099,56.22,57.68,59.39
Antigua and Barbuda,SSP5-8.5,1986-2005,78.53,78.82,78.98
Antigua and Barbuda,SSP5-8.5,2020-2039,79.75,80.25,80.85
Antigua and Barbuda,SSP5-8.5,2040-2059,80.71,81.35,82.41
Antigua and Barbuda,SSP5-8.5,2080-2099,82.35,83.69,85.76
Australia,SSP5-8.5,1986-2005,61.48,61.72,61.89
Australia,SSP5-8.5,2020-2039,62.57,62.96,63.35
Australia,SSP5-8.5,2040-2059,63.70,64.22,65.06
Australia,SSP5-8.5,2080-2099,65.91,66.99,68.84
Austria,SSP5-8.5,1986-2005,44.13,44.78,45.54
Austria,SSP5-8.5,2020-2039,46.60,47.50,49.23
Austria,SSP5-8.5,2040-2059,47.90,49.20,51.43
Austria,SSP5-8.5,2080-2099,50.96,53.61,57.63
Azerbaijan,SSP5-8.5,1986-2005,52.46,53.04,53.59
Azerbaijan,SSP5-8.5,2020-2039,54.73,55.98,56.61
Azerbaijan,SSP5-8.5,2040-2059,56.26,57.53,58.92
Azerbaijan,SSP5-8.5,2080-2099,59.87,62.06,65.72
Burundi,SSP5-8.5,1986-2005,69.09,69.27,69.48
Burundi,SSP5-8.5,2020-2039,70.51,70.94,71.63
Burundi,SSP5-8.5,2040-2059,71.19,72.42,73.86
Burundi,SSP5-8.5,2080-2099,73.66,76.18,78.57
Belgium,SSP5-8.5,1986-2005,49.44,50.06,50.54
Belgium,SSP5-8.5,2020-2039,51.15,51.92,53.90
Belgium,SSP5-8.5,2040-2059,52.20,53.34,55.77
Belgium,SSP5-8.5,2080-2099,55.35,56.80,60.90
Benin,SSP5-8.5,1986-2005,80.98,81.17,81.49
Benin,SSP5-8.5,2020-2039,81.67,82.60,83.40
Benin,SSP5-8.5,2040-2059,82.11,83.94,85.59
Benin,SSP5-8.5,2080-2099,84.54,87.26,90.48
"Bonaire, Sint Eustatius and Saba",SSP5-8.5,1986-2005,79.38,79.60,79.76
"Bonaire, Sint Eustatius and Saba",SSP5-8.5,2020-2039,80.73,80.99,81.57
"Bonaire, Sint Eustatius and Saba",SSP5-8.5,2040-2059,81.30,82.22,83.15
"Bonaire, Sint Eustatius and Saba",SSP5-8.5,2080-2099,83.04,84.82,86.72
Burkina Faso,SSP5-8.5,1986-2005,82.89,83.14,83.50
Burkina Faso,SSP5-8.5,2020-2039,83.72,84.70,85.69
Burkina Faso,SSP5-8.5,2040-2059,84.77,86.41,88.19
Burkina Faso,SSP5-8.5,2080-2099,87.24,90.27,93.67
Bangladesh,SSP5-8.5,1986-2005,77.75,78.08,78.55
Bangladesh,SSP5-8.5,2020-2039,77.35,79.24,79.93
Bangladesh,SSP5-8.5,2040-2059,78.94,80.59,82.32
Bangladesh,SSP5-8.5,2080-2099,82.75,84.62,87.00
Bulgaria,SSP5-8.5,1986-2005,51.35,51.95,52.75
Bulgaria,SSP5-8.5,2020-2039,53.92,55.10,56.05
Bulgaria,SSP5-8.5,2040-2059,55.73,56.86,59.10
Bulgaria,SSP5-8.5,2080-2099,58.60,61.61,64.97
Bahrain,SSP5-8.5,1986-2005,78.11,78.46,78.80
Bahrain,SSP5-8.5,2020-2039,80.13,80.98,82.14
Bahrain,SSP5-8.5,2040-2059,81.46,82.81,84.71
Bahrain,SSP5-8.5,2080-2099,84.40,88.17,90.38
Bahamas,SSP5-8.5,1986-2005,76.65,77.05,77.17
Bahamas,SSP5-8.5,2020-2039,78.07,78.46,78.99
Bahamas,SSP5-8.5,2040-2059,78.92,79.49,80.71
Bahamas,SSP5-8.5,2080-2099,81.19,82.44,84.64
Bosnia and Herzegovina,SSP5-8.5,1986-2005,49.67,50.23,51.00
Bosnia and Herzegovina,SSP5-8.5,2020-2039,52.02,53.42,54.57
Bosnia and Herzegovina,SSP5-8.5,2040-2059,53.76,55.10,57.19
