name,ssp_range,year_range,p0.05,p0.50,p0.95
Bosnia and Herzegovina,SSP5-8.5,2040-2059,70.97,72.79,75.30
Bosnia and Herzegovina,SSP5-8.5,2080-2099,75.28,79.45,82.99
Saint Barthélemy,SSP5-8.5,1986-2005,80.07,80.40,80.62
Saint Barthélemy,SSP5-8.5,2020-2039,81.22,81.87,82.54
Saint Barthélemy,SSP5-8.5,2040-2059,82.23,82.85,84.06
Saint Barthélemy,SSP5-8.5,2080-2099,83.79,85.09,87.29
Belarus,SSP5-8.5,1986-2005,61.41,62.49,63.32
Belarus,SSP5-8.5,2020-2039,64.34,65.42,68.37
Belarus,SSP5-8.5,2040-2059,65.73,67.48,71.12
Belarus,SSP5-8.5,2080-2099,68.81,73.00,77.39
Belize,SSP5-8.5,1986-2005,80.67,81.07,81.34
Belize,SSP5-8.5,2020-2039,82.31,82.92,83.77
Belize,SSP5-8.5,2040-2059,83.15,84.54,86.05
Belize,SSP5-8.5,2080-2099,85.86,88.44,93.47
Bermuda,SSP5-8.5,1986-2005,76.51,77.08,77.43
Bermuda,SSP5-8.5,2020-2039,78.10,78.98,79.92
Bermuda,SSP5-8.5,2040-2059,78.72,80.14,81.60
Bermuda,SSP5-8.5,2080-2099,80.69,83.70,85.89
"Bolivia, Plurinational State of",SSP5-8.5,1986-2005,57.82,58.10,58.63
"Bolivia, Plurinational State of",SSP5-8.5,2020-2039,59.82,60.54,61.70
"Bolivia, Plurinational State of",SSP5-8.5,2040-2059,61.36,62.42,64.00
"Bolivia, Plurinational State of",SSP5-8.5,2080-2099,64.23,67.36,69.82
Brazil,SSP5-8.5,1986-2005,73.51,73.79,74.10
Brazil,SSP5-8.5,2020-2039,75.06,75.53,76.54
Brazil,SSP5-8.5,2040-2059,76.44,76.99,78.52
Brazil,SSP5-8.5,2080-2099,78.95,80.87,82.78
Barbados,SSP5-8.5,1986-2005,79.81,80.08,80.37
Barbados,SSP5-8.5,2020-2039,81.12,81.43,82.11
Barbados,SSP5-8.5,2040-2059,81.90,82.52,83.62
Barbados,SSP5-8.5,2080-2099,83.64,85.01,86.94
Brunei Darussalam,SSP5-8.5,1986-2005,79.99,80.31,80.54
Brunei Darussalam,SSP5-8.5,2020-2039,81.37,81.58,82.08
Brunei Darussalam,SSP5-8.5,2040-2059,82.25,82.79,83.76
Brunei Darussalam,SSP5-8.5,2080-2099,84.40,85.84,88.07
Bhutan,SSP5-8.5,1986-2005,63.48,63.88,64.21
Bhutan,SSP5-8.5,2020-2039,64.93,65.35,66.11
Bhutan,SSP5-8.5,2040-2059,66.10,66.66,68.24
Bhutan,SSP5-8.5,2080-2099,68.43,69.90,72.30
Botswana,SSP5-8.5,1986-2005,59.17,60.05,60.39
Botswana,SSP5-8.5,2020-2039,60.65,61.78,62.71
Botswana,SSP5-8.5,2040-2059,62.02,63.64,65.42
Botswana,SSP5-8.5,2080-2099,65.85,68.48,71.36
Central African Republic,SSP5-8.5,1986-2005,76.64,76.81,77.04
Central African Republic,SSP5-8.5,2020-2039,77.64,78.23,79.03
Central African Republic,SSP5-8.5,2040-2059,78.68,79.57,81.31
Central African Republic,SSP5-8.5,2080-2099,80.72,83.19,86.03
Canada,SSP5-8.5,1986-2005,59.06,59.68,60.27
Canada,SSP5-8.5,2020-2039,61.75,62.49,64.03
Canada,SSP5-8.5,2040-2059,63.19,64.62,66.76
Canada,SSP5-8.5,2080-2099,66.46,69.95,73.57
Switzerland,SSP5-8.5,1986-2005,59.51,60.11,60.49
Switzerland,SSP5-8.5,2020-2039,61.97,63.17,64.71
Switzerland,SSP5-8.5,2040-2059,63.41,65.49,67.27
Switzerland,SSP5-8.5,2080-2099,67.45,71.22,74.58
Chile,SSP5-8.5,1986-2005,45.26,45.74,46.03
Chile,SSP5-8.5,2020-2039,46.42,47.14,47.53
Chile,SSP5-8.5,2040-2059,47.45,48.21,49.03
Chile,SSP5-8.5,2080-2099,49.77,50.92,53.20
China,SSP5-8.5,1986-2005,75.08,75.41,75.76
China,SSP5-8.5,2020-2039,76.97,77.71,78.75
China,SSP5-8.5,2040-2059,78.54,79.59,81.10
China,SSP5-8.5,2080-2099,81.19,84.49,87.21
Côte d'Ivoire,SSP5-8.5,1986-2005,77.36,77.52,77.67
Côte d'Ivoire,SSP5-8.5,2020-2039,78.53,78.97,79.70
Côte d'Ivoire,SSP5-8.5,2040-2059,79.75,80.23,82.01
Côte d'Ivoire,SSP5-8.5,2080-2099,81.68,83.41,86.62
Cameroon,SSP5-8.5,1986-2005,74.51,74.70,74.85
Cameroon,SSP5-8.5,2020-2039,75.57,76.15,76.94
Cameroon,SSP5-8.5,2040-2059,76.68,77.52,79.21
Cameroon,SSP5-8.5,2080-2099,78.99,81.00,83.75
"Congo, The Democratic Republic of the",SSP5-8.5,1986-2005,74.08,74.41,74.87
"Congo, The Democratic Republic of the",SSP5-8.5,2020-2039,74.73,75.94,76.93
"Congo, The Democratic Republic of the",SSP5-8.5,2040-2059,74.65,77.37,79.20
"Congo, The Democratic Republic of the",SSP5-8.5,2080-2099,76.97,80.68,84.51
Congo,SSP5-8.5,1986-2005,74.58,74.90,75.10
Congo,SSP5-8.5,2020-2039,75.83,76.38,76.94
Congo,SSP5-8.5,2040-2059,76.67,77.76,79.13
Congo,SSP5-8.5,2080-2099,79.58,80.83,84.12
Cook Islands,SSP5-8.5,1986-2005,76.20,76.51,76.82
Cook Islands,SSP5-8.5,2020-2039,77.36,77.51,78.01
Cook Islands,SSP5-8.5,2040-2059,77.97,78.47,79.00
Cook Islands,SSP5-8.5,2080-2099,79.50,80.67,81.92
Colombia,SSP5-8.5,1986-2005,72.85,73.17,73.30
Colombia,SSP5-8.5,2020-2039,74.46,74.80,75.63
Colombia,SSP5-8.5,2040-2059,75.58,76.24,77.67
Colombia,SSP5-8.5,2080-2099,77.89,80.39,82.01
Comoros,SSP5-8.5,1986-2005,75.29,75.55,75.79
Comoros,SSP5-8.5,2020-2039,76.40,76.75,77.43
Comoros,SSP5-8.5,2040-2059,77.40,77.89,78.95
Comoros,SSP5-8.5,2080-2099,79.31,80.44,82.55
Cabo Verde,SSP5-8.5,1986-2005,74.93,75.36,75.59
Cabo Verde,SSP5-8.5,2020-2039,76.27,76.87,77.37
Cabo Verde,SSP5-8.5,2040-2059,77.02,77.76,78.95
Cabo Verde,SSP5-8.5,2080-2099,78.77,80.32,82.23
Costa Rica,SSP5-8.5,1986-2005,74.04,74.35,74.58
Costa Rica,SSP5-8.5,2020-2039,75.25,75.88,76.83
Costa Rica,SSP5-8.5,2040-2059,76.44,77.29,78.94
Costa Rica,SSP5-8.5,2080-2099,78.62,81.01,84.47
Cuba,SSP5-8.5,1986-2005,81.77,82.16,82.30
Cuba,SSP5-8.5,2020-2039,83.49,83.97,84.77
Cuba,SSP5-8.5,2040-2059,84.21,85.50,86.58
Cuba,SSP5-8.5,2080-2099,86.71,88.88,91.60
Curaçao,SSP5-8.5,1986-2005,80.14,80.38,80.49
Curaçao,SSP5-8.5,2020-2039,81.59,81.79,82.35
Curaçao,SSP5-8.5,2040-2059,82.16,83.00,83.97
Curaçao,SSP5-8.5,2080-2099,84.12,85.68,87.46
Cayman Islands,SSP5-8.5,1986-2005,81.65,81.97,82.10
Cayman Islands,SSP5-8.5,2020-2039,83.13,83.59,84.37
Cayman Islands,SSP5-8.5,2040-2059,83.96,84.95,86.07
Cayman Islands,SSP5-8.5,2080-2099,86.18,88.38,90.30
Cyprus,SSP5-8.5,1986-2005,79.48,79.95,80.48
Cyprus,SSP5-8.5,2020-2039,81.49,82.37,84.10
Cyprus,SSP5-8.5,2040-2059,82.78,84.16,86.14
Cyprus,SSP5-8.5,2080-2099,85.26,87.95,91.58
Czechia,SSP5-8.5,1986-2005,61.79,62.09,62.79
Czechia,SSP5-8.5,2020-2039,64.12,64.95,67.44
Czechia,SSP5-8.5,2040-2059,65.44,67.57,69.88
Czechia,SSP5-8.5,2080-2099,69.28,72.52,76.66
Germany,SSP5-8.5,1986-2005,62.10,62.56,63.13
Germany,SSP5-8.5,2020-2039,64.30,65.02,67.22
Germany,SSP5-8.5,2040-2059,65.40,67.45,69.72
Germany,SSP5-8.5,2080-2099,68.51,72.11,76.20
Djibouti,SSP5-8.5,1986-2005,89.84,90.66,90.82
Djibouti,SSP5-8.5,2020-2039,90.25,91.87,93.20
Djibouti,SSP5-8.5,2040-2059,91.22,93.47,95.60
Djibouti,SSP5-8.5,2080-2099,94.52,96.36,100.71
Dominica,SSP5-8.5,1986-2005,79.18,79.47,79.72
Dominica,SSP5-8.5,2020-2039,80.38,80.81,81.53
Dominica,SSP5-8.5,2040-2059,81.26,81.83,83.02
Dominica,SSP5-8.5,2080-2099,82.80,84.17,86.12
Denmark,SSP5-8.5,1986-2005,59.54,60.12,60.77
Denmark,SSP5-8.5,2020-2039,61.04,62.79,64.51
Denmark,SSP5-8.5,2040-2059,62.51,63.80,66.90
Denmark,SSP5-8.5,2080-2099,65.43,67.01,72.65
Dominican Republic,SSP5-8.5,1986-2005,78.69,79.33,79.49
Dominican Republic,SSP5-8.5,2020-2039,80.51,81.04,81.72
Dominican Republic,SSP5-8.5,2040-2059,81.41,82.26,83.63
Dominican Republic,SSP5-8.5,2080-2099,83.76,85.43,88.30
Algeria,SSP5-8.5,1986-2005,80.50,81.19,81.69
Algeria,SSP5-8.5,2020-2039,83.49,84.66,85.83
Algeria,SSP5-8.5,2040-2059,85.06,86.92,88.63
Algeria,SSP5-8.5,2080-2099,88.81,92.35,95.87
Ecuador,SSP5-8.5,1986-2005,63.63,63.90,64.08
Ecuador,SSP5-8.5,2020-2039,65.24,65.60,66.55
Ecuador,SSP5-8.5,2040-2059,66.18,67.10,68.73
Ecuador,SSP5-8.5,2080-2099,68.32,71.14,73.27
Egypt,SSP5-8.5,1986-2005,83.25,83.74,84.14
Egypt,SSP5-8.5,2020-2039,85.72,86.72,87.76
Egypt,SSP5-8.5,2040-2059,87.60,89.16,90.82
Egypt,SSP5-8.5,2080-2099,90.93,93.79,97.53
Eritrea,SSP5-8.5,1986-2005,82.00,82.33,82.59
Eritrea,SSP5-8.5,2020-2039,82.47,83.74,85.21
Eritrea,SSP5-8.5,2040-2059,82.91,85.16,87.79
Eritrea,SSP5-8.5,2080-2099,86.90,88.61,93.12
Spain,SSP5-8.5,1986-2005,70.26,70.87,71.42
Spain,SSP5-8.5,2020-2039,72.66,73.91,75.33
Spain,SSP5-8.5,2040-2059,74.22,76.05,78.11
Spain,SSP5-8.5,2080-2099,77.85,81.42,84.67
Estonia,SSP5-8.5,1986-2005,58.80,60.00,61.04
Estonia,SSP5-8.5,2020-2039,60.87,63.03,65.67
Estonia,SSP5-8.5,2040-2059,62.70,64.15,68.65
Estonia,SSP5-8.5,2080-2099,65.46,68.74,75.49
Ethiopia,SSP5-8.5,1986-2005,71.91,72.18,72.34
Ethiopia,SSP5-8.5,2020-2039,72.92,73.68,74.57
Ethiopia,SSP5-8.5,2040-2059,74.08,74.98,77.00
Ethiopia,SSP5-8.5,2080-2099,76.74,78.71,82.09
Finland,SSP5-8.5,1986-2005,56.96,58.19,59.15
Finland,SSP5-8.5,2020-2039,59.26,61.23,63.64
Finland,SSP5-8.5,2040-2059,61.14,62.35,67.03
Finland,SSP5-8.5,2080-2099,64.45,66.76,73.13
Fiji,SSP5-8.5,1986-2005,75.65,76.01,76.19
Fiji,SSP5-8.5,2020-2039,76.29,77.01,77.64
Fiji,SSP5-8.5,2040-2059,77.47,77.94,78.99
Fiji,SSP5-8.5,2080-2099,78.97,80.38,82.15
Falkland Islands (Malvinas),SSP5-8.5,1986-2005,38.29,38.56,39.12
Falkland Islands (Malvinas),SSP5-8.5,2020-2039,38.90,39.34,40.15
Falkland Islands (Malvinas),SSP5-8.5,2040-2059,39.25,40.06,40.68
Falkland Islands (Malvinas),SSP5-8.5,2080-2099,40.81,41.81,43.72
France,SSP5-8.5,1986-2005,64.53,65.06,65.56
France,SSP5-8.5,2020-2039,66.86,67.96,69.47
France,SSP5-8.5,2040-2059,68.31,70.05,72.31
France,SSP5-8.5,2080-2099,71.96,75.71,79.58
Faroe Islands,SSP5-8.5,1986-2005,47.91,49.59,50.39
Faroe Islands,SSP5-8.5,2020-2039,49.52,51.27,53.05
Faroe Islands,SSP5-8.5,2040-2059,49.80,52.15,55.18
Faroe Islands,SSP5-8.5,2080-2099,50.52,54.12,58.83
"Micronesia, Federated States of",SSP5-8.5,1986-2005,79.99,80.23,80.41
"Micronesia, Federated States of",SSP5-8.5,2020-2039,81.15,81.50,82.19
"Micronesia, Federated States of",SSP5-8.5,2040-2059,82.00,82.51,83.80
"Micronesia, Federated States of",SSP5-8.5,2080-2099,83.80,85.21,87.00
Gabon,SSP5-8.5,1986-2005,74.76,75.06,75.19
Gabon,SSP5-8.5,2020-2039,76.21,76.61,77.18
Gabon,SSP5-8.5,2040-2059,77.27,77.86,79.28
Gabon,SSP5-8.5,2080-2099,79.84,81.20,83.96
United Kingdom,SSP5-8.5,1986-2005,57.78,58.19,58.51
United Kingdom,SSP5-8.5,2020-2039,58.79,59.99,62.01
United Kingdom,SSP5-8.5,2040-2059,59.88,61.06,64.04
United Kingdom,SSP5-8.5,2080-2099,62.92,64.19,68.89
Georgia,SSP5-8.5,1986-2005,65.26,65.81,66.20
Georgia,SSP5-8.5,2020-2039,67.36,69.23,71.80
Georgia,SSP5-8.5,2040-2059,69.32,71.71,75.18
Georgia,SSP5-8.5,2080-2099,74.02,77.74,83.20
Guernsey,SSP5-8.5,1986-2005,58.91,59.35,59.71
Guernsey,SSP5-8.5,2020-2039,60.23,61.32,63.10
Guernsey,SSP5-8.5,2040-2059,61.40,62.48,65.43
Guernsey,SSP5-8.5,2080-2099,64.39,66.49,71.27
Ghana,SSP5-8.5,1986-2005,77.99,78.17,78.39
Ghana,SSP5-8.5,2020-2039,79.03,79.59,80.38
Ghana,SSP5-8.5,2040-2059,80.09,80.61,82.66
Ghana,SSP5-8.5,2080-2099,82.10,83.91,87.44
Gibraltar,SSP5-8.5,1986-2005,70.50,71.11,71.92
Gibraltar,SSP5-8.5,2020-2039,72.45,73.59,75.03
Gibraltar,SSP5-8.5,2040-2059,74.04,75.47,77.81
Gibraltar,SSP5-8.5,2080-2099,77.16,79.64,83.29
Guinea,SSP5-8.5,1986-2005,76.44,76.66,76.89
Guinea,SSP5-8.5,2020-2039,77.42,78.10,78.86
Guinea,SSP5-8.5,2040-2059,78.82,79.51,81.16
Guinea,SSP5-8.5,2080-2099,81.33,83.15,85.86
Guadeloupe,SSP5-8.5,1986-2005,79.59,79.86,80.14
Guadeloupe,SSP5-8.5,2020-2039,80.75,81.28,81.98
Guadeloupe,SSP5-8.5,2040-2059,81.70,82.30,83.48
Guadeloupe,SSP5-8.5,2080-2099,83.22,84.54,86.63
Gambia,SSP5-8.5,1986-2005,82.92,83.17,83.29
Gambia,SSP5-8.5,2020-2039,84.10,84.53,85.11
Gambia,SSP5-8.5,2040-2059,85.22,85.87,87.03
Gambia,SSP5-8.5,2080-2099,87.31,89.16,91.69
Guinea-Bissau,SSP5-8.5,1986-2005,80.97,81.20,81.36
Guinea-Bissau,SSP5-8.5,2020-2039,82.22,82.68,83.11
Guinea-Bissau,SSP5-8.5,2040-2059,83.42,83.90,85.01
Guinea-Bissau,SSP5-8.5,2080-2099,85.68,87.27,89.46
Equatorial Guinea,SSP5-8.5,1986-2005,74.26,74.47,74.59
Equatorial Guinea,SSP5-8.5,2020-2039,75.61,75.94,76.67
Equatorial Guinea,SSP5-8.5,2040-2059,76.68,77.14,78.57
Equatorial Guinea,SSP5-8.5,2080-2099,78.78,80.40,82.86
Greece,SSP5-8.5,1986-2005,73.93,74.59,75.11
Greece,SSP5-8.5,2020-2039,76.92,77.91,79.31
Greece,SSP5-8.5,2040-2059,78.63,80.39,82.42
Greece,SSP5-8.5,2080-2099,81.63,85.71,89.48
Grenada,SSP5-8.5,1986-2005,79.59,79.82,80.10
Grenada,SSP5-8.5,2020-2039,80.93,81.23,81.85
Grenada,SSP5-8.5,2040-2059,81.76,82.29,83.47
Grenada,SSP5-8.5,2080-2099,83.63,85.03,86.89
Greenland,SSP5-8.5,1986-2005,34.74,36.51,36.85
Greenland,SSP5-8.5,2020-2039,36.94,38.34,40.12
Greenland,SSP5-8.5,2040-2059,37.81,39.50,42.56
Greenland,SSP5-8.5,2080-2099,40.16,42.93,50.46
Guatemala,SSP5-8.5,1986-2005,72.22,72.60,72.86
Guatemala,SSP5-8.5,2020-2039,73.79,74.51,75.83
Guatemala,SSP5-8.5,2040-2059,75.29,76.63,78.40
Guatemala,SSP5-8.5,2080-2099,78.55,80.92,85.22
French Guiana,SSP5-8.5,1986-2005,78.84,79.21,79.55
French Guiana,SSP5-8.5,2020-2039,80.41,80.84,81.75
French Guiana,SSP5-8.5,2040-2059,81.63,82.20,83.71
French Guiana,SSP5-8.5,2080-2099,83.82,86.06,87.58
Guam,SSP5-8.5,1986-2005,80.53,80.77,81.01
Guam,SSP5-8.5,2020-2039,81.75,82.03,82.68
Guam,SSP5-8.5,2040-2059,82.64,83.13,84.41
Guam,SSP5-8.5,2080-2099,84.60,85.66,87.96
Guyana,SSP5-8.5,1986-2005,77.97,78.23,78.49
Guyana,SSP5-8.5,2020-2039,79.63,79.94,80.90
Guyana,SSP5-8.5,2040-2059,80.76,81.51,82.97
Guyana,SSP5-8.5,2080-2099,82.98,85.20,87.57
Hong Kong,SSP5-8.5,1986-2005,82.24,82.59,82.90
Hong Kong,SSP5-8.5,2020-2039,83.63,84.11,84.71
Hong Kong,SSP5-8.5,2040-2059,84.61,85.49,86.65
Hong Kong,SSP5-8.5,2080-2099,86.71,88.68,91.17
Heard Island and McDonald Islands,SSP5-8.5,1986-2005,32.64,32.87,33.38
Heard Island and McDonald Islands,SSP5-8.5,2020-2039,33.28,33.94,34.34
Heard Island and McDonald Islands,SSP5-8.5,2040-2059,33.83,34.65,36.03
Heard Island and McDonald Islands,SSP5-8.5,2080-2099,35.30,36.76,38.76
Honduras,SSP5-8.5,1986-2005,76.31,76.68,77.03
Honduras,SSP5-8.5,2020-2039,77.93,78.59,79.58
Honduras,SSP5-8.5,2040-2059,79.26,80.55,82.03
Honduras,SSP5-8.5,2080-2099,82.44,84.64,88.33
Croatia,SSP5-8.5,1986-2005,69.38,69.96,70.58
Croatia,SSP5-8.5,2020-2039,72.14,73.73,75.28
Croatia,SSP5-8.5,2040-2059,74.26,76.03,78.33
Croatia,SSP5-8.5,2080-2099,78.38,82.59,85.79
Haiti,SSP5-8.5,1986-2005,79.96,80.41,80.59
Haiti,SSP5-8.5,2020-2039,81.62,82.12,82.91
Haiti,SSP5-8.5,2040-2059,82.57,83.47,85.01
Haiti,SSP5-8.5,2080-2099,84.63,86.57,89.24
Hungary,SSP5-8.5,1986-2005,67.84,68.43,69.15
Hungary,SSP5-8.5,2020-2039,70.48,72.13,74.25
Hungary,SSP5-8.5,2040-2059,72.43,74.38,77.16
Hungary,SSP5-8.5,2080-2099,76.09,80.80,84.99
Indonesia,SSP5-8.5,1986-2005,77.61,77.90,77.99
Indonesia,SSP5-8.5,2020-2039,78.94,79.23,79.82
Indonesia,SSP5-8.5,2040-2059,79.84,80.46,81.28
Indonesia,SSP5-8.5,2080-2099,81.74,83.32,85.02
Isle of Man,SSP5-8.5,1986-2005,55.90,56.29,56.73
Isle of Man,SSP5-8.5,2020-2039,56.87,57.87,59.99
Isle of Man,SSP5-8.5,2040-2059,57.77,58.73,61.99
Isle of Man,SSP5-8.5,2080-2099,60.08,61.19,66.81
India,SSP5-8.5,1986-2005,79.87,80.25,80.53
India,SSP5-8.5,2020-2039,80.71,81.44,82.19
India,SSP5-8.5,2040-2059,81.85,82.60,84.23
India,SSP5-8.5,2080-2099,83.85,85.86,87.91
British Indian Ocean Territory,SSP5-8.5,1986-2005,78.10,78.24,78.50
British Indian Ocean Territory,SSP5-8.5,2020-2039,79.28,79.48,80.00
British Indian Ocean Territory,SSP5-8.5,2040-2059,79.94,80.53,81.37
British Indian Ocean Territory,SSP5-8.5,2080-2099,82.05,83.40,84.98
Ireland,SSP5-8.5,1986-2005,57.11,57.61,58.05
Ireland,SSP5-8.5,2020-2039,58.22,59.15,61.16
Ireland,SSP5-8.5,2040-2059,58.96,60.00,63.10
Ireland,SSP5-8.5,2080-2099,61.42,62.82,67.69
"Iran, Islamic Republic of",SSP5-8.5,1986-2005,79.17,79.57,79.89
"Iran, Islamic Republic of",SSP5-8.5,2020-2039,81.26,82.73,83.92
"Iran, Islamic Republic of",SSP5-8.5,2040-2059,83.20,85.22,87.08
"Iran, Islamic Republic of",SSP5-8.5,2080-2099,87.71,91.13,94.88
Iraq,SSP5-8.5,1986-2005,94.28,94.77,95.08
Iraq,SSP5-8.5,2020-2039,96.47,98.26,99.47
Iraq,SSP5-8.5,2040-2059,98.78,101.03,102.95
Iraq,SSP5-8.5,2080-2099,103.00,107.14,109.99
Iceland,SSP5-8.5,1986-2005,47.30,48.46,49.50
Iceland,SSP5-8.5,2020-2039,49.14,50.08,52.75
Iceland,SSP5-8.5,2040-2059,49.35,50.75,54.63
Iceland,SSP5-8.5,2080-2099,51.87,53.43,59.28
Israel,SSP5-8.5,1986-2005,78.85,79.39,79.88
Israel,SSP5-8.5,2020-2039,80.95,82.10,83.27
Israel,SSP5-8.5,2040-2059,82.95,84.34,86.03
Israel,SSP5-8.5,2080-2099,85.83,88.81,92.41
Italy,SSP5-8.5,1986-2005,70.86,71.42,71.75
Italy,SSP5-8.5,2020-2039,73.62,74.71,76.44
Italy,SSP5-8.5,2040-2059,75.07,77.14,79.09
Italy,SSP5-8.5,2080-2099,78.81,82.60,86.41
Jamaica,SSP5-8.5,1986-2005,80.49,80.85,80.97
Jamaica,SSP5-8.5,2020-2039,81.95,82.43,83.32
Jamaica,SSP5-8.5,2040-2059,82.86,83.85,85.16
Jamaica,SSP5-8.5,2080-2099,84.91,87.42,89.13
Jersey,SSP5-8.5,1986-2005,59.87,60.33,60.67
Jersey,SSP5-8.5,2020-2039,61.20,62.30,64.08
Jersey,SSP5-8.5,2040-2059,62.38,63.44,66.43
Jersey,SSP5-8.5,2080-2099,65.38,67.50,72.27
Jordan,SSP5-8.5,1986-2005,78.89,79.29,79.80
Jordan,SSP5-8.5,2020-2039,81.06,82.27,83.35
Jordan,SSP5-8.5,2040-2059,83.32,84.74,86.26
Jordan,SSP5-8.5,2080-2099,86.24,89.92,93.44
Japan,SSP5-8.5,1986-2005,74.12,74.56,74.92
Japan,SSP5-8.5,2020-2039,75.91,76.90,77.76
Japan,SSP5-8.5,2040-2059,77.01,78.50,79.95
Japan,SSP5-8.5,2080-2099,79.10,82.73,85.44
Kazakhstan,SSP5-8.5,1986-2005,68.94,69.63,70.32
Kazakhstan,SSP5-8.5,2020-2039,72.07,73.10,74.11
Kazakhstan,SSP5-8.5,2040-2059,73.72,75.29,77.28
Kazakhstan,SSP5-8.5,2080-2099,77.97,81.07,85.39
Kenya,SSP5-8.5,1986-2005,70.10,70.41,70.62
Kenya,SSP5-8.5,2020-2039,71.62,71.91,72.75
Kenya,SSP5-8.5,2040-2059,72.70,73.25,74.95
Kenya,SSP5-8.5,2080-2099,75.02,77.01,79.66
Kyrgyzstan,SSP5-8.5,1986-2005,57.75,58.12,58.83
Kyrgyzstan,SSP5-8.5,2020-2039,60.05,61.29,62.22
Kyrgyzstan,SSP5-8.5,2040-2059,62.30,63.23,65.24
Kyrgyzstan,SSP5-8.5,2080-2099,66.47,68.64,72.98
Cambodia,SSP5-8.5,1986-2005,82.29,82.57,82.82
Cambodia,SSP5-8.5,2020-2039,83.37,83.94,84.67
Cambodia,SSP5-8.5,2040-2059,84.02,85.00,86.65
Cambodia,SSP5-8.5,2080-2099,86.40,87.97,89.74
Kiribati,SSP5-8.5,1986-2005,80.00,80.30,80.58
Kiribati,SSP5-8.5,2020-2039,81.25,81.71,82.31
Kiribati,SSP5-8.5,2040-2059,82.04,82.68,84.00
Kiribati,SSP5-8.5,2080-2099,83.92,85.56,87.68
Saint Kitts and Nevis,SSP5-8.5,1986-2005,80.02,80.34,80.57
Saint Kitts and Nevis,SSP5-8.5,2020-2039,81.16,81.80,82.48
Saint Kitts and Nevis,SSP5-8.5,2040-2059,82.17,82.79,84.00
Saint Kitts and Nevis,SSP5-8.5,2080-2099,83.72,85.02,87.22
"Korea, Republic of",SSP5-8.5,1986-2005,74.60,74.93,75.27
"Korea, Republic of",SSP5-8.5,2020-2039,76.31,77.37,78.46
"Korea, Republic of",SSP5-8.5,2040-2059,77.60,79.28,80.82
"Korea, Republic of",SSP5-8.5,2080-2099,79.89,84.04,87.14
Kuwait,SSP5-8.5,1986-2005,97.24,97.79,98.10
Kuwait,SSP5-8.5,2020-2039,99.31,100.90,102.09
Kuwait,SSP5-8.5,2040-2059,101.28,103.14,104.99
Kuwait,SSP5-8.5,2080-2099,105.24,108.79,111.45
Lao People's Democratic Republic,SSP5-8.5,1986-2005,77.96,78.20,78.56
Lao People's Democratic Republic,SSP5-8.5,2020-2039,79.32,79.83,80.64
Lao People's Democratic Republic,SSP5-8.5,2040-2059,80.25,81.25,82.84
Lao People's Democratic Republic,SSP5-8.5,2080-2099,82.46,84.48,86.87
Lebanon,SSP5-8.5,1986-2005,74.37,74.79,75.55
Lebanon,SSP5-8.5,2020-2039,76.37,77.59,78.94
Lebanon,SSP5-8.5,2040-2059,78.36,79.73,81.34
Lebanon,SSP5-8.5,2080-2099,81.29,84.11,87.06
Liberia,SSP5-8.5,1986-2005,76.03,76.18,76.32
Liberia,SSP5-8.5,2020-2039,77.16,77.61,78.15
Liberia,SSP5-8.5,2040-2059,78.17,78.87,80.29
Liberia,SSP5-8.5,2080-2099,80.41,81.81,84.34
Libya,SSP5-8.5,1986-2005,83.10,83.43,84.05
Libya,SSP5-8.5,2020-2039,85.35,86.70,87.79
Libya,SSP5-8.5,2040-2059,87.42,88.85,90.66
Libya,SSP5-8.5,2080-2099,90.61,94.29,97.66
Saint Lucia,SSP5-8.5,1986-2005,80.07,80.33,80.60
Saint Lucia,SSP5-8.5,2020-2039,81.37,81.68,82.37
Saint Lucia,SSP5-8.5,2040-2059,82.12,82.78,83.88
Saint Lucia,SSP5-8.5,2080-2099,83.82,85.23,87.17
Liechtenstein,SSP5-8.5,1986-2005,55.60,56.19,56.71
Liechtenstein,SSP5-8.5,2020-2039,58.08,59.10,60.81
Liechtenstein,SSP5-8.5,2040-2059,59.33,61.38,63.41
Liechtenstein,SSP5-8.5,2080-2099,63.31,67.06,70.47
Sri Lanka,SSP5-8.5,1986-2005,81.22,81.55,81.70
Sri Lanka,SSP5-8.5,2020-2039,82.47,82.73,83.44
Sri Lanka,SSP5-8.5,2040-2059,83.33,83.91,85.21
Sri Lanka,SSP5-8.5,2080-2099,85.39,86.95,88.55
Lesotho,SSP5-8.5,1986-2005,43.28,43.86,44.40
Lesotho,SSP5-8.5,2020-2039,44.89,45.66,46.55
Lesotho,SSP5-8.5,2040-2059,46.47,47.39,49.31
Lesotho,SSP5-8.5,2080-2099,49.48,51.76,55.13
Lithuania,SSP5-8.5,1986-2005,60.40,61.32,61.99
Lithuania,SSP5-8.5,2020-2039,62.93,63.92,66.37
Lithuania,SSP5-8.5,2040-2059,64.04,65.83,68.90
Lithuania,SSP5-8.5,2080-2099,67.36,70.87,75.67
Luxembourg,SSP5-8.5,1986-2005,60.89,61.39,62.07
Luxembourg,SSP5-8.5,2020-2039,63.05,63.94,65.78
Luxembourg,SSP5-8.5,2040-2059,64.33,66.35,68.27
Luxembourg,SSP5-8.5,2080-2099,67.57,71.34,75.07
Latvia,SSP5-8.5,1986-2005,59.56,60.55,61.46
Latvia,SSP5-8.5,2020-2039,62.00,63.36,65.99
