name,ssp_range,year_range,p0.05,p0.50,p0.95
Missouri,SSP5-8.5,2040-2059,13.05,30.33,57.40
Missouri,SSP5-8.5,2080-2099,39.14,70.51,122.28
Montana,SSP5-8.5,1986-2005,1.88,2.95,3.76
Montana,SSP5-8.5,2020-2039,3.55,7.70,11.95
Montana,SSP5-8.5,2040-2059,7.60,14.04,18.61
Montana,SSP5-8.5,2080-2099,17.15,40.70,50.12
Nebraska,SSP5-8.5,1986-2005,3.91,6.54,11.87
Nebraska,SSP5-8.5,2020-2039,11.38,16.67,29.63
Nebraska,SSP5-8.5,2040-2059,17.31,30.99,62.95
Nebraska,SSP5-8.5,2080-2099,43.93,74.78,115.49
Nevada,SSP5-8.5,1986-2005,51.76,60.34,62.49
Nevada,SSP5-8.5,2020-2039,73.68,81.61,87.78
Nevada,SSP5-8.5,2040-2059,81.96,92.69,103.31
Nevada,SSP5-8.5,2080-2099,103.21,117.77,142.83
New Hampshire,SSP5-8.5,1986-2005,0.23,0.53,0.71
New Hampshire,SSP5-8.5,2020-2039,0.42,1.54,2.61
New Hampshire,SSP5-8.5,2040-2059,1.56,3.49,6.43
New Hampshire,SSP5-8.5,2080-2099,6.35,14.58,33.10
New Jersey,SSP5-8.5,1986-2005,1.30,1.83,2.49
New Jersey,SSP5-8.5,2020-2039,1.84,4.39,6.73
New Jersey,SSP5-8.5,2040-2059,2.93,7.37,16.62
New Jersey,SSP5-8.5,2080-2099,11.50,27.04,58.51
New Mexico,SSP5-8.5,1986-2005,8.63,9.95,11.19
New Mexico,SSP5-8.5,2020-2039,17.37,23.05,28.90
New Mexico,SSP5-8.5,2040-2059,26.79,35.90,45.92
New Mexico,SSP5-8.5,2080-2099,50.12,74.39,101.31
New York,SSP5-8.5,1986-2005,0.25,0.39,0.55
New York,SSP5-8.5,2020-2039,0.48,0.91,1.61
New York,SSP5-8.5,2040-2059,0.69,1.95,4.70
New York,SSP5-8.5,2080-2099,3.90,11.60,24.78
North Carolina,SSP5-8.5,1986-2005,3.35,4.86,5.96
North Carolina,SSP5-8.5,2020-2039,5.39,10.05,17.81
North Carolina,SSP5-8.5,2040-2059,9.77,16.10,29.66
North Carolina,SSP5-8.5,2080-2099,25.19,46.61,81.65
North Dakota,SSP5-8.5,1986-2005,0.73,1.19,1.92
North Dakota,SSP5-8.5,2020-2039,1.52,4.32,9.53
North Dakota,SSP5-8.5,2040-2059,3.77,8.85,28.54
North Dakota,SSP5-8.5,2080-2099,17.21,38.94,79.23
Ohio,SSP5-8.5,1986-2005,0.57,0.77,1.32
Ohio,SSP5-8.5,2020-2039,0.93,2.53,6.10
Ohio,SSP5-8.5,2040-2059,2.50,6.42,16.07
Ohio,SSP5-8.5,2080-2099,11.28,31.43,64.70
Oklahoma,SSP5-8.5,1986-2005,16.49,29.57,32.44
Oklahoma,SSP5-8.5,2020-2039,35.83,50.81,60.80
Oklahoma,SSP5-8.5,2040-2059,46.51,65.71,82.40
Oklahoma,SSP5-8.5,2080-2099,79.44,107.21,137.64
Oregon,SSP5-8.5,1986-2005,2.72,3.97,5.32
Oregon,SSP5-8.5,2020-2039,6.41,8.36,12.50
Oregon,SSP5-8.5,2040-2059,8.19,12.51,18.89
Oregon,SSP5-8.5,2080-2099,17.28,29.83,51.05
Pennsylvania,SSP5-8.5,1986-2005,1.27,1.70,2.21
Pennsylvania,SSP5-8.5,2020-2039,1.69,4.09,6.73
Pennsylvania,SSP5-8.5,2040-2059,2.70,7.52,17.43
Pennsylvania,SSP5-8.5,2080-2099,13.00,29.37,56.58
Rhode Island,SSP5-8.5,1986-2005,0.40,0.78,1.63
Rhode Island,SSP5-8.5,2020-2039,0.81,1.66,2.36
Rhode Island,SSP5-8.5,2040-2059,1.51,2.70,4.73
Rhode Island,SSP5-8.5,2080-2099,4.72,10.23,25.87
South Carolina,SSP5-8.5,1986-2005,4.04,6.63,8.92
South Carolina,SSP5-8.5,2020-2039,8.79,12.75,20.78
South Carolina,SSP5-8.5,2040-2059,13.72,20.30,35.25
South Carolina,SSP5-8.5,2080-2099,33.41,55.59,89.18
South Dakota,SSP5-8.5,1986-2005,2.28,3.05,4.48
South Dakota,SSP5-8.5,2020-2039,3.80,9.20,14.81
South Dakota,SSP5-8.5,2040-2059,6.78,17.18,40.17
South Dakota,SSP5-8.5,2080-2099,27.14,53.90,99.12
Tennessee,SSP5-8.5,1986-2005,3.18,4.75,6.41
Tennessee,SSP5-8.5,2020-2039,6.46,12.94,17.90
Tennessee,SSP5-8.5,2040-2059,11.86,23.32,39.51
Tennessee,SSP5-8.5,2080-2099,34.65,59.65,104.17
Texas,SSP5-8.5,1986-2005,29.84,35.16,39.49
Texas,SSP5-8.5,2020-2039,49.54,60.16,67.76
Texas,SSP5-8.5,2040-2059,63.98,77.68,90.96
Texas,SSP5-8.5,2080-2099,88.95,124.81,146.37
Utah,SSP5-8.5,1986-2005,3.58,4.57,5.97
Utah,SSP5-8.5,2020-2039,8.49,14.66,21.07
Utah,SSP5-8.5,2040-2059,16.43,26.08,34.57
Utah,SSP5-8.5,2080-2099,31.84,60.41,82.25
Vermont,SSP5-8.5,1986-2005,0.00,0.03,0.11
Vermont,SSP5-8.5,2020-2039,0.03,0.28,0.88
Vermont,SSP5-8.5,2040-2059,0.26,0.79,2.10
Vermont,SSP5-8.5,2080-2099,1.66,7.67,22.82
Virginia,SSP5-8.5,1986-2005,2.64,3.57,4.42
Virginia,SSP5-8.5,2020-2039,2.76,8.31,14.78
Virginia,SSP5-8.5,2040-2059,6.38,14.61,25.59
Virginia,SSP5-8.5,2080-2099,21.96,42.56,69.26
Washington,SSP5-8.5,1986-2005,2.36,3.11,4.07
Washington,SSP5-8.5,2020-2039,4.87,5.95,7.96
Washington,SSP5-8.5,2040-2059,6.44,8.55,12.82
Washington,SSP5-8.5,2080-2099,10.82,17.36,28.06
West Virginia,SSP5-8.5,1986-2005,0.68,0.86,1.39
West Virginia,SSP5-8.5,2020-2039,1.00,2.51,5.70
West Virginia,SSP5-8.5,2040-2059,2.48,5.88,12.35
West Virginia,SSP5-8.5,2080-2099,10.51,25.41,57.14
Wisconsin,SSP5-8.5,1986-2005,0.21,0.41,0.60
Wisconsin,SSP5-8.5,2020-2039,0.69,1.25,3.19
Wisconsin,SSP5-8.5,2040-2059,1.61,3.55,12.61
Wisconsin,SSP5-8.5,2080-2099,5.83,25.28,51.27
Wyoming,SSP5-8.5,1986-2005,1.88,2.46,3.46
Wyoming,SSP5-8.5,2020-2039,4.08,7.63,11.59
Wyoming,SSP5-8.5,2040-2059,7.77,14.56,20.11
Wyoming,SSP5-8.5,2080-2099,19.49,40.30,55.95
American Samoa,SSP5-8.5,1986-2005,0.00,0.00,0.00
American Samoa,SSP5-8.5,2020-2039,0.00,0.00,0.00
American Samoa,SSP5-8.5,2040-2059,0.00,0.00,0.00
American Samoa,SSP5-8.5,2080-2099,0.00,0.00,0.00
Guam,SSP5-8.5,1986-2005,0.00,0.00,0.00
Guam,SSP5-8.5,2020-2039,0.00,0.00,0.00
Guam,SSP5-8.5,2040-2059,0.00,0.00,0.00
Guam,SSP5-8.5,2080-2099,0.00,0.00,0.00
Commonwealth of the Northern Mariana Islands,SSP5-8.5,1986-2005,0.00,0.00,0.00
Commonwealth of the Northern Mariana Islands,SSP5-8.5,2020-2039,0.00,0.00,0.00
Commonwealth of the Northern Mariana Islands,SSP5-8.5,2040-2059,0.00,0.00,0.00
Commonwealth of the Northern Mariana Islands,SSP5-8.5,2080-2099,0.00,0.00,0.00
Puerto Rico,SSP5-8.5,1986-2005,0.00,0.00,0.00
Puerto Rico,SSP5-8.5,2020-2039,0.00,0.00,0.00
Puerto Rico,SSP5-8.5,2040-2059,0.00,0.00,0.01
Puerto Rico,SSP5-8.5,2080-2099,0.00,0.11,6.43
United States Virgin Islands,SSP5-8.5,1986-2005,0.00,0.00,0.00
United States Virgin Islands,SSP5-8.5,2020-2039,0.00,0.00,0.00
United States Virgin Islands,SSP5-8.5,2040-2059,0.00,0.00,0.00
United States Virgin Islands,SSP5-8.5,2080-2099,0.00,0.00,0.00
