Country or Area,Year,sfc_emissions,pfc_emissions,nf3_emissions,n2o_emissions,methane_emissions,HFC_PFC_emissions,green_house_emissions
Hungary,2018,99.52765154,1.299493031,,4317.918351,9298.430866,1782.050542,65033.6368
Hungary,2017,117.3372947,1.15809122,,4259.551686,9369.321401,1745.063617,65072.75783
Hungary,2016,132.3937232,4.07945308,,4258.717354,9347.590685,1774.939301,62696.22138
Hungary,2015,121.9754313,4.101833634,,4021.765974,9451.014719,1884.83194,62201.09364
Hungary,2014,86.72239569,4.310140498,,3931.462439,9422.668869,1756.199662,58993.1402
Hungary,2013,100.8541687,4.746279878,,3726.189904,9633.629996,1526.068408,58661.1095
Hungary,2012,79.4175194,4.500136468,,3418.393551,9783.344376,1452.741039,61557.11703
Hungary,2011,79.97290871,4.394872349,,3480.193487,9662.021527,1390.465705,64870.17196
Hungary,2010,94.3607536,4.124010795,,3308.872014,9780.513634,1258.456042,66533.78636
Hungary,2009,79.81890418,4.751565378,,3374.559556,9745.414337,1177.691017,65924.48205
Hungary,2008,86.74183091,4.719754921,,3639.233471,9779.493408,1118.10998,71954.60418
Hungary,2007,103.6580084,4.175284665,,4264.176127,10013.09209,994.3845452,74010.83484
Hungary,2006,104.1233974,3.287734831,,4749.054991,10204.41001,889.63041,75660.29299
Hungary,2005,92.33043932,252.147323,,4992.023673,10470.07279,747.5831175,76954.88407
Hungary,2004,94.49457423,242.2740802,,5233.931154,10781.36597,588.2589538,77192.04976
Hungary,2003,77.44775337,228.1548911,,4529.310698,11218.68452,453.357368,78367.70403
Hungary,2002,66.29861086,243.8103941,,4599.77451,11151.79042,330.9182818,75478.63172
Hungary,2001,82.81824783,239.4235052,,5210.872471,11299.42928,243.4507902,77184.979
Hungary,2000,84.09733318,253.8938749,,4810.758404,11520.60009,202.9761597,75378.31289
Hungary,1999,74.36889169,254.4112688,,4507.017717,11430.97814,175.062447,78248.02773
Hungary,1998,93.43646991,234.2885419,,4662.548056,11395.611,85.72062237,77784.48544
Hungary,1997,80.33206981,190.5921422,,4739.118791,11525.74395,60.78501328,78308.28786
Hungary,1996,64.86983161,191.1368738,,4741.859822,11610.00933,38.30980763,79804.29799
Hungary,1995,52.61477951,200.0415416,,4223.539938,11537.60019,32.7743511,77647.68131
Hungary,1994,39.3056464,190.5819629,,4967.550429,11636.27154,27.9406277,78750.64401
Hungary,1993,30.95987363,174.7720343,,4117.924256,11959.08764,23.88866054,79865.04195
Hungary,1992,19.67574822,161.7062824,,3953.467878,12341.21146,23.19619633,78847.27517
Hungary,1991,13.88385321,290.7035207,,5068.276481,13586.27821,13.75978584,88674.84005
Hungary,1990,12.76730324,337.5331039,,7456.418224,13801.47726,0.002152733,94985.0234
Iceland,2021,2.97463,88.94923229,,248.9375311,654.0792693,157.2481618,4662.239515
Iceland,2020,3.251655001,85.95955324,,244.7658208,651.9096149,195.6120406,4521.059266
Iceland,2019,2.344482501,87.22152697,,243.5539744,632.3964399,199.6409282,4723.898079
Iceland,2018,4.025344429,68.69846607,,255.1260446,685.0721856,188.533435,4870.413997
Iceland,2017,2.811154067,61.1169944,,266.3392855,686.7923403,170.4505007,4799.699174
Iceland,2016,1.385863409,82.56413701,,255.9358333,700.9188903,179.2121877,4715.537093
Iceland,2015,1.634495648,93.24996811,,258.1140568,714.6253875,161.3711704,4772.708333
Iceland,2014,2.45837911,89.0547039,,271.696261,709.0260917,168.5631643,4687.515326
Iceland,2013,3.324587906,79.28447234,,250.6001364,700.8227951,170.5403394,4694.672123
Iceland,2012,5.509806365,84.53201606,,256.1328687,699.2643574,140.1614116,4686.900081
Iceland,2011,3.138896617,67.01487592,,250.7257757,731.94814,134.7219031,4692.247217
Iceland,2010,4.807342243,154.3687568,,254.3891999,755.4488217,109.9186944,4906.351342
Iceland,2009,3.129692243,161.9148735,,264.0343851,759.5226319,81.82247844,5001.50409
Iceland,2008,3.098837871,369.9442299,,285.9433747,767.425209,68.57258195,5307.800551
Iceland,2007,2.982606871,298.0051451,,279.6501308,781.5622987,66.98352761,4924.318055
Iceland,2006,2.688856871,353.2226987,,269.0022172,772.3507174,66.30890705,4619.418474
Iceland,2005,2.594856871,27.66288554,,258.7070021,734.6615871,57.23754576,4059.339956
Iceland,2004,1.35506875,40.89687427,,259.4406605,747.2602953,52.17237428,4210.917893
Iceland,2003,1.3518375,63.37664433,,256.2484962,754.7995712,45.13547466,4106.869112
Iceland,2002,1.3518375,76.90023224,,260.7711252,767.775454,44.6470728,4143.911388
Iceland,2001,1.3518375,97.15680488,,282.6522343,763.3207642,39.82621505,4049.734405
Iceland,2000,1.3518375,134.794914,,286.651686,755.2523562,42.98827255,4154.228591
Iceland,1999,1.281925,183.6062417,,303.5663953,756.3127063,36.99889709,4123.132415
Iceland,1998,1.281925,190.9439066,,296.5676924,754.4263263,25.46540681,3907.363262
Iceland,1997,1.281925,87.30112947,,296.04636,754.2647183,16.13710834,3774.46576
Iceland,1996,1.281925,26.65804354,,301.6827783,752.373624,10.08796349,3615.808064
Iceland,1995,1.281925,62.37562987,,286.9283713,731.6193577,3.148353757,3554.690641
Iceland,1994,1.281925,47.24173749,,290.2904529,734.0827217,1.848917204,3424.410185
Iceland,1993,1.281925,79.35142982,,285.2625572,728.1445625,1.435360602,3496.415843
Iceland,1992,1.281925,164.5978278,,277.8626745,714.5730229,0.637472099,3409.11911
Iceland,1991,1.281925,369.2474368,,288.8808703,712.1358549,0.629915398,3475.789967
Iceland,1990,1.13005625,444.8158951,,295.1067582,717.891236,0.313643635,3682.044957
Ireland,2021,16.23309074,64.95167,12.0719,6146.639474,17649.70024,672.9878663,62109.86924
Ireland,2020,18.95226338,63.96575,12.6193,5926.07981,17286.82987,624.0784612,59056.30059
Ireland,2019,34.61116885,56.64595364,11.16241111,5921.785212,17043.05576,772.0260619,61165.03862
Ireland,2018,42.19131847,44.80739182,18.38338889,6288.976415,17543.2657,783.9265393,63734.10831
Ireland,2017,40.4295514,42.37682364,26.53816667,5965.401755,17177.21495,1094.29694,63424.53474
Ireland,2016,40.51077227,33.54651818,15.79205556,5675.576281,16685.94551,1184.308576,64005.35717
Ireland,2015,45.87011695,18.46866364,16.35555556,5574.846188,16233.38352,1116.557903,61724.02831
Ireland,2014,38.56973475,3.228581818,18.83093056,5524.785528,15642.75714,1139.358851,59220.74208
Ireland,2013,44.90252312,7.574,21.25008333,5749.637322,15545.31819,1061.056818,59711.60658
Ireland,2012,38.57439322,8.69944,23.61301389,5379.664474,15230.38037,1031.374145,59939.50723
Ireland,2011,46.89227468,14.4414,25.3575,5176.908551,14490.84951,1041.709528,58852.52571
Ireland,2010,34.14780509,42.2922,27.832875,5582.669459,14535.08835,1016.907002,63032.16199
Ireland,2009,40.44301441,75.93387,30.30825,5346.960385,14854.89996,1000.619645,63528.25857
Ireland,2008,56.45849661,123.70938,32.783625,5500.142297,15292.74079,961.7748251,69330.43545
Ireland,2007,64.98407156,152.7501,35.259,5606.396871,15469.06018,882.3286268,69874.86699
Ireland,2006,62.21622706,173.43168,26.404,5832.355116,16451.27709,869.3331531,71019.4634
Ireland,2005,100.0561667,196.47141,26.565,5900.308612,16331.52466,820.3514386,71531.47891
Ireland,2004,67.54350572,213.15852,16.9211,5982.424638,16615.79599,660.3951427,69723.02347
Ireland,2003,113.4337099,259.4312424,43.6471,6122.325065,17729.18575,516.3659107,70468.49744
Ireland,2002,66.5476225,243.18657,43.5988,6184.526972,16976.74261,379.0118862,69975.20042
Ireland,2001,66.66944765,344.67333,20.3826,6467.920672,17010.9001,296.2883069,71814.45431
Ireland,2000,53.40520315,361.34151,46.0299,6871.197848,16885.61376,245.6839933,69712.38243
Ireland,1999,66.21846071,231.465477,3.54543217,7123.048673,17473.93619,185.0116608,67523.40874
Ireland,1998,91.5059163,71.859,3.92297093,7337.548708,17937.32475,141.3232,66292.45599
Ireland,1997,129.989445,153.43278,5.717996124,6930.811921,17543.74845,114.9299079,63683.61577
Ireland,1996,100.455436,121.01112,4.417203488,7019.058087,17458.1218,72.83432645,62245.16813
Ireland,1995,81.54324511,88.62708,4.094579457,6921.241037,17100.73264,31.43241348,60080.65771
Ireland,1994,63.85287048,53.219724,,6646.125004,16973.74296,18.23682411,58593.62412
Ireland,1993,54.52831025,35.516046,,6414.803577,16959.09695,6.516539935,57186.82592
Ireland,1992,45.20356255,17.812368,,6252.564669,16777.87813,0.78368,56589.55755
Ireland,1991,40.06162547,8.960529,,6315.531647,16513.96176,0.63984,56553.4628
Ireland,1990,34.9194971,0.10869,,6524.852697,16138.0389,0.496,55642.836
Italy,2021,257.5009173,395.3216667,15.231,17193.33607,47087.05419,15387.77477,417591.4336
Italy,2020,257.1829699,498.66,16.23766667,17345.69879,47513.40932,16035.05043,384969.8769
Italy,2019,444.3291065,915.4043333,17.939,16691.12408,46762.32309,17019.37851,422276.173
Italy,2018,464.0572151,1501.849,22.132,16892.85041,47972.43408,16927.94852,433630.9069
Italy,2017,428.2865987,1191.050463,23.49966667,16957.50476,48783.96796,16513.64736,437340.9789
Italy,2016,410.6943747,1460.205,33.979,17179.62135,48816.02013,16223.31397,442962.2779
Italy,2015,485.2912433,1528.725667,28.41666667,16787.56635,49315.55915,15629.73866,445735.6505
Italy,2014,369.0191616,1419.944333,28.17466667,16910.17901,49268.05519,17252.85005,435399.3323
Italy,2013,433.4958504,1543.533667,25.696,17170.5704,50332.11765,16692.34513,456475.7243
Italy,2012,457.8669757,1356.997696,24.93333333,17905.21039,51997.26012,15922.6033,491949.9129
Italy,2011,453.3612765,1503.755613,27.78233333,17495.94591,51386.95223,15223.14045,510854.6123
Italy,2010,404.9387175,1376.635663,20.17033333,18089.97538,52690.45689,14324.79328,523465.6996
Italy,2009,485.8865912,1099.479272,17.96666667,18782.78021,53177.28933,13114.50749,511654.9935
Italy,2008,510.2285369,1547.386366,18.788,19712.17931,53312.25893,12040.53986,566242.9714
Italy,2007,465.4996426,1703.208892,11.56833333,21148.19557,53932.21,10876.02382,578814.4759
Italy,2006,586.4736087,1749.680738,22.20166667,21607.08152,53157.82104,9970.989851,584053.072
Italy,2005,565.1307382,1759.440991,33.38133333,26047.52246,54702.55622,8718.322843,594197.3806
Italy,2004,600.3466159,1770.456346,28.86033333,27111.52319,54173.88492,7562.328759,592903.4235
Italy,2003,564.9196184,1712.925771,27.83733333,26249.17796,56556.36587,6106.396345,587247.8886
Italy,2002,761.8262313,1361.503869,28.061,26544.33159,56276.9156,4754.017282,567753.0808
Italy,2001,877.3791193,1370.907189,12.78566667,27116.51862,58154.28498,3706.216973,561839.954
Italy,2000,620.9662599,1363.284075,13.25874677,26923.23872,57706.29455,2802.552307,559978.1417
Italy,1999,476.3873921,1210.119321,26.69269078,27975.42495,57761.69518,2272.202142,556140.3786
Italy,1998,707.4515344,1209.128984,33.83003071,27439.34135,57745.81577,1779.274011,550585.9913
Italy,1997,837.5276742,1163.244194,54.09174713,27193.17087,58214.09804,1193.865851,538111.368
Italy,1996,784.5096565,1119.275149,61.77519652,26328.67467,57656.65177,743.888673,530375.913
Italy,1995,700.1313733,1350.879999,76.57466667,26177.0846,57033.57248,860.8214976,535653.7085
Italy,1994,502.4887475,1278.229438,,25055.08397,56518.47492,588.8981973,509371.3879
Italy,1993,457.9267428,1502.754619,,25455.87876,56087.98281,479.0222826,515159.9649
Italy,1992,445.9148857,1635.011953,,24963.63455,55749.3854,426.4460337,521991.348
Italy,1991,444.0221352,2257.619104,,25252.30084,55980.60048,376.47,522696.6663
Italy,1990,420.8882775,2614.985605,,24192.82697,54975.34048,372,521480.3377
Japan,2021,2047.45049,3155.541345,380.1111956,19459.72602,27361.36332,53561.03805,1168094.465
Japan,2020,2028.314656,3500.842506,336.9844144,19680.28817,27379.88975,52210.28054,1144932.497
Japan,2019,2001.028795,3443.985702,294.6164754,20011.07491,27483.88221,49968.00752,1207742.416
Japan,2018,2054.944865,3500.969478,312.3032075,20431.1224,27660.34359,47087.14218,1242715.707
Japan,2017,2070.753869,3521.309246,449.7752976,20891.96941,28043.83952,44956.35274,1286736.263
Japan,2016,2158.265239,3381.608192,634.4352841,20638.61995,28233.91258,42645.36109,1300146.773
Japan,2015,2075.10532,3314.132523,571.0310822,21150.92024,28273.03875,39283.25034,1317836.196
Japan,2014,2038.859056,3368.784588,1122.867339,21458.67542,28644.66924,35805.26009,1356511.022
Japan,2013,2075.250795,3292.04921,1617.237366,21901.37028,29143.25768,32129.23656,1405350.424
Japan,2012,2207.272699,3452.33225,1511.852249,21955.26043,29202.06303,29381.77242,1393594.156
Japan,2011,2222.142959,3772.755657,1800.379969,22332.92582,29857.22728,26124.54041,1350741.136
Japan,2010,2398.135772,4267.675625,1539.741472,22728.85648,31072.98505,23331.81554,1300046.748
Japan,2009,2419.750935,4064.625806,1354.155398,23207.17234,31519.61885,20927.106,1246549.622
Japan,2008,4150.899987,5767.691256,1481.039654,23771.93968,32056.30804,19265.3185,1318507.415
Japan,2007,4708.042132,7942.035263,1586.797456,24662.45943,32854.32311,16709.81296,1391300.26
Japan,2006,5202.38808,9023.904078,1401.313744,25226.2277,33481.78347,14626.24174,1356080.247
Japan,2005,5027.351435,8648.444249,1471.752712,25339.12059,34053.75155,12778.80971,1377463.876
Japan,2004,5258.702329,9242.085983,486.0383394,25669.95222,34068.2993,12418.3681,1369829.3
Japan,2003,5406.310822,8879.613125,416.0962716,25847.87114,34381.51699,16228.08073,1378452.032
Japan,2002,5735.480799,9225.120623,371.4828331,25969.85902,35288.37938,16236.40478,1371613.877
Japan,2001,6066.01678,9905.395432,294.8129105,26551.65612,36115.44609,19465.97161,1347561.425
Japan,2000,7031.358931,11906.43517,285.7726161,30181.01908,37285.67663,22858.3569,1373303.42
Japan,1999,9176.61669,13162.14406,315.2691711,27659.8173,37937.03166,24375.03579,1353662.403
Japan,1998,13224.10125,16632.22981,188.1346681,33786.17754,38321.57492,23749.43027,1330304.187
Japan,1997,14510.54048,20058.34234,171.0593504,35360.22099,40014.54637,24444.48966,1378810.238
Japan,1996,17022.18776,18335.04118,192.5541311,34557.59611,40490.29111,24604.21583,1386747.603
Japan,1995,16447.52469,17690.56191,201.0940988,33455.72689,41755.93059,25219.3488,1373818.254
Japan,1994,15019.95579,13455.17635,76.08965902,33174.4067,42944.68032,21057.22675,1352429.761
Japan,1993,15701.97057,10954.48902,43.47980516,31959.19262,42911.71762,18134.59448,1291392.139
Japan,1992,15635.82468,7629.700678,32.60985387,32053.83572,43812.14883,17773.13875,1295612.02
Japan,1991,14206.04235,7521.987131,32.60985387,31900.87556,43880.70927,17356.79448,1283796.294
Japan,1990,12850.06988,6555.480337,32.60985387,32218.2235,44542.02609,15940.02337,1269334.028
Latvia,2021,12.10239434,,,1332.781911,1889.569803,250.3414405,10725.29203
Latvia,2020,12.30324602,,,1336.030459,1897.993182,236.9032147,10483.14288
Latvia,2019,14.24583075,,,1302.723803,1920.898249,243.3504906,11131.86516
Latvia,2018,10.86707877,,,1223.084962,1923.775664,251.5943778,11272.33037
Latvia,2017,10.63835374,,,1272.772427,2019.585495,256.7997723,10776.09872
Latvia,2016,10.19476445,,,1263.619878,1993.166568,263.4953459,10742.11327
Latvia,2015,10.42871255,,,1260.002768,1967.738417,243.1638058,10744.7872
Latvia,2014,8.841260334,,,1215.888458,2081.116514,233.5230819,10712.57649
Latvia,2013,8.764220002,,,1173.362459,2028.322408,220.3215301,10800.42514
Latvia,2012,8.01563662,,,1147.878024,2000.017787,207.8356928,10884.33341
Latvia,2011,7.69880163,,,1088.30478,1950.748427,207.6518692,11066.32051
Latvia,2010,7.57686389,,,1086.563362,2002.515014,205.9612004,11857.88342
Latvia,2009,7.55315098,,,1060.312506,2084.562068,181.2953753,10790.55534
Latvia,2008,5.39385818,,,1037.925668,2062.357973,170.762839,11475.37833
Latvia,2007,4.68992414,,,1058.81137,2086.25308,147.5800673,11935.99426
Latvia,2006,4.19554242,,,1013.889575,2033.292394,127.1772829,11489.43034
Latvia,2005,3.89389924,,,1012.682904,2091.505189,100.5914155,11020.37391
Latvia,2004,3.3518191,,,979.2808258,2055.345832,92.596308,10862.7122
Latvia,2003,2.84028332,,,992.8512426,2113.658345,84.82827312,10921.15698
Latvia,2002,2.69918838,,,951.4938815,2175.001785,77.43568846,10727.98561
Latvia,2001,1.42925026,,,983.472373,2207.693547,69.99325825,10760.02518
Latvia,2000,0.9102913,,,914.2840128,2107.90281,62.10987004,10167.7821
Latvia,1999,0.72946068,,,901.4524406,2115.58087,53.81920568,10790.39796
Latvia,1998,0.53135944,,,957.2855959,2265.756668,45.79555792,11576.36529
Latvia,1997,0.3809162,,,998.637883,2363.122212,37.42437048,12080.47145
Latvia,1996,0.18222464,,,995.9957706,2402.298414,28.18195707,12639.33368
Latvia,1995,0.17866956,,,994.8198077,2443.504337,16.3531467,12589.83187
Liechtenstein,2021,0.05311,0.001050147,,8.164924485,21.80774118,7.9934823,183.9042209
Liechtenstein,2020,0.055225,0.001099751,,8.178707567,22.07848122,8.628484376,180.871376
Liechtenstein,2019,0.048645,0.001969961,,8.27149033,21.91446489,9.064349134,188.3227396
Liechtenstein,2018,0.07097,0.002207859,,8.144226913,21.16271044,9.379187768,181.7097058
Liechtenstein,2017,0.04653,0.002506202,,7.980967889,20.86424683,9.251017052,193.9146645
Liechtenstein,2016,0.014805,0.004937758,,8.019059735,21.41358404,9.016137911,188.3067804
Liechtenstein,2015,0.03854,0.013238382,,8.159311279,21.28563521,9.365332283,198.6358514
Liechtenstein,2014,0.119615,0.024554759,,8.114798576,21.47738622,9.258185388,200.2537097
Liechtenstein,2013,0.18001,0.040014825,,8.200800647,21.32163891,9.018640836,231.3059919
Liechtenstein,2012,0.00047,0.04086814,,8.471874525,22.25749377,9.056138513,225.1522922
Liechtenstein,2011,0.013865,0.056995237,,8.588666684,21.78692112,8.710789721,215.9392305
Liechtenstein,2010,0.024205,0.052214633,,8.252373515,21.3844565,8.284856117,228.8285446
Liechtenstein,2009,0.14006,0.054822255,,8.445180797,22.05953432,7.729638855,243.8039097
Liechtenstein,2008,0.3572,0.064747322,,8.509278869,22.22010116,7.916303219,258.6034976
Liechtenstein,2007,0.1175,0.06725469,,8.33840077,22.03884218,7.587382214,238.9433049
Liechtenstein,2006,0.058045,0.062972753,,8.284239506,21.74337752,6.897576471,268.1670112
Liechtenstein,2005,0.262965,0.052749955,,8.116060667,20.7795719,6.324933394,264.5226027
Liechtenstein,2004,0.270955,0.037853542,,8.005559521,20.23110527,6.016223101,263.9525262
Liechtenstein,2003,0.25568,0.029944561,,8.526451845,20.12403389,5.422647201,263.7132736
Liechtenstein,2002,0.25098,0.014744895,,8.536873445,19.93536997,4.856496239,253.6127378
Liechtenstein,2001,0.170375,0.011845976,,8.44883796,19.70429787,4.255156739,247.2615636
Liechtenstein,2000,0.090005,0.009083993,,8.449777167,18.69788165,3.522923924,247.6296698
Liechtenstein,1999,0.0047,0.00537606,,8.530311943,19.18277983,2.804153965,257.0937184
Lithuania,2021,12.6303805,,,2595.249721,3301.102719,512.8539225,20251.51125
Lithuania,2020,10.0484355,,,2793.643342,3321.775876,501.5851796,20165.72638
Lithuania,2019,5.165535,,,2603.679956,3425.280037,532.7375975,20244.63821
Lithuania,2018,6.49681,,0.0255829,2555.111493,3487.215305,529.8880685,20013.48327
Lithuania,2017,7.850692,,0.0109641,2680.866171,3689.252746,680.6809264,20344.84902
Lithuania,2016,4.598292,,0.187726,2635.260855,3767.374144,691.0086925,20220.16665
Lithuania,2015,5.284492,,0.240856,2681.280414,3861.968534,550.8239357,20155.05583
Lithuania,2014,6.031792,,0.272734,2661.304141,3888.760018,445.99868,19857.26429
Lithuania,2013,6.388992,,0.052325,2526.683499,3875.121347,392.1192949,19954.61474
Lithuania,2012,3.987292,,,2739.216606,3948.953164,337.8669446,21085.97556
Lithuania,2011,7.8701265,,,2905.99565,3937.009993,292.6974033,21104.5244
Lithuania,2010,6.0883565,,,2592.928029,4092.589307,246.9955863,20741.77032
Lithuania,2009,3.0744815,,,2670.093364,4116.355058,206.0933441,19826.1292
Lithuania,2008,3.522697,,,4511.837633,4213.074649,185.2414511,23832.42396
Lithuania,2007,1.256122,,,4748.407609,4356.508308,148.8064191,24730.03129
Lithuania,2006,1.549872,,,4046.722889,4397.397047,114.6468929,22756.09941
Lithuania,2005,1.7361095,,,4098.368027,4390.583283,86.46129798,22439.79867
Lithuania,2004,1.1885595,,,3870.180158,4401.099799,66.08040779,21592.71784
Lithuania,2003,2.4234845,,,3702.643735,4382.589351,45.83990826,20792.92724
Lithuania,2002,0.7679095,,,3612.014318,4312.373033,34.8853607,20626.06969
Lithuania,2001,0.6762595,,,3402.184829,4242.02337,27.55691459,20266.17808
Lithuania,2000,0.7455845,,,3289.405757,4339.007377,21.45239746,19493.64581
Lithuania,1999,0.5564095,,,3113.60388,4517.469666,17.03778475,21098.26347
Lithuania,1998,0.5217,,,3146.080827,4755.489491,13.54896213,23912.6936
Lithuania,1997,0.0799,,,2930.60772,4918.020809,9.955596098,23021.51041
Lithuania,1996,0.047,,,2832.270796,4889.330099,7.509298784,23469.12016
Lithuania,1995,0.047,,,2444.459629,4978.054511,6.135891328,22486.03981
Luxembourg,2021,9.917963463,,,244.2272819,663.1771175,43.69411485,9390.729934
Luxembourg,2020,9.912435989,,,239.1108542,667.828422,45.35737373,9029.899172
Luxembourg,2019,10.25678198,,,252.8119216,657.8505201,49.45116872,10739.99295
Luxembourg,2018,10.03104995,,,250.0757209,674.3084263,54.9556037,10563.27585
Luxembourg,2017,9.731699786,,,247.5578458,672.5372479,61.91718969,10259.73624
Luxembourg,2016,9.55066493,,,242.307786,671.9724104,59.79750046,10077.82342
Luxembourg,2015,9.192290704,,,234.9058752,657.4014131,61.37912263,10313.87492
Luxembourg,2014,8.721511454,,,236.0971751,655.5739907,61.54839241,10785.43599
Luxembourg,2013,8.332377908,,,232.5663476,644.1984565,57.48817301,11281.31055
Luxembourg,2012,7.953073049,,,231.3482141,638.8371925,54.03278673,11804.17442
Luxembourg,2011,7.565536952,,,235.8787799,642.8016168,51.86887059,12040.48031
Luxembourg,2010,7.114156589,,,232.5340623,672.5590476,49.24676414,12159.04506
Luxembourg,2009,6.726904241,,,226.9389392,672.9908228,47.15639593,11584.16343
Luxembourg,2008,6.316268383,,,229.2395942,672.0707888,46.09135344,12126.20827
Luxembourg,2007,5.899418115,,,222.1245168,657.5793266,43.76590165,12236.27206
Luxembourg,2006,5.464333482,,,219.3655326,649.0568285,39.61132812,12824.48292
Luxembourg,2005,5.034902795,,,219.7796648,652.4908662,36.95364067,12993.83408
Luxembourg,2004,4.446518653,,,228.3943596,648.1103576,38.26481734,12740.93302
Luxembourg,2003,3.879242709,,,212.7093751,659.5647497,38.085551,11366.75673
Luxembourg,2002,3.278470451,,,224.8915156,668.6849772,37.84290562,10915.32438
Luxembourg,2001,2.655016781,,,225.6914894,668.5611316,34.86432433,10137.2613
Luxembourg,2000,1.984834017,,,236.0446746,665.0163453,28.33038063,9634.995703
Luxembourg,1999,1.882326568,,,237.4253029,670.4767351,23.89060727,9051.266283
Luxembourg,1998,1.794465292,,,234.054249,670.8512997,20.91834176,8590.875716
Luxembourg,1997,1.74922662,,,237.3383231,673.4078098,18.31389294,9494.702777
Luxembourg,1996,1.605444266,,,239.6048689,677.0509349,15.79596989,10141.46777
Luxembourg,1995,1.432123281,,,236.5903041,670.7614284,13.81148589,10078.5239
Luxembourg,1994,1.33611133,,,236.2515318,654.2796483,12.91221617,12447.63038
Luxembourg,1993,1.221756571,,,238.5582795,677.8979985,11.76408881,13281.34988
Luxembourg,1992,1.111581157,,,241.7182261,667.9938535,4.989034476,13118.28707
Luxembourg,1991,1.005457427,,,237.2222344,680.1231447,0.001069299,13353.27727
Luxembourg,1990,0.903111474,,,228.9761321,677.0293773,6.5e-05,12722.4119
Malta,2021,0.414377357,0.009591513,,55.96460452,241.7018515,228.8009018,2133.618737
Malta,2020,0.414377357,1.1125e-06,,56.50059586,232.5566512,225.187125,2111.859117
Malta,2019,0.338002357,1.1125e-06,,55.29000902,224.8254025,220.7079494,2149.925659
Malta,2018,0.307687357,1.1125e-06,,49.96637306,209.4226029,231.3715899,2037.803103
Malta,2017,1.018562357,1.1125e-06,,51.39724691,201.1222836,244.0053122,2028.382221
Malta,2016,0.142012357,1.1125e-06,,51.92212956,204.3927256,234.2052457,1846.960467
Malta,2015,0.288887357,1.1125e-06,,51.02209937,192.5664136,219.9914328,2129.16231
Malta,2014,0.696612357,1.1125e-06,,51.00212768,179.3502164,211.7405707,2807.205756
Malta,2013,2.852972357,1.1125e-06,,50.05334992,166.1651001,200.8301603,2799.150229
Malta,2012,0.559372357,1.1125e-06,,50.5827583,168.4439863,189.6418715,3126.270859
Malta,2011,4.829322357,1.1125e-06,,50.74545638,163.9918968,157.5756651,2961.056398
Malta,2010,1.840827357,1.1125e-06,,56.8257043,166.0723184,134.7971477,2962.330086
Malta,2009,1.636847357,1.1125e-06,,55.03983712,180.0137983,122.227431,2885.261651
Malta,2008,1.896757357,1.1125e-06,,57.15497555,164.9664808,105.4381918,3019.88817
Malta,2007,1.725384429,1.1125e-06,,59.31592458,257.561235,89.78704118,3139.828089
Malta,2006,1.717003859,,,58.32822277,252.1392549,72.56661722,3052.235112
Malta,2005,1.612600409,,,58.71820548,245.4917757,35.18244795,2997.663024
Malta,2004,1.591203283,,,61.37706804,243.5121375,20.54540266,3176.081827
Malta,2003,2.124852657,,,60.67977641,231.8415984,13.5619286,3269.041329
Malta,2002,1.54152191,,,60.99534471,224.8247159,12.20358452,3046.791927
Malta,2001,1.53539976,,,61.71646978,217.3808795,8.795966247,3025.987398
Malta,2000,1.514246,,,62.50844961,212.9060309,4.632229132,2749.714453
Malta,1999,1.510251,,,62.88729983,207.8350887,0.010247256,2845.108217
Malta,1998,1.510251,,,62.1220526,199.0892181,0.006835763,2787.664654
Malta,1997,1.491686,,,62.41134654,193.3325273,0.004274587,2813.488736
Malta,1996,1.491686,,,61.05981211,185.3047022,0.002566286,2781.805592
Malta,1995,1.480406,,,61.80520929,175.6502887,0.001713426,2691.063681
Malta,1994,1.4753535,,,63.36480635,170.947965,0.000858,2894.13379
Malta,1993,1.470771,,,63.84210364,164.9051255,,3115.805671
Malta,1992,1.470771,,,61.04706715,156.9920682,,2513.106518
Malta,1991,0.010951,,,59.41507645,148.7989465,,2480.068421
Malta,1990,0.010951,,,59.28995805,139.7330691,,2626.430777
Monaco,2021,0.124325024,0.000596025,,2.846656443,0.661563652,5.580852906,73.6327619
Monaco,2020,0.12376057,,,2.75414432,0.719914906,5.636288393,69.76156958
Monaco,2019,0.123636679,0.000357615,,2.915719839,1.077272744,7.772022571,83.00931293
Monaco,2018,0.124080858,0.000357615,,3.142387679,1.33462173,7.625793422,86.66759096
Monaco,2017,0.113255808,0.009894015,,2.908612925,1.356052424,6.200973902,83.33283989
Monaco,2016,0.113082654,0.01001322,,3.417188693,1.333296047,7.231325576,86.42891011
Monaco,2015,0.087567307,,,3.672474939,1.355434608,7.289406894,88.21331011
Monaco,2014,0.087286207,0.0095364,,3.704311474,1.308814404,6.535905134,85.19760474
Monaco,2013,0.086379576,0.030611844,,4.074492375,1.269526589,7.263088476,91.12665738
Monaco,2012,0.087160459,,,3.949745699,1.300594868,6.154204733,89.13413754
Monaco,2011,0.086876778,0.03003966,,3.973470546,1.157983983,6.516345411,86.29697024
Monaco,2010,0.086813679,0.03003966,,4.111969748,1.253203996,5.88135624,87.75892091
Monaco,2009,0.086763493,0.1287414,,4.099036458,1.017725772,5.932112746,90.14597456
Monaco,2008,0.086672625,0.02002644,,3.831387879,1.895466227,6.021987453,93.80113198
Monaco,2007,0.086645003,0.0807945,,3.899078365,1.854207522,4.873694292,93.12224002
