Country or Area,Year,sfc_emissions,pfc_emissions,nf3_emissions,n2o_emissions,methane_emissions,HFC_PFC_emissions,green_house_emissions
Monaco,2006,0.086426659,0.09001302,,3.028300707,1.953618651,4.52576115,93.30133432
Monaco,2005,0.086087485,0.07989384,,2.789275625,1.74046278,3.671772992,97.74010053
Monaco,2004,0.086080969,0.00484767,,2.899745029,1.592644142,2.79340678,98.85623311
Monaco,2003,0.091204262,0.03994692,,3.037768959,1.281190712,2.968593092,104.0877026
Monaco,2002,0.090480555,0.0723177,,3.174089726,1.329202385,3.056837967,107.1050878
Monaco,2001,0.090350652,0.04614558,,3.319027338,1.29614236,2.334282646,106.7304702
Monaco,2000,0.090233542,,,3.161153292,1.464692286,1.586879898,106.288902
Monaco,1999,0.090115915,,,2.945804511,1.39110157,1.295137948,108.1566237
Monaco,1998,0.089932347,,,2.946557289,1.135922631,1.054752854,106.9475308
Monaco,1997,0.089813941,,,3.039940013,1.08596642,0.737796685,107.852876
Monaco,1996,0.089604196,,,2.934749715,1.220403667,0.581547787,109.229332
Monaco,1995,0.089334,,,2.802518761,1.213284385,0.425180246,105.4366383
Monaco,1994,0.08919574,,,2.877652767,1.334428554,0.373173573,108.8026971
Monaco,1993,0.088999506,,,2.807814376,1.584088259,0.30891842,108.1079579
Monaco,1992,0.087777197,,,2.674579968,1.887306806,0.079073839,108.9565254
Monaco,1991,0.082254546,,,2.527440143,2.040297977,0.037676851,103.3119596
Monaco,1990,0.082069058,,,2.229833225,2.199675828,,102.4595619
Netherlands (Kingdom of the),2021,123.8685,79.45215328,,7155.253711,18715.26204,1172.450323,167153.2451
Netherlands (Kingdom of the),2020,128.404,65.34325852,,7459.283586,18973.56959,1056.575101,164367.7932
Netherlands (Kingdom of the),2019,120.743,118.1908645,,7613.993349,19271.73705,1302.793669,180936.8651
Netherlands (Kingdom of the),2018,111.014,167.4909011,,7722.357743,19394.80961,1230.062168,186759.6325
Netherlands (Kingdom of the),2017,120.837,77.52879335,,7913.564768,20063.72704,1612.926167,191991.1656
Netherlands (Kingdom of the),2016,123.234,152.8175645,,7697.708344,20427.86612,1551.540459,194644.4879
Netherlands (Kingdom of the),2015,115.103,103.9982052,,7970.947365,20292.92037,1730.704793,194015.9138
Netherlands (Kingdom of the),2014,101.144,92.63480041,,7770.865999,20068.28245,1553.085403,187053.5812
Netherlands (Kingdom of the),2013,111.4605,141.7544221,,7656.032618,20558.05198,1936.509717,195278.0217
Netherlands (Kingdom of the),2012,139.6605,183.2518698,,7460.541121,20578.09264,1738.43691,195581.7515
Netherlands (Kingdom of the),2011,84.9525,263.501479,,7618.453355,21045.04171,1787.146187,199922.9241
Netherlands (Kingdom of the),2010,108.053,299.9070062,,7810.844611,21680.98336,1977.892049,214236.637
Netherlands (Kingdom of the),2009,99.5225,302.0518825,,8066.45619,21760.94056,1735.504428,202300.723
Netherlands (Kingdom of the),2008,110.1915,310.2193674,,8212.634525,21950.01311,1647.383446,207941.4098
Netherlands (Kingdom of the),2007,109.745,404.5516688,,11547.23523,21691.66079,1577.910695,208077.8533
Netherlands (Kingdom of the),2006,122.905,333.6534092,,12956.28108,21639.77345,1479.812565,209523.7645
Netherlands (Kingdom of the),2005,157.5205,344.0351434,,12883.48561,22141.64446,1281.150854,214666.9478
Netherlands (Kingdom of the),2004,173.336,347.9724371,,12929.88845,23787.02307,1460.342531,220478.999
Netherlands (Kingdom of the),2003,155.805,699.1065232,,12600.83274,24241.88098,1399.294411,218993.8306
Netherlands (Kingdom of the),2002,189.316,2362.468311,,12706.09269,25107.8629,1424.718513,218256.5348
Netherlands (Kingdom of the),2001,245.9745,1625.318782,,13513.94604,26385.87459,1665.884314,220583.203
Netherlands (Kingdom of the),2000,234.624,1723.171119,,14334.36454,27117.43731,4029.037327,219454.9203
Netherlands (Kingdom of the),1999,247.549,1599.026569,,14921.19186,28369.60943,5079.48692,221071.1157
Netherlands (Kingdom of the),1998,263.3645,1964.734864,,15518.6993,29799.51519,9756.270107,233540.1574
Netherlands (Kingdom of the),1997,291.964,2493.839163,,16031.71972,30610.78117,8614.8488,233328.501
Netherlands (Kingdom of the),1996,268.464,2284.44894,,16269.93045,32464.00503,8078.705042,241662.0941
Netherlands (Kingdom of the),1995,263.5055,2054.172719,,16216.5233,33227.41696,6342.805161,231305.5697
Netherlands (Kingdom of the),1994,184.9685,2107.914769,,16346.94387,34059.63694,6852.211113,231199.857
Netherlands (Kingdom of the),1993,144.5485,2190.124364,,16750.07087,35221.09348,5295.16282,230464.2534
Netherlands (Kingdom of the),1992,138.1565,2163.335143,,16498.10058,35721.50018,4711.904488,230151.1042
Netherlands (Kingdom of the),1991,129.579,2376.461221,,16256.08498,36181.17758,3658.062,229711.9885
Netherlands (Kingdom of the),1990,213.051,2397.344153,,16077.56818,35730.76906,4697.1944,221781.0354
New Zealand,2021,15.73086961,50.68845405,,7937.596756,33019.34558,1483.222544,76824.58718
New Zealand,2020,16.68542293,87.91568313,,8139.562975,33404.36711,1444.804217,77330.66087
New Zealand,2019,15.9811219,89.1316139,,8053.390764,33557.28736,1395.066843,79989.79347
New Zealand,2018,14.70887771,72.39616489,,8030.074,33579.32522,1375.599791,78776.30119
New Zealand,2017,14.78975718,60.45772345,,7905.174551,33506.92897,1336.868276,78511.40044
New Zealand,2016,17.36299275,48.69141623,,7848.79793,33558.13189,1304.23463,76930.22399
New Zealand,2015,16.46459858,58.58521329,,7819.928818,34048.88321,1280.990442,79036.98895
New Zealand,2014,16.80082478,73.40978814,,7892.86367,34545.54715,1245.995223,79212.62523
New Zealand,2013,18.1849975,48.12525495,,7630.699239,34294.39566,1198.375662,78430.00614
New Zealand,2012,20.89929813,47.46160676,,7598.66709,34292.95628,1182.68373,79086.91351
New Zealand,2011,18.93977992,35.15173296,,7529.394738,34111.92305,1145.666383,77106.14783
New Zealand,2010,22.83750624,47.56155,,7390.36289,33983.91348,1072.963157,77328.0227
New Zealand,2009,22.53608878,53.85797,,7252.761575,33677.90497,1020.334398,76647.31038
New Zealand,2008,19.34122161,45.46747,,7273.775153,33552.74281,950.689473,79350.40307
New Zealand,2007,19.87462452,48.40546,,7295.588708,35040.73496,858.8860282,79673.33249
New Zealand,2006,21.04587104,106.73165,,7461.840851,36082.04757,772.1729506,81773.36223
New Zealand,2005,25.41353426,69.3798,,7707.655704,35845.39305,680.9241958,81752.17601
New Zealand,2004,28.91583852,99.11525,,7655.067962,35490.4254,560.040426,79669.24177
New Zealand,2003,25.18735849,126.813,,7543.654804,35431.46942,459.2745811,79827.39168
New Zealand,2002,23.31737561,84.48445,,7297.05367,35349.01378,386.9649466,77682.44084
New Zealand,2001,20.03673322,70.6103,,7228.703406,35725.71457,332.1851124,77755.79045
New Zealand,2000,19.56415498,91.15636667,,6881.304085,35368.2781,244.6639021,74850.47247
New Zealand,1999,24.564685,92.21326667,,6598.07929,34599.42708,196.0236031,72975.47199
New Zealand,1998,24.85739524,118.4175667,,6559.065794,34478.11824,148.2062932,71186.8725
New Zealand,1997,25.58456689,215.23372,,6623.412029,35118.14352,120.8385741,73381.51698
New Zealand,1996,24.64745418,250.725,,6548.289804,34353.7286,69.99104142,70551.54181
New Zealand,1995,24.41616589,153.277,,6470.231211,33712.127,31.41426757,68394.69625
New Zealand,1994,23.43046275,186.178,,6240.647478,33496.46232,12.6910559,67859.23208
New Zealand,1993,22.692555,210.157,,6027.709909,32671.84556,0.46618,66693.8261
New Zealand,1992,21.9051,461.879,,5807.662705,32376.53483,0.286,66834.98229
New Zealand,1991,20.862,903.789872,,5780.583692,32800.7259,,65688.43175
New Zealand,1990,19.9728,909.949348,,5706.942736,32580.69816,,64720.07145
Norway,2021,62.48200179,222.7627379,,2068.76584,5256.607339,628.4231054,48901.95533
Norway,2020,75.98366542,145.1536352,,2064.795971,5288.473913,749.7970428,49214.6354
Norway,2019,70.06617786,157.4111354,,2110.997815,5299.859065,874.4976395,50958.21852
Norway,2018,55.50425799,133.1456384,,2090.185262,5504.585796,939.6643853,52702.96885
Norway,2017,58.00488239,117.750333,,2110.28813,5593.088955,972.6279672,52678.81449
Norway,2016,63.05059657,167.4038502,,2152.398891,5751.265016,950.7323902,53447.03481
Norway,2015,69.66490622,131.6276073,,2208.806513,5848.434655,909.8529328,54362.81632
Norway,2014,50.33668521,160.883473,,2174.252588,5851.680181,1028.054133,53906.69641
Norway,2013,57.13860813,162.7774831,,2164.044591,5913.735884,1068.109868,53615.08381
Norway,2012,54.24682538,180.2557211,,2182.149199,6004.244866,979.8865744,53380.66656
Norway,2011,55.26780527,236.1265693,,2174.801831,6109.46901,923.1686054,53999.14698
Norway,2010,70.60109443,214.3004869,,2183.110383,6247.544949,855.440288,54925.06077
Norway,2009,57.90286326,394.15932,,2263.628046,6239.381772,783.8212993,52541.05943
Norway,2008,62.63403438,805.39992,,2750.90777,6194.986134,709.2561062,54881.82108
Norway,2007,73.38758625,854.9628711,,3144.976539,6364.400604,656.91662,56272.86623
Norway,2006,208.7277967,772.0564966,,3304.328875,6270.149301,595.7582212,54568.93701
Norway,2005,305.9700692,858.2499108,,3598.110843,6432.413018,528.1138261,54471.72346
Norway,2004,269.358509,913.6362228,,3535.61779,6604.251225,526.8101704,55427.97681
Norway,2003,222.2723018,944.5697694,,3408.67299,6726.95452,500.3109482,54947.55095
Norway,2002,234.1355353,1490.360673,,3540.149622,6758.738943,490.1881418,54172.91288
Norway,2001,777.8040865,1375.631613,,3322.212389,6907.863739,452.3787446,55298.61771
Norway,2000,918.6458658,1364.080354,,3393.81438,6919.694495,356.6826337,54074.1587
Norway,1999,859.2229283,1437.328816,,3568.945512,6910.388955,309.854248,54741.37376
Norway,1998,714.4845051,1537.969099,,3380.196516,6965.096313,246.1132799,53765.44457
Norway,1997,570.0884021,1691.412957,,3296.902945,7222.451499,186.0930824,53693.41397
Norway,1996,564.4449487,1893.369762,,3306.207045,7196.453845,122.7054418,53717.33923
Norway,1995,597.5960436,2078.861115,,3292.238823,7189.849032,91.90266226,50834.45941
Norway,1994,863.2866925,2104.443493,,3268.754967,7183.744656,49.61586508,50502.10654
Norway,1993,725.368795,2379.111842,,3209.512976,7087.2778,32.5627914,48598.68472
Norway,1992,693.2333704,2369.311123,,3032.973808,6924.239424,2.586652,46706.76713
Norway,1991,2044.354023,3106.006501,,3508.062527,6828.33577,1.207472672,48339.03937
Norway,1990,2162.965936,3499.842832,,3645.213746,6982.077046,0.048853369,50712.44626
Poland,2021,92.59619391,10.08175772,,20616.67289,42704.71051,4937.264521,399438.489
Poland,2020,92.28556878,10.61237655,,20469.85595,43188.10756,5114.477151,371312.4329
Poland,2019,93.54025847,11.17092268,,19760.05335,43534.49849,5304.573408,386386.3634
Poland,2018,110.66938,11.75886598,,20775.91323,46444.81838,5579.88258,409003.9479
Poland,2017,84.96508294,12.37775366,,20495.87526,45871.75199,5772.78911,409003.1754
Poland,2016,80.78218714,13.02921438,,19516.79449,45468.05464,5689.618625,394315.2692
Poland,2015,79.39078652,13.71496251,,19062.05084,45941.22873,5583.523562,383395.3303
Poland,2014,54.40683018,14.43680264,,19742.95689,45169.2784,6501.190178,381064.7176
Poland,2013,48.99634656,15.19663436,,20090.45328,45834.03479,5965.813744,393881.5385
Poland,2012,43.20894533,15.99645722,,19935.73462,45607.73266,6344.766012,397900.7348
Poland,2011,40.21869998,16.83837602,,19867.9411,46170.02548,6104.968392,405798.7573
Poland,2010,36.45444881,17.72460633,,19600.61759,47759.43142,5598.15727,407236.9608
Poland,2009,38.75742721,18.65748035,,20009.42517,48085.45957,5653.306424,389826.8164
Poland,2008,33.87968762,149.2072567,,22887.7086,49855.30805,5363.996947,407857.1785
Poland,2007,32.11537987,168.6765279,,23293.38364,50350.26754,4888.185847,414652.8293
Poland,2006,34.22144599,176.8626727,,22517.64884,51599.71906,4440.185475,415341.2989
Poland,2005,27.62402151,171.4727669,,22206.20674,51776.8762,3761.450905,400708.689
Poland,2004,23.04313089,187.5094905,,21965.54528,51679.04209,3150.168965,400799.4287
Poland,2003,21.35201274,184.0899294,,21445.62774,52320.67991,2617.094755,395538.5792
Poland,2002,24.00018629,189.908496,,21707.34571,52209.32234,2048.480269,382301.817
Poland,2001,23.55948861,181.3511161,,23018.40988,54294.31569,1504.782257,392522.9688
Poland,2000,23.77487879,160.8725772,,22886.28182,52447.00962,1022.566401,393992.7274
Poland,1999,24.22405636,153.187315,,22770.06826,54736.83036,581.2897011,407531.7971
Poland,1998,24.67323394,158.1893702,,23287.73024,56425.09985,417.6457373,419389.7683
Poland,1997,23.61371152,156.8739597,,23450.11029,58799.63431,346.4216437,450012.328
Poland,1996,24.52818909,144.8449956,,23348.61453,59321.14379,258.9986602,460383.54
Poland,1995,30.01590909,154.5164683,,23498.21508,60267.99577,166.5815487,446731.8734
Poland,1994,13.67272727,137.2731092,,22704.03592,61754.12684,,444827.5328
Portugal,2021,24.20268547,26.5433638,,2938.56735,10272.77808,3158.985555,56359.40719
Portugal,2020,23.6056117,23.75974473,,2965.085066,10235.35734,3086.338509,58029.3478
Portugal,2019,24.834593,21.30778655,,3013.613077,10431.79172,3129.914158,64115.5062
Portugal,2018,24.520622,19.05011817,,2952.603878,10389.48557,3006.604813,67764.99308
Portugal,2017,26.33779276,17.00423765,,2936.267801,10422.93421,2895.175758,71403.99848
Portugal,2016,24.34776048,15.3800467,,2853.684985,10369.9637,2721.852063,66351.93586
Portugal,2015,23.89061758,13.94361296,,2905.772788,10437.9064,2593.691633,68178.6446
Portugal,2014,26.60466961,12.62980725,,2996.745133,10660.68908,2460.046062,64041.758
Portugal,2013,31.94369863,11.38849292,,2871.027005,10800.51776,2339.142274,64156.74879
Portugal,2012,31.42039771,10.20264074,,2877.840031,11061.78234,2197.012933,66076.80959
Portugal,2011,29.88184661,9.063971836,,2880.244823,11331.43818,2067.7388,68058.17479
Portugal,2010,35.75938762,7.945860474,,3193.562403,11442.19602,1916.415138,69529.86059
Portugal,2009,34.16167496,6.624209769,,3189.473813,11656.22418,1787.222114,73810.10944
Portugal,2008,31.28772738,5.59601373,,3400.548621,11829.94833,1605.197515,76900.51429
Portugal,2007,32.34347614,4.760822359,,3480.35388,12086.38473,1366.981106,79325.44549
Portugal,2006,29.31249277,4.012470459,,3328.511376,12295.73659,1149.074898,81649.4716
Portugal,2005,27.45076293,3.331034375,,3443.114303,12396.05701,984.6508985,86489.21915
Portugal,2004,27.35032783,2.824683072,,3885.118557,12472.75927,829.1829325,84520.57139
Portugal,2003,22.30134974,2.361102766,,3619.870047,12478.97729,719.8169904,81299.14961
Portugal,2002,18.71414798,1.930610151,,3752.195609,12473.47261,588.9326413,86394.95185
Portugal,2001,18.41495627,1.522890744,,3855.280467,12449.96559,462.2713046,81939.94494
Portugal,2000,17.12293641,1.1408078,,3977.862047,12452.60515,359.912757,82420.02026
Portugal,1999,17.03539753,0.78030056,,3804.767372,12228.08097,280.5195158,83168.63688
Portugal,1998,16.31606063,0.431858596,,3711.645931,11961.28174,200.4279243,75058.69904
Portugal,1997,15.93390998,0.095733133,,3682.504517,11736.07503,137.8073116,70199.49748
Portugal,1996,14.84103253,,,3636.42464,11520.60157,79.45942162,67012.82494
Portugal,1995,14.35864156,,,3456.392518,11313.0269,54.1922678,69306.34383
Romania,2021,50.16926812,3.396995934,,10465.41679,25785.34878,1908.236092,115403.1516
Romania,2020,62.44524716,3.194656913,,9755.859632,26340.58,1847.425488,112036.0387
Romania,2019,59.61197806,3.44742156,,10355.39608,26678.43675,1780.640429,115762.7545
Romania,2018,45.9005413,4.469939017,,10699.01809,26446.62987,1761.098771,119236.8005
Romania,2017,39.40292939,5.018817264,,10012.26265,26956.68513,1696.382322,118358.6611
Romania,2016,36.11317847,4.894020602,,9591.640329,27424.64429,1538.331986,115310.1638
Romania,2015,39.75514686,5.9052,,9579.139685,28061.77253,1381.320026,117099.8064
Romania,2014,40.61981275,5.7063,,9546.032676,28235.53065,1260.042194,118214.813
Romania,2013,47.42776854,5.529,,9657.645087,28464.31087,1181.179123,118721.6676
Romania,2012,42.00729699,6.6792,,9345.437434,29080.61306,1091.864506,130693.3091
Romania,2011,40.30593962,11.4342,,10086.17365,28930.52551,999.1109347,132871.0678
Romania,2010,54.93171782,8.212293,,9814.476053,29798.9318,899.2671004,126669.9069
Romania,2009,42.12545379,7.335252,,9754.920553,32156.90779,850.3600306,131293.8737
Romania,2008,29.70584109,16.06855122,,10288.83016,33794.82031,873.637252,152897.5572
Romania,2007,26.59282086,25.3429561,,11233.14323,35008.63332,617.4759759,155930.7779
Romania,2006,21.44213806,57.6063646,,11466.609,36056.36439,452.4285707,152350.4974
Romania,2005,13.70682325,85.68185749,,12184.68753,36857.28152,348.6788966,151327.0984
Romania,2004,13.00458788,138.3613129,,11867.59329,36548.16004,277.5784027,152121.612
Romania,2003,9.657487963,273.8628017,,11400.38394,38144.78682,216.0196659,153862.6968
Romania,2002,11.49606418,886.471308,,10779.19366,36865.437,158.4601881,147998.7649
Romania,2001,14.06740898,1230.280815,,11177.46065,34466.51079,106.0826235,145982.3436
Romania,2000,8.546822821,1507.483691,,11325.68763,35995.79399,66.75586768,142238.3104
Romania,1999,1.53342358,1875.284443,,11409.70923,47955.87759,37.6193142,150290.0717
Romania,1998,1.373919102,2058.592623,,11984.07004,49257.90527,22.76432437,168185.1938
Romania,1997,1.297934305,2108.598776,,13052.13316,51824.07709,10.06378103,185152.5867
Romania,1996,1.464781657,2115.16201,,13650.96198,46816.67428,4.652050195,191736.1631
Romania,1995,0.916434472,2120.742912,,14073.28646,46832.55193,2.465952058,188741.814
Romania,1994,0.691493496,1782.872064,,13530.19555,45625.87913,1.158208007,181845.4552
Romania,1993,0.485932271,1685.357107,,14396.02378,45617.50863,0.688395374,184393.8653
Romania,1992,0.462153205,1616.847759,,13877.71151,47349.9958,0.405395199,194856.6714
Romania,1991,0.510441714,2322.30399,,14677.60474,51199.43873,0.26062558,210408.3284
Romania,1990,0.476817651,2530.064394,,19056.44485,59043.12781,0.164720847,257137.1829
Russian Federation,2021,1176.770358,1628.560388,1.588494132,88400.86181,314778.3117,38619.93199,2156599.34
Russian Federation,2020,1051.311545,1685.536954,2.1148776,86475.46138,299884.331,39081.79134,2061109.859
Russian Federation,2019,1063.39108,1644.666619,0.0102168,84045.64615,308733.0126,36000.30365,2136517.947
Russian Federation,2018,1078.410097,1741.603104,0.19723068,82179.24807,305211.8474,42535.64679,2145241.38
Russian Federation,2017,1151.779141,2694.218491,0.1668744,82715.7957,295603.6935,34357.46321,2082644.323
Russian Federation,2016,900.5144587,3657.584361,8.1735948,81400.2868,289469.9614,23646.86678,2033968.362
Russian Federation,2015,1028.586728,3505.876648,1.2966048,77737.50004,289930.2032,22456.23645,2033334.963
Russian Federation,2014,1074.389971,3054.051733,1.08287244,76121.55609,292561.7312,24871.42942,2037643.314
Russian Federation,2013,5164.36993,3420.03308,0.72191496,75233.64774,295763.7039,21785.30181,2041805.207
Russian Federation,2012,5510.191166,3324.100945,0.36095748,73532.39681,299471.0054,17840.17168,2100946.519
Russian Federation,2011,824.5954417,3304.169216,,76162.68142,298550.9716,11306.17054,2076058.193
Russian Federation,2010,996.226017,3630.76414,,72078.10107,296460.6197,13444.56091,2019393.43
Russian Federation,2009,1072.122684,3358.345512,,74925.76723,288117.5402,12530.01079,1925038.18
Russian Federation,2008,1144.793685,4790.612715,,75182.98926,308380.9891,17926.39079,2059490.289
Russian Federation,2007,1609.617163,5009.458239,,72627.84678,310264.9193,16829.13464,2030122.263
Russian Federation,2006,1584.560992,5541.128202,,70959.60983,311076.2672,17999.58401,2030163.084
Russian Federation,2005,1568.440235,6306.90317,,70851.64448,309480.9918,19817.81043,1970602.687
Russian Federation,2004,1478.294555,6613.707332,,71167.66752,310990.4669,18409.93936,1952617.157
Russian Federation,2003,1345.208214,6626.624735,,71235.94183,309278.9235,14612.79261,1940117.8
Russian Federation,2002,1193.330142,7299.979408,,72964.23928,300953.2191,19303.15031,1908501.866
Russian Federation,2001,1122.571844,8993.201685,,73060.38417,304587.7693,25208.89333,1928619.954
Russian Federation,2000,958.4546087,9867.31369,,73500.1402,304963.2352,26569.75817,1895001.384
Russian Federation,1999,942.2273859,9596.902626,,71751.81753,301362.0322,22671.89882,1900503.716
Russian Federation,1998,1097.139944,9865.517997,,72638.82371,299329.0587,21834.31061,1870018.31
Russian Federation,1997,1293.636483,10208.51213,,79895.80531,310152.0048,18009.73585,1901804.206
Russian Federation,1996,1293.770211,11842.59773,,82663.13492,323227.0773,13611.14369,2019459.809
Russian Federation,1995,685.2882109,13453.87596,,87416.53737,333981.3553,15447.31448,2070711.487
Russian Federation,1994,385.846711,13935.31958,,94917.54765,350439.4528,15469.63553,2122812.403
Russian Federation,1993,451.0466461,14334.44224,,108643.398,377175.5933,18278.41009,2385612.003
Russian Federation,1992,627.2496308,14702.4274,,119308.0891,395283.3277,28192.14025,2524618.045
Russian Federation,1991,1332.341365,16191.05506,,129870.5578,416940.0594,34229.66054,3005319.396
Russian Federation,1990,1437.786265,15105.80814,,139337.0592,438513.4962,35937.15881,3166579.051
Slovakia,2021,17.43796209,5.373494019,,1663.738839,3700.764669,672.3734626,41226.49358
Slovakia,2020,17.729152,5.043638203,,1721.905756,3699.936482,646.6486646,37187.88948
Slovakia,2019,9.136875491,4.668549514,,1718.443186,3756.24495,688.6858769,39955.72713
Slovakia,2018,9.68094015,6.996386364,,1695.159156,3783.444101,675.6207642,42276.42986
Slovakia,2017,7.30033375,7.754070056,,1682.91886,3897.021396,710.194433,42419.28132
Slovakia,2016,5.9968005,5.836429453,,1816.972134,3927.500787,647.9519886,41318.67118
Slovakia,2015,14.75333337,7.647567334,,1689.552275,3980.852379,704.8350726,40869.577
Slovakia,2014,14.60338011,10.02460349,,1856.680154,3974.118276,626.1391577,40140.20428
Slovakia,2013,22.98817,8.822232184,,1727.443877,4181.461568,620.9934074,42131.21664
Slovakia,2012,21.89589,23.07710567,,1692.888788,4198.18235,602.0739593,42451.37486
Slovakia,2011,21.44046,18.08082589,,1899.891618,4335.432849,576.4344538,44839.89584
Slovakia,2010,20.226685,22.49235789,,2366.418514,4379.655449,569.2219472,45766.63122
Slovakia,2009,20.1103835,18.88541868,,2403.837526,4394.708428,492.1959704,44955.41175
Slovakia,2008,19.429941,38.45111163,,2794.308011,4566.174741,431.4976584,49214.16339
Slovakia,2007,17.928902,26.45984705,,2737.081164,4578.243754,368.160075,48699.37817
Slovakia,2006,17.223526,38.18971587,,2802.074233,4699.699082,323.9395378,50444.97322
Slovakia,2005,16.887194,21.72420216,,2686.757425,4865.341005,277.0935686,50666.31275
Slovakia,2004,15.906915,21.2445425,,2717.048966,4893.128859,240.283821,50679.97155
Slovakia,2003,15.5176845,23.7832195,,2516.160137,4914.141618,201.1689524,49973.49895
Slovakia,2002,15.2336165,15.44456486,,2553.27155,5140.118233,167.9553152,49870.14887
Slovakia,2001,13.740168,14.400771,,2614.465308,5259.536895,130.291615,51256.63094
Slovakia,2000,13.4444675,13.40313482,,2308.277141,5414.102155,98.20151916,48986.21045
Slovakia,1999,13.031032,14.62482736,,2063.802868,5652.920281,71.82307911,50854.29385
Slovakia,1998,13.0362255,26.16704563,,2444.704239,5756.425711,50.72516996,52118.31049
Slovakia,1997,11.825106,36.1077599,,2723.675501,5911.504476,38.33259562,52819.65846
Slovakia,1996,11.506681,36.61846366,,2729.089302,6168.307636,26.30742128,52997.95936
Slovakia,1995,10.466477,119.240694,,2570.948122,6321.988066,12.38129438,53179.97358
Slovakia,1994,18.164795,137.743272,,2440.151761,6333.418568,0.2037235,52686.66144
Slovakia,1993,0.09259,162.100314,,2041.964522,6687.555542,,55242.88192
Slovakia,1992,0.043945,259.108533,,2456.248822,7022.546702,,58624.7875
Slovakia,1991,0.03619,278.426187,,2994.350662,7784.159317,,64343.41315
Slovakia,1990,0.06016,283.045626,,3805.832435,8176.896952,,73738.66978
Slovenia,2021,16.71172856,7.035341815,,670.6047313,2085.119651,267.0394305,16106.47723
Slovenia,2020,16.72983014,8.652486201,,685.4425314,2131.290039,277.7612655,15974.78349
Slovenia,2019,16.44337119,10.61630309,,692.4557308,2163.678764,282.190594,17204.8266
Slovenia,2018,16.31538723,14.02156184,,658.0030767,2176.33121,304.6051015,17689.13065
Slovenia,2017,16.38868968,15.68971076,,649.5825467,2248.223327,323.8659137,17870.42777
Slovenia,2016,17.13450459,17.78881547,,671.0700292,2297.667992,328.0019157,17790.02677
Slovenia,2015,17.19416275,14.15476515,,665.4556168,2258.081614,312.0942083,16912.4654
Slovenia,2014,16.87759778,13.68819209,,643.6771899,2187.670275,302.9038065,16726.12333
Slovenia,2013,16.855093,13.77187395,,635.5763403,2298.542018,288.9975523,18382.00458
Slovenia,2012,16.02800463,16.28555391,,659.9756805,2362.945403,268.3359565,19083.13755
Slovenia,2011,17.87806563,18.12693575,,657.0072553,2419.973689,244.2389556,19716.01103
Slovenia,2010,17.70833453,8.668772248,,648.1095424,2431.029602,232.6797514,19797.92741
Slovenia,2009,17.69195385,4.709033285,,655.1615631,2465.665441,219.2626898,19566.59819
Slovenia,2008,19.96524169,13.25096489,,662.5720608,2566.522695,202.5224206,21743.29269
Slovenia,2007,18.04715505,89.610842,,698.1376923,2695.514194,176.2393645,21020.41027
Slovenia,2006,18.48447427,120.6992182,,690.4196779,2673.932867,151.7799101,20833.67346
Slovenia,2005,18.54894363,127.7732187,,681.3735227,2752.954086,130.2545016,20643.29161
Slovenia,2004,18.0057,126.4827418,,675.7341182,2752.351613,109.2858,20386.44313
Slovenia,2003,17.6156,125.3543632,,694.3863547,2790.227646,88.69493563,19987.82771
Slovenia,2002,17.04455,121.4260486,,719.4020388,2825.851957,70.19674842,20318.61467
Slovenia,2001,15.839,116.2017116,,753.782696,2796.000535,55.9867963,20040.5695
Slovenia,2000,15.47475,116.6413939,,752.3509732,2790.012932,41.05259946,18769.38081
Slovenia,1999,15.83665,115.3313796,,727.8268865,2686.114537,28.32792188,18985.92104
Slovenia,1998,13.16235,115.1424302,,724.6932445,2680.798274,28.09023901,19600.92888
Slovenia,1997,13.66055,115.2406629,,715.7884386,2620.868112,31.3638961,20003.94395
Slovenia,1996,13.2728,114.7706489,,707.2492139,2601.733282,27.17781134,19463.61608
Slovenia,1995,12.50435,115.1974894,,703.1032101,2648.280301,29.9222624,18863.25286
Slovenia,1994,11.16955,115.2259804,,675.0511626,2616.01427,28.7766232,18082.34227
Slovenia,1993,10.86405,115.2969457,,644.2138804,2622.660205,28.5565124,17667.81578
Slovenia,1992,9.964,115.2298258,,679.096867,2745.386245,,17432.25934
Slovenia,1991,9.9405,116.3317107,,621.4454045,2726.730312,,17447.82154
Slovenia,1990,10.13085,186.616276,,672.642298,2833.712564,,18797.64778
Spain,2021,240.2012078,51.39188789,,11830.98995,41492.46764,3612.742578,288847.8155
Spain,2020,237.8553674,29.45961346,,12031.19562,41467.04932,3497.504969,272244.3621
Spain,2019,235.1648216,48.84482731,,11795.0857,41433.08382,4277.43069,309814.1665
Spain,2018,234.0423731,118.181432,,11979.40165,42044.32551,4395.125788,328905.094
Spain,2017,232.4511482,115.9187721,,11852.6075,41995.9296,6082.206065,334703.521
Spain,2016,236.9121339,82.16345189,,11381.95949,41823.87124,7954.387783,321649.6957
Spain,2015,228.3884449,84.3125323,,11605.07441,42287.86268,8181.882822,333623.4077
Spain,2014,216.5521408,57.06369004,,11520.32836,40716.58307,14751.82008,321937.4344
Spain,2013,220.4237494,60.41505061,,11190.87254,41536.29787,14869.30299,320452.3325
Spain,2012,226.756541,48.9101995,,10800.92941,42934.1269,14965.68558,347509.2664
Spain,2011,246.4957066,80.91302981,,11233.64367,44170.3521,14980.94909,354632.1533
Spain,2010,242.1037679,94.51179733,,12010.93779,43789.85619,15577.77034,354652.2793
