Sector,Description,Country,Year,Emission Value,Unit,,
Buildings,"Buildings emissions intensity (per floor area, commercial)",Australia,2005,149.7373148,kg CO2 / m2,,
Buildings,"Buildings emissions intensity (per floor area, commercial)",Australia,2010,141.6846709,kg CO2 / m2,,
Buildings,"Buildings emissions intensity (per floor area, commercial)",Canada,2005,115.7128231,kg CO2 / m2,,
Buildings,"Buildings emissions intensity (per floor area, commercial)",Canada,2010,90.62713699,kg CO2 / m2,,
Buildings,"Buildings emissions intensity (per floor area, commercial)",Chile,2005,96.48342408,kg CO2 / m2,,
Buildings,"Buildings emissions intensity (per floor area, commercial)",Chile,2010,147.859903,kg CO2 / m2,,
Buildings,"Buildings emissions intensity (per floor area, commercial)",Indonesia,2005,98.63541608,kg CO2 / m2,,
Buildings,"Buildings emissions intensity (per floor area, commercial)",Indonesia,2010,83.105163,kg CO2 / m2,,
Buildings,"Buildings emissions intensity (per floor area, commercial)",Japan,2005,137.5447802,kg CO2 / m2,,
Buildings,"Buildings emissions intensity (per floor area, commercial)",Japan,2010,125.6070095,kg CO2 / m2,,
Buildings,"Buildings emissions intensity (per floor area, commercial)",Mexico,2005,22.28198765,kg CO2 / m2,,
Buildings,"Buildings emissions intensity (per floor area, commercial)",Mexico,2010,18.83713046,kg CO2 / m2,,
Buildings,"Buildings emissions intensity (per floor area, commercial)",New Zealand,2005,49.95134947,kg CO2 / m2,,
Buildings,"Buildings emissions intensity (per floor area, commercial)",New Zealand,2010,35.91954023,kg CO2 / m2,,
Buildings,"Buildings emissions intensity (per floor area, commercial)",Norway,2005,8.050282062,kg CO2 / m2,,
Buildings,"Buildings emissions intensity (per floor area, commercial)",Norway,2010,13.14241781,kg CO2 / m2,,
Buildings,"Buildings emissions intensity (per floor area, commercial)",Russian Federation,2005,193.6551724,kg CO2 / m2,,
Buildings,"Buildings emissions intensity (per floor area, commercial)",Russian Federation,2010,190.3971396,kg CO2 / m2,,
Buildings,"Buildings emissions intensity (per floor area, commercial)",Germany,1995,87.51962323,kg CO2 / m2,,
Buildings,"Buildings emissions intensity (per floor area, commercial)",Germany,2000,64.65505061,kg CO2 / m2,,
Buildings,"Buildings emissions intensity (per floor area, commercial)",Germany,2001,67.45541627,kg CO2 / m2,,
Buildings,"Buildings emissions intensity (per floor area, commercial)",Germany,2002,69.59998625,kg CO2 / m2,,
Buildings,"Buildings emissions intensity (per floor area, commercial)",Germany,2003,87.05810527,kg CO2 / m2,,
Buildings,"Buildings emissions intensity (per floor area, commercial)",Germany,2004,85.92619392,kg CO2 / m2,,
Buildings,"Buildings emissions intensity (per floor area, commercial)",Germany,2005,85.29956763,kg CO2 / m2,,
Buildings,"Buildings emissions intensity (per floor area, commercial)",Germany,2006,92.11192707,kg CO2 / m2,,
Buildings,"Buildings emissions intensity (per floor area, commercial)",Germany,2007,84.07191694,kg CO2 / m2,,
Buildings,"Buildings emissions intensity (per floor area, commercial)",Germany,2008,87.68042542,kg CO2 / m2,,
Buildings,"Buildings emissions intensity (per floor area, commercial)",Germany,2009,83.94530261,kg CO2 / m2,,
Buildings,"Buildings emissions intensity (per floor area, commercial)",Germany,2010,88.93034826,kg CO2 / m2,,
Buildings,"Buildings emissions intensity (per floor area, commercial)",Germany,2011,78.65443425,kg CO2 / m2,,
Buildings,"Buildings emissions intensity (per floor area, commercial)",Germany,2012,81.58598852,kg CO2 / m2,,
Buildings,"Buildings emissions intensity (per floor area, commercial)",Germany,2013,82.1845651,kg CO2 / m2,,
Buildings,"Buildings emissions intensity (per floor area, commercial)",France,1990,63.54266188,kg CO2 / m2,,
Buildings,"Buildings emissions intensity (per floor area, commercial)",France,1991,72.05398143,kg CO2 / m2,,
Buildings,"Buildings emissions intensity (per floor area, commercial)",France,1992,66.07506878,kg CO2 / m2,,
Buildings,"Buildings emissions intensity (per floor area, commercial)",France,1993,60.18397888,kg CO2 / m2,,
Buildings,"Buildings emissions intensity (per floor area, commercial)",France,1994,56.20534797,kg CO2 / m2,,
Buildings,"Buildings emissions intensity (per floor area, commercial)",France,1995,58.40284591,kg CO2 / m2,,
Buildings,"Buildings emissions intensity (per floor area, commercial)",France,1996,63.22903005,kg CO2 / m2,,
Buildings,"Buildings emissions intensity (per floor area, commercial)",France,1997,57.57592164,kg CO2 / m2,,
Buildings,"Buildings emissions intensity (per floor area, commercial)",France,1998,63.08188158,kg CO2 / m2,,
Buildings,"Buildings emissions intensity (per floor area, commercial)",France,1999,60.54804264,kg CO2 / m2,,
Buildings,"Buildings emissions intensity (per floor area, commercial)",France,2000,45.61302658,kg CO2 / m2,,
Buildings,"Buildings emissions intensity (per floor area, commercial)",France,2001,44.19346919,kg CO2 / m2,,
Buildings,"Buildings emissions intensity (per floor area, commercial)",France,2002,41.64353137,kg CO2 / m2,,
Buildings,"Buildings emissions intensity (per floor area, commercial)",France,2003,45.87374592,kg CO2 / m2,,
Buildings,"Buildings emissions intensity (per floor area, commercial)",France,2004,45.90773722,kg CO2 / m2,,
Buildings,"Buildings emissions intensity (per floor area, commercial)",France,2005,46.94017452,kg CO2 / m2,,
Buildings,"Buildings emissions intensity (per floor area, commercial)",France,2006,42.64514211,kg CO2 / m2,,
Buildings,"Buildings emissions intensity (per floor area, commercial)",France,2007,42.20545977,kg CO2 / m2,,
Buildings,"Buildings emissions intensity (per floor area, commercial)",France,2008,40.93644893,kg CO2 / m2,,
Buildings,"Buildings emissions intensity (per floor area, commercial)",France,2009,44.28125171,kg CO2 / m2,,
Buildings,"Buildings emissions intensity (per floor area, commercial)",France,2010,46.40673114,kg CO2 / m2,,
Buildings,"Buildings emissions intensity (per floor area, commercial)",France,2011,39.19884014,kg CO2 / m2,,
Buildings,"Buildings emissions intensity (per floor area, commercial)",France,2012,41.1391056,kg CO2 / m2,,
Buildings,"Buildings emissions intensity (per floor area, commercial)",France,2013,40.93258783,kg CO2 / m2,,
Buildings,"Buildings emissions intensity (per floor area, commercial)",Italy,2010,188.9212424,kg CO2 / m2,,
Buildings,"Buildings emissions intensity (per floor area, commercial)",Italy,2011,176.6637857,kg CO2 / m2,,
Buildings,"Buildings emissions intensity (per floor area, commercial)",Italy,2012,178.5714286,kg CO2 / m2,,
Buildings,"Buildings emissions intensity (per floor area, commercial)",Italy,2013,165.0628644,kg CO2 / m2,,
Buildings,"Buildings emissions intensity (per floor area, commercial)",United Kingdom,1994,104.2393324,kg CO2 / m2,,
Buildings,"Buildings emissions intensity (per floor area, commercial)",United Kingdom,1995,98.40291251,kg CO2 / m2,,
Buildings,"Buildings emissions intensity (per floor area, commercial)",United Kingdom,1996,96.58650603,kg CO2 / m2,,
Buildings,"Buildings emissions intensity (per floor area, commercial)",United Kingdom,1997,90.55614519,kg CO2 / m2,,
Buildings,"Buildings emissions intensity (per floor area, commercial)",United Kingdom,1998,87.73359848,kg CO2 / m2,,
Buildings,"Buildings emissions intensity (per floor area, commercial)",United Kingdom,1999,86.97259011,kg CO2 / m2,,
Buildings,"Buildings emissions intensity (per floor area, commercial)",United Kingdom,2000,88.18024762,kg CO2 / m2,,
Buildings,"Buildings emissions intensity (per floor area, commercial)",United Kingdom,2001,93.08875655,kg CO2 / m2,,
Buildings,"Buildings emissions intensity (per floor area, commercial)",United Kingdom,2002,84.29500879,kg CO2 / m2,,
Buildings,"Buildings emissions intensity (per floor area, commercial)",United Kingdom,2003,85.63464128,kg CO2 / m2,,
Buildings,"Buildings emissions intensity (per floor area, commercial)",United Kingdom,2004,87.6698162,kg CO2 / m2,,
Buildings,"Buildings emissions intensity (per floor area, commercial)",United Kingdom,2005,95.60471566,kg CO2 / m2,,
Buildings,"Buildings emissions intensity (per floor area, commercial)",United Kingdom,2006,94.89561482,kg CO2 / m2,,
Buildings,"Buildings emissions intensity (per floor area, commercial)",United Kingdom,2007,92.5488832,kg CO2 / m2,,
Buildings,"Buildings emissions intensity (per floor area, commercial)",United Kingdom,2008,97.66511662,kg CO2 / m2,,
Buildings,"Buildings emissions intensity (per floor area, commercial)",United Kingdom,2009,86.8540232,kg CO2 / m2,,
Buildings,"Buildings emissions intensity (per floor area, commercial)",United Kingdom,2010,90.41772739,kg CO2 / m2,,
Buildings,"Buildings emissions intensity (per floor area, commercial)",United Kingdom,2011,86.96086761,kg CO2 / m2,,
Buildings,"Buildings emissions intensity (per floor area, commercial)",United Kingdom,2012,91.91244325,kg CO2 / m2,,
Buildings,"Buildings emissions intensity (per floor area, commercial)",United Kingdom,2013,88.36305583,kg CO2 / m2,,
Buildings,"Buildings emissions intensity (per floor area, commercial)",Brazil,2005,10,kg CO2 / m2,,
Buildings,"Buildings emissions intensity (per floor area, commercial)",Brazil,2006,9,kg CO2 / m2,,
Buildings,"Buildings emissions intensity (per floor area, commercial)",Brazil,2007,9,kg CO2 / m2,,
Buildings,"Buildings emissions intensity (per floor area, commercial)",Brazil,2008,10,kg CO2 / m2,,
Buildings,"Buildings emissions intensity (per floor area, commercial)",Brazil,2009,7,kg CO2 / m2,,
Buildings,"Buildings emissions intensity (per floor area, commercial)",Brazil,2010,9,kg CO2 / m2,,
Buildings,"Buildings emissions intensity (per floor area, commercial)",Brazil,2011,7,kg CO2 / m2,,
Buildings,"Buildings emissions intensity (per floor area, commercial)",Brazil,2012,10,kg CO2 / m2,,
Buildings,"Buildings emissions intensity (per floor area, commercial)",Brazil,2013,14,kg CO2 / m2,,
Buildings,"Buildings emissions intensity (per floor area, commercial)",Brazil,2014,17,kg CO2 / m2,,
Buildings,"Buildings emissions intensity (per floor area, commercial)",Brazil,2015,17,kg CO2 / m2,,
Buildings,"Buildings emissions intensity (per floor area, commercial)",Brazil,2016,13,kg CO2 / m2,,
Buildings,"Buildings emissions intensity (per floor area, commercial)",Brazil,2017,13,kg CO2 / m2,,
Buildings,"Buildings emissions intensity (per floor area, commercial)",China,2005,69.16900999,kg CO2 / m2,,
Buildings,"Buildings emissions intensity (per floor area, commercial)",China,2006,64.4054602,kg CO2 / m2,,
Buildings,"Buildings emissions intensity (per floor area, commercial)",China,2007,60.15080694,kg CO2 / m2,,
Buildings,"Buildings emissions intensity (per floor area, commercial)",China,2008,54.11803542,kg CO2 / m2,,
Buildings,"Buildings emissions intensity (per floor area, commercial)",China,2009,52.17630015,kg CO2 / m2,,
Buildings,"Buildings emissions intensity (per floor area, commercial)",China,2010,51.76431076,kg CO2 / m2,,
Buildings,"Buildings emissions intensity (per floor area, commercial)",China,2011,54.52974251,kg CO2 / m2,,
Buildings,"Buildings emissions intensity (per floor area, commercial)",China,2012,54.12362585,kg CO2 / m2,,
Buildings,"Buildings emissions intensity (per floor area, commercial)",China,2013,54.22210544,kg CO2 / m2,,
Buildings,"Buildings emissions intensity (per floor area, commercial)",China,2014,51.09231269,kg CO2 / m2,,
Buildings,"Buildings emissions intensity (per floor area, commercial)",China,2015,49.369561,kg CO2 / m2,,
Buildings,"Buildings emissions intensity (per floor area, commercial)",China,2016,48.84325461,kg CO2 / m2,,
Buildings,"Buildings emissions intensity (per floor area, commercial)",China,2017,48.86083445,kg CO2 / m2,,
Buildings,"Buildings emissions intensity (per floor area, commercial)",European Union,2005,76.0617625,kg CO2 / m2,,
Buildings,"Buildings emissions intensity (per floor area, commercial)",European Union,2006,76.97168855,kg CO2 / m2,,
Buildings,"Buildings emissions intensity (per floor area, commercial)",European Union,2007,73.43238937,kg CO2 / m2,,
Buildings,"Buildings emissions intensity (per floor area, commercial)",European Union,2008,73.5830812,kg CO2 / m2,,
Buildings,"Buildings emissions intensity (per floor area, commercial)",European Union,2009,69.71027515,kg CO2 / m2,,
Buildings,"Buildings emissions intensity (per floor area, commercial)",European Union,2010,70.80309526,kg CO2 / m2,,
Buildings,"Buildings emissions intensity (per floor area, commercial)",European Union,2011,67.21562216,kg CO2 / m2,,
Buildings,"Buildings emissions intensity (per floor area, commercial)",European Union,2012,68.04174971,kg CO2 / m2,,
Buildings,"Buildings emissions intensity (per floor area, commercial)",European Union,2013,65.3656583,kg CO2 / m2,,
Buildings,"Buildings emissions intensity (per floor area, commercial)",European Union,2014,59.01800323,kg CO2 / m2,,
Buildings,"Buildings emissions intensity (per floor area, commercial)",European Union,2015,59.52708817,kg CO2 / m2,,
Buildings,"Buildings emissions intensity (per floor area, commercial)",European Union,2016,57.54208484,kg CO2 / m2,,
Buildings,"Buildings emissions intensity (per floor area, commercial)",European Union,2017,55.89342923,kg CO2 / m2,,
Buildings,"Buildings emissions intensity (per floor area, commercial)",India,2005,40.46464412,kg CO2 / m2,,
Buildings,"Buildings emissions intensity (per floor area, commercial)",India,2006,38.61673605,kg CO2 / m2,,
Buildings,"Buildings emissions intensity (per floor area, commercial)",India,2007,38.08988676,kg CO2 / m2,,
Buildings,"Buildings emissions intensity (per floor area, commercial)",India,2008,38.45880257,kg CO2 / m2,,
Buildings,"Buildings emissions intensity (per floor area, commercial)",India,2009,39.85731027,kg CO2 / m2,,
Buildings,"Buildings emissions intensity (per floor area, commercial)",India,2010,38.97768705,kg CO2 / m2,,
Buildings,"Buildings emissions intensity (per floor area, commercial)",India,2011,37.28731154,kg CO2 / m2,,
Buildings,"Buildings emissions intensity (per floor area, commercial)",India,2012,40.4824634,kg CO2 / m2,,
Buildings,"Buildings emissions intensity (per floor area, commercial)",India,2013,37.20862998,kg CO2 / m2,,
Buildings,"Buildings emissions intensity (per floor area, commercial)",India,2014,38.34017703,kg CO2 / m2,,
Buildings,"Buildings emissions intensity (per floor area, commercial)",India,2015,38.22266956,kg CO2 / m2,,
Buildings,"Buildings emissions intensity (per floor area, commercial)",India,2016,36.90402561,kg CO2 / m2,,
Buildings,"Buildings emissions intensity (per floor area, commercial)",India,2017,36.6996447,kg CO2 / m2,,
Buildings,"Buildings emissions intensity (per floor area, commercial)",United States,2005,152.4213546,kg CO2 / m2,,
Buildings,"Buildings emissions intensity (per floor area, commercial)",United States,2006,145.6139514,kg CO2 / m2,,
Buildings,"Buildings emissions intensity (per floor area, commercial)",United States,2007,147.7791601,kg CO2 / m2,,
Buildings,"Buildings emissions intensity (per floor area, commercial)",United States,2008,143.5120561,kg CO2 / m2,,
Buildings,"Buildings emissions intensity (per floor area, commercial)",United States,2009,134.4695998,kg CO2 / m2,,
Buildings,"Buildings emissions intensity (per floor area, commercial)",United States,2010,134.7000267,kg CO2 / m2,,
Buildings,"Buildings emissions intensity (per floor area, commercial)",United States,2011,128.3967522,kg CO2 / m2,,
Buildings,"Buildings emissions intensity (per floor area, commercial)",United States,2012,119.5580869,kg CO2 / m2,,
Buildings,"Buildings emissions intensity (per floor area, commercial)",United States,2013,122.7850966,kg CO2 / m2,,
Buildings,"Buildings emissions intensity (per floor area, commercial)",United States,2014,124.0749772,kg CO2 / m2,,
Buildings,"Buildings emissions intensity (per floor area, commercial)",United States,2015,113.3046641,kg CO2 / m2,,
Buildings,"Buildings emissions intensity (per floor area, commercial)",United States,2016,107.6639399,kg CO2 / m2,,
Buildings,"Buildings emissions intensity (per floor area, commercial)",United States,2017,103.2374819,kg CO2 / m2,,
Buildings,"Buildings emissions intensity (per floor area, commercial)",World,2017,60.6960222,kg CO2 / m2,,
Buildings,"Buildings emissions intensity (per floor area, commercial)",South Africa,2005,162.483195,kg CO2 / m2,,
Buildings,"Buildings emissions intensity (per floor area, commercial)",South Africa,2010,135.594622,kg CO2 / m2,,
Buildings,"Buildings emissions intensity (per floor area, commercial)",South Africa,2015,130,kg CO2 / m2,,
Buildings,"Buildings emissions intensity (per floor area, residential)",Australia,2005,64.46991404,kg CO2 / m2,,
Buildings,"Buildings emissions intensity (per floor area, residential)",Australia,2010,57.47026652,kg CO2 / m2,,
Buildings,"Buildings emissions intensity (per floor area, residential)",Canada,2005,46.21951877,kg CO2 / m2,,
Buildings,"Buildings emissions intensity (per floor area, residential)",Canada,2010,39.60653183,kg CO2 / m2,,
Buildings,"Buildings emissions intensity (per floor area, residential)",Chile,2005,28.24218923,kg CO2 / m2,,
Buildings,"Buildings emissions intensity (per floor area, residential)",Chile,2010,30.06303023,kg CO2 / m2,,
Buildings,"Buildings emissions intensity (per floor area, residential)",Indonesia,2005,22.76752018,kg CO2 / m2,,
Buildings,"Buildings emissions intensity (per floor area, residential)",Indonesia,2010,19.69234952,kg CO2 / m2,,
Buildings,"Buildings emissions intensity (per floor area, residential)",Japan,2005,46.24121442,kg CO2 / m2,,
Buildings,"Buildings emissions intensity (per floor area, residential)",Japan,2010,43.36692297,kg CO2 / m2,,
Buildings,"Buildings emissions intensity (per floor area, residential)",Mexico,2005,12.46089637,kg CO2 / m2,,
Buildings,"Buildings emissions intensity (per floor area, residential)",Mexico,2010,11.55900703,kg CO2 / m2,,
Buildings,"Buildings emissions intensity (per floor area, residential)",New Zealand,2005,20.46537551,kg CO2 / m2,,
Buildings,"Buildings emissions intensity (per floor area, residential)",New Zealand,2010,13.29875101,kg CO2 / m2,,
Buildings,"Buildings emissions intensity (per floor area, residential)",Norway,2005,3.760839272,kg CO2 / m2,,
Buildings,"Buildings emissions intensity (per floor area, residential)",Norway,2010,5.714001317,kg CO2 / m2,,
Buildings,"Buildings emissions intensity (per floor area, residential)",Russian Federation,2005,144.6610988,kg CO2 / m2,,
Buildings,"Buildings emissions intensity (per floor area, residential)",Russian Federation,2010,123.6537101,kg CO2 / m2,,
Buildings,"Buildings emissions intensity (per floor area, residential)",Germany,2000,72.00049273,kg CO2 / m2,,
Buildings,"Buildings emissions intensity (per floor area, residential)",Germany,2001,76.27513924,kg CO2 / m2,,
Buildings,"Buildings emissions intensity (per floor area, residential)",Germany,2002,72.65847194,kg CO2 / m2,,
Buildings,"Buildings emissions intensity (per floor area, residential)",Germany,2003,68.76866353,kg CO2 / m2,,
Buildings,"Buildings emissions intensity (per floor area, residential)",Germany,2004,65.88573277,kg CO2 / m2,,
Buildings,"Buildings emissions intensity (per floor area, residential)",Germany,2005,64.06063071,kg CO2 / m2,,
Buildings,"Buildings emissions intensity (per floor area, residential)",Germany,2006,63.45644819,kg CO2 / m2,,
Buildings,"Buildings emissions intensity (per floor area, residential)",Germany,2007,55.85035356,kg CO2 / m2,,
Buildings,"Buildings emissions intensity (per floor area, residential)",Germany,2008,58.94250217,kg CO2 / m2,,
Buildings,"Buildings emissions intensity (per floor area, residential)",Germany,2009,55.20273571,kg CO2 / m2,,
Buildings,"Buildings emissions intensity (per floor area, residential)",Germany,2010,56.12711701,kg CO2 / m2,,
Buildings,"Buildings emissions intensity (per floor area, residential)",Germany,2011,49.78583746,kg CO2 / m2,,
Buildings,"Buildings emissions intensity (per floor area, residential)",Germany,2012,51.03946222,kg CO2 / m2,,
Buildings,"Buildings emissions intensity (per floor area, residential)",Germany,2013,52.68726422,kg CO2 / m2,,
Buildings,"Buildings emissions intensity (per floor area, residential)",Germany,2014,45.24743453,kg CO2 / m2,,
Buildings,"Buildings emissions intensity (per floor area, residential)",France,2000,29.3218783,kg CO2 / m2,,
Buildings,"Buildings emissions intensity (per floor area, residential)",France,2001,29.64935912,kg CO2 / m2,,
Buildings,"Buildings emissions intensity (per floor area, residential)",France,2002,28.28625235,kg CO2 / m2,,
Buildings,"Buildings emissions intensity (per floor area, residential)",France,2003,28.55640167,kg CO2 / m2,,
Buildings,"Buildings emissions intensity (per floor area, residential)",France,2004,29.12967804,kg CO2 / m2,,
Buildings,"Buildings emissions intensity (per floor area, residential)",France,2005,28.9725316,kg CO2 / m2,,
Buildings,"Buildings emissions intensity (per floor area, residential)",France,2006,27.53424175,kg CO2 / m2,,
Buildings,"Buildings emissions intensity (per floor area, residential)",France,2007,24.62200028,kg CO2 / m2,,
Buildings,"Buildings emissions intensity (per floor area, residential)",France,2008,26.00071939,kg CO2 / m2,,
Buildings,"Buildings emissions intensity (per floor area, residential)",France,2009,25.35790926,kg CO2 / m2,,
Buildings,"Buildings emissions intensity (per floor area, residential)",France,2010,24.967197,kg CO2 / m2,,
Buildings,"Buildings emissions intensity (per floor area, residential)",France,2011,20.38763062,kg CO2 / m2,,
Buildings,"Buildings emissions intensity (per floor area, residential)",France,2012,22.07802875,kg CO2 / m2,,
Buildings,"Buildings emissions intensity (per floor area, residential)",France,2013,22.19781077,kg CO2 / m2,,
Buildings,"Buildings emissions intensity (per floor area, residential)",France,2014,17.01308081,kg CO2 / m2,,
Buildings,"Buildings emissions intensity (per floor area, residential)",Italy,2000,32.16678731,kg CO2 / m2,,
Buildings,"Buildings emissions intensity (per floor area, residential)",Italy,2001,32.51871162,kg CO2 / m2,,
Buildings,"Buildings emissions intensity (per floor area, residential)",Italy,2002,31.64723878,kg CO2 / m2,,
Buildings,"Buildings emissions intensity (per floor area, residential)",Italy,2003,32.74002858,kg CO2 / m2,,
Buildings,"Buildings emissions intensity (per floor area, residential)",Italy,2004,32.53256912,kg CO2 / m2,,
Buildings,"Buildings emissions intensity (per floor area, residential)",Italy,2005,32.4642496,kg CO2 / m2,,
Buildings,"Buildings emissions intensity (per floor area, residential)",Italy,2006,30.05310215,kg CO2 / m2,,
Buildings,"Buildings emissions intensity (per floor area, residential)",Italy,2007,27.74125551,kg CO2 / m2,,
Buildings,"Buildings emissions intensity (per floor area, residential)",Italy,2008,27.16813944,kg CO2 / m2,,
Buildings,"Buildings emissions intensity (per floor area, residential)",Italy,2009,26.47207851,kg CO2 / m2,,
Buildings,"Buildings emissions intensity (per floor area, residential)",Italy,2010,27.23950308,kg CO2 / m2,,
Buildings,"Buildings emissions intensity (per floor area, residential)",Italy,2011,26.80965147,kg CO2 / m2,,
Buildings,"Buildings emissions intensity (per floor area, residential)",Italy,2012,26.49796521,kg CO2 / m2,,
Buildings,"Buildings emissions intensity (per floor area, residential)",Italy,2013,25.17887138,kg CO2 / m2,,
Buildings,"Buildings emissions intensity (per floor area, residential)",Italy,2014,21.39477887,kg CO2 / m2,,
Buildings,"Buildings emissions intensity (per floor area, residential)",United Kingdom,2000,63.90943121,kg CO2 / m2,,
Buildings,"Buildings emissions intensity (per floor area, residential)",United Kingdom,2001,66.23982794,kg CO2 / m2,,
Buildings,"Buildings emissions intensity (per floor area, residential)",United Kingdom,2002,63.68572769,kg CO2 / m2,,
Buildings,"Buildings emissions intensity (per floor area, residential)",United Kingdom,2003,66.7336648,kg CO2 / m2,,
Buildings,"Buildings emissions intensity (per floor area, residential)",United Kingdom,2004,67.28313825,kg CO2 / m2,,
Buildings,"Buildings emissions intensity (per floor area, residential)",United Kingdom,2005,64.32195374,kg CO2 / m2,,
Buildings,"Buildings emissions intensity (per floor area, residential)",United Kingdom,2006,62.46696659,kg CO2 / m2,,
Buildings,"Buildings emissions intensity (per floor area, residential)",United Kingdom,2007,59.68500497,kg CO2 / m2,,
Buildings,"Buildings emissions intensity (per floor area, residential)",United Kingdom,2008,57.29451569,kg CO2 / m2,,
Buildings,"Buildings emissions intensity (per floor area, residential)",United Kingdom,2009,53.7145158,kg CO2 / m2,,
Buildings,"Buildings emissions intensity (per floor area, residential)",United Kingdom,2010,56.92795751,kg CO2 / m2,,
Buildings,"Buildings emissions intensity (per floor area, residential)",United Kingdom,2011,47.04453152,kg CO2 / m2,,
Buildings,"Buildings emissions intensity (per floor area, residential)",United Kingdom,2012,52.39258155,kg CO2 / m2,,
Buildings,"Buildings emissions intensity (per floor area, residential)",United Kingdom,2013,48.64935993,kg CO2 / m2,,
Buildings,"Buildings emissions intensity (per floor area, residential)",United Kingdom,2014,39.56975682,kg CO2 / m2,,
Buildings,"Buildings emissions intensity (per floor area, residential)",Brazil,2005,7.736937896,kg CO2 / m2,,
Buildings,"Buildings emissions intensity (per floor area, residential)",Brazil,2006,7.398447724,kg CO2 / m2,,
Buildings,"Buildings emissions intensity (per floor area, residential)",Brazil,2007,7.142583902,kg CO2 / m2,,
Buildings,"Buildings emissions intensity (per floor area, residential)",Brazil,2008,7.636508208,kg CO2 / m2,,
Buildings,"Buildings emissions intensity (per floor area, residential)",Brazil,2009,6.783408616,kg CO2 / m2,,
Buildings,"Buildings emissions intensity (per floor area, residential)",Brazil,2010,7.58386064,kg CO2 / m2,,
Buildings,"Buildings emissions intensity (per floor area, residential)",Brazil,2011,6.767935768,kg CO2 / m2,,
Buildings,"Buildings emissions intensity (per floor area, residential)",Brazil,2012,7.896489641,kg CO2 / m2,,
Buildings,"Buildings emissions intensity (per floor area, residential)",Brazil,2013,9.301763861,kg CO2 / m2,,
Buildings,"Buildings emissions intensity (per floor area, residential)",Brazil,2014,10.51891815,kg CO2 / m2,,
Buildings,"Buildings emissions intensity (per floor area, residential)",Brazil,2015,9.415176119,kg CO2 / m2,,
Buildings,"Buildings emissions intensity (per floor area, residential)",Brazil,2016,8.98832468,kg CO2 / m2,,
Buildings,"Buildings emissions intensity (per floor area, residential)",Brazil,2017,8.719913679,kg CO2 / m2,,
Buildings,"Buildings emissions intensity (per floor area, residential)",China,2005,17.03638366,kg CO2 / m2,,
Buildings,"Buildings emissions intensity (per floor area, residential)",China,2006,18.20965698,kg CO2 / m2,,
Buildings,"Buildings emissions intensity (per floor area, residential)",China,2007,19.23720849,kg CO2 / m2,,
Buildings,"Buildings emissions intensity (per floor area, residential)",China,2008,18.90863866,kg CO2 / m2,,
Buildings,"Buildings emissions intensity (per floor area, residential)",China,2009,19.57661952,kg CO2 / m2,,
Buildings,"Buildings emissions intensity (per floor area, residential)",China,2010,19.88807315,kg CO2 / m2,,
Buildings,"Buildings emissions intensity (per floor area, residential)",China,2011,20.83560397,kg CO2 / m2,,
Buildings,"Buildings emissions intensity (per floor area, residential)",China,2012,21.53554705,kg CO2 / m2,,
Buildings,"Buildings emissions intensity (per floor area, residential)",China,2013,22.64584372,kg CO2 / m2,,
Buildings,"Buildings emissions intensity (per floor area, residential)",China,2014,22.23819398,kg CO2 / m2,,
Buildings,"Buildings emissions intensity (per floor area, residential)",China,2015,22.23452388,kg CO2 / m2,,
Buildings,"Buildings emissions intensity (per floor area, residential)",China,2016,23.00602039,kg CO2 / m2,,
Buildings,"Buildings emissions intensity (per floor area, residential)",China,2017,23.62475434,kg CO2 / m2,,
Buildings,"Buildings emissions intensity (per floor area, residential)",European Union,2005,53.46732454,kg CO2 / m2,,
Buildings,"Buildings emissions intensity (per floor area, residential)",European Union,2006,52.25529368,kg CO2 / m2,,
Buildings,"Buildings emissions intensity (per floor area, residential)",European Union,2007,48.28982859,kg CO2 / m2,,
Buildings,"Buildings emissions intensity (per floor area, residential)",European Union,2008,47.88359354,kg CO2 / m2,,
Buildings,"Buildings emissions intensity (per floor area, residential)",European Union,2009,45.68494653,kg CO2 / m2,,
Buildings,"Buildings emissions intensity (per floor area, residential)",European Union,2010,47.20517695,kg CO2 / m2,,
Buildings,"Buildings emissions intensity (per floor area, residential)",European Union,2011,42.17569215,kg CO2 / m2,,
Buildings,"Buildings emissions intensity (per floor area, residential)",European Union,2012,42.67347504,kg CO2 / m2,,
Buildings,"Buildings emissions intensity (per floor area, residential)",European Union,2013,40.9501523,kg CO2 / m2,,
Buildings,"Buildings emissions intensity (per floor area, residential)",European Union,2014,35.20196787,kg CO2 / m2,,
Buildings,"Buildings emissions intensity (per floor area, residential)",European Union,2015,35.50469401,kg CO2 / m2,,
Buildings,"Buildings emissions intensity (per floor area, residential)",European Union,2016,35.04802764,kg CO2 / m2,,
Buildings,"Buildings emissions intensity (per floor area, residential)",European Union,2017,34.0946575,kg CO2 / m2,,
Buildings,"Buildings emissions intensity (per floor area, residential)",India,2005,17.76998325,kg CO2 / m2,,
Buildings,"Buildings emissions intensity (per floor area, residential)",India,2006,17.71938972,kg CO2 / m2,,
Buildings,"Buildings emissions intensity (per floor area, residential)",India,2007,17.6832503,kg CO2 / m2,,
Buildings,"Buildings emissions intensity (per floor area, residential)",India,2008,17.67630017,kg CO2 / m2,,
Buildings,"Buildings emissions intensity (per floor area, residential)",India,2009,18.63696962,kg CO2 / m2,,
