name,ssp_range,year_range,p0.05,p0.50,p0.95
Panama,SSP3-7.0,2040-2059,78.86,79.71,80.30
Panama,SSP3-7.0,2080-2099,80.49,81.77,83.08
Pitcairn,SSP3-7.0,1986-2005,75.65,76.05,76.28
Pitcairn,SSP3-7.0,2020-2039,76.48,76.81,77.39
Pitcairn,SSP3-7.0,2040-2059,76.91,77.37,78.29
Pitcairn,SSP3-7.0,2080-2099,77.80,78.75,80.58
Peru,SSP3-7.0,1986-2005,63.39,63.74,63.98
Peru,SSP3-7.0,2020-2039,64.50,65.25,65.80
Peru,SSP3-7.0,2040-2059,65.65,66.58,67.18
Peru,SSP3-7.0,2080-2099,67.12,69.06,70.35
Philippines,SSP3-7.0,1986-2005,77.30,77.67,77.85
Philippines,SSP3-7.0,2020-2039,78.58,78.92,79.36
Philippines,SSP3-7.0,2040-2059,79.21,79.82,80.33
Philippines,SSP3-7.0,2080-2099,80.68,81.71,83.14
Palau,SSP3-7.0,1986-2005,79.95,80.13,80.28
Palau,SSP3-7.0,2020-2039,80.93,81.30,81.84
Palau,SSP3-7.0,2040-2059,81.61,82.26,82.72
Palau,SSP3-7.0,2080-2099,82.89,83.99,85.46
Papua New Guinea,SSP3-7.0,1986-2005,75.11,75.30,75.45
Papua New Guinea,SSP3-7.0,2020-2039,76.15,76.58,76.90
Papua New Guinea,SSP3-7.0,2040-2059,76.87,77.37,78.05
Papua New Guinea,SSP3-7.0,2080-2099,78.33,79.35,80.98
Poland,SSP3-7.0,1986-2005,28.16,29.18,30.45
Poland,SSP3-7.0,2020-2039,30.98,32.50,34.57
Poland,SSP3-7.0,2040-2059,32.03,34.32,36.25
Poland,SSP3-7.0,2080-2099,34.12,36.76,39.11
Puerto Rico,SSP3-7.0,1986-2005,75.38,75.56,75.74
Puerto Rico,SSP3-7.0,2020-2039,76.35,76.88,77.33
Puerto Rico,SSP3-7.0,2040-2059,77.08,77.90,78.48
Puerto Rico,SSP3-7.0,2080-2099,78.58,79.93,81.16
"Korea, Democratic People's Republic of",SSP3-7.0,1986-2005,18.92,19.74,21.46
"Korea, Democratic People's Republic of",SSP3-7.0,2020-2039,20.75,22.24,23.41
"Korea, Democratic People's Republic of",SSP3-7.0,2040-2059,22.75,24.21,25.87
"Korea, Democratic People's Republic of",SSP3-7.0,2080-2099,25.50,27.74,29.86
Portugal,SSP3-7.0,1986-2005,49.92,50.50,50.79
Portugal,SSP3-7.0,2020-2039,51.11,51.59,52.59
Portugal,SSP3-7.0,2040-2059,51.92,52.32,53.77
Portugal,SSP3-7.0,2080-2099,53.50,54.22,55.99
Paraguay,SSP3-7.0,1986-2005,80.07,80.59,80.95
Paraguay,SSP3-7.0,2020-2039,81.15,82.03,83.05
Paraguay,SSP3-7.0,2040-2059,82.38,83.31,84.08
Paraguay,SSP3-7.0,2080-2099,83.92,85.50,87.18
"Palestine, State of",SSP3-7.0,1986-2005,55.36,56.35,57.23
"Palestine, State of",SSP3-7.0,2020-2039,57.46,58.29,58.97
"Palestine, State of",SSP3-7.0,2040-2059,58.35,59.29,60.35
"Palestine, State of",SSP3-7.0,2080-2099,59.79,61.89,63.89
French Polynesia,SSP3-7.0,1986-2005,78.27,78.51,78.63
French Polynesia,SSP3-7.0,2020-2039,78.68,79.55,80.10
French Polynesia,SSP3-7.0,2040-2059,79.52,80.19,81.08
French Polynesia,SSP3-7.0,2080-2099,80.78,81.69,83.53
Qatar,SSP3-7.0,1986-2005,64.87,65.47,65.94
Qatar,SSP3-7.0,2020-2039,66.60,67.54,68.06
Qatar,SSP3-7.0,2040-2059,67.90,68.94,69.91
Qatar,SSP3-7.0,2080-2099,70.17,71.91,73.93
Réunion,SSP3-7.0,1986-2005,75.11,75.31,75.58
Réunion,SSP3-7.0,2020-2039,76.20,76.64,76.98
Réunion,SSP3-7.0,2040-2059,76.92,77.48,78.07
Réunion,SSP3-7.0,2080-2099,78.07,79.25,80.37
Romania,SSP3-7.0,1986-2005,28.16,29.30,31.02
Romania,SSP3-7.0,2020-2039,31.43,32.77,34.48
Romania,SSP3-7.0,2040-2059,33.03,33.90,35.75
Romania,SSP3-7.0,2080-2099,34.77,36.86,39.84
Russian Federation,SSP3-7.0,1986-2005,10.25,11.43,12.62
Russian Federation,SSP3-7.0,2020-2039,13.73,14.64,16.55
Russian Federation,SSP3-7.0,2040-2059,14.53,16.38,18.58
Russian Federation,SSP3-7.0,2080-2099,18.37,21.32,23.99
Rwanda,SSP3-7.0,1986-2005,66.39,66.66,66.81
Rwanda,SSP3-7.0,2020-2039,67.08,68.01,68.60
Rwanda,SSP3-7.0,2040-2059,67.93,68.95,69.96
Rwanda,SSP3-7.0,2080-2099,69.94,71.60,73.00
Saudi Arabia,SSP3-7.0,1986-2005,60.98,61.73,62.46
Saudi Arabia,SSP3-7.0,2020-2039,62.76,63.74,64.38
Saudi Arabia,SSP3-7.0,2040-2059,63.92,65.30,66.33
Saudi Arabia,SSP3-7.0,2080-2099,66.13,68.50,70.69
Sudan,SSP3-7.0,1986-2005,75.10,75.96,76.60
Sudan,SSP3-7.0,2020-2039,76.91,77.78,78.57
Sudan,SSP3-7.0,2040-2059,77.98,79.40,80.26
Sudan,SSP3-7.0,2080-2099,80.16,82.40,84.56
Senegal,SSP3-7.0,1986-2005,78.17,78.40,78.64
Senegal,SSP3-7.0,2020-2039,79.61,80.26,80.83
Senegal,SSP3-7.0,2040-2059,80.62,81.61,82.59
Senegal,SSP3-7.0,2080-2099,82.85,84.66,86.33
Singapore,SSP3-7.0,1986-2005,79.01,79.25,79.36
Singapore,SSP3-7.0,2020-2039,79.97,80.43,80.95
Singapore,SSP3-7.0,2040-2059,80.83,81.26,81.94
Singapore,SSP3-7.0,2080-2099,81.98,83.23,84.47
South Georgia and the South Sandwich Islands,SSP3-7.0,1986-2005,33.47,34.38,35.01
South Georgia and the South Sandwich Islands,SSP3-7.0,2020-2039,34.58,35.16,36.50
South Georgia and the South Sandwich Islands,SSP3-7.0,2040-2059,34.14,35.79,36.59
South Georgia and the South Sandwich Islands,SSP3-7.0,2080-2099,35.85,36.70,38.98
"Saint Helena, Ascension and Tristan da Cunha",SSP3-7.0,1986-2005,70.03,70.20,70.33
"Saint Helena, Ascension and Tristan da Cunha",SSP3-7.0,2020-2039,70.99,71.41,71.75
"Saint Helena, Ascension and Tristan da Cunha",SSP3-7.0,2040-2059,71.52,72.17,72.82
"Saint Helena, Ascension and Tristan da Cunha",SSP3-7.0,2080-2099,72.90,74.14,75.42
Solomon Islands,SSP3-7.0,1986-2005,80.05,80.19,80.30
Solomon Islands,SSP3-7.0,2020-2039,81.02,81.42,81.68
Solomon Islands,SSP3-7.0,2040-2059,81.74,82.12,82.69
Solomon Islands,SSP3-7.0,2080-2099,83.12,84.09,85.44
Sierra Leone,SSP3-7.0,1986-2005,79.70,79.98,80.19
Sierra Leone,SSP3-7.0,2020-2039,81.10,82.07,82.85
Sierra Leone,SSP3-7.0,2040-2059,81.93,83.50,84.20
Sierra Leone,SSP3-7.0,2080-2099,83.55,85.88,86.99
El Salvador,SSP3-7.0,1986-2005,77.55,77.83,78.37
El Salvador,SSP3-7.0,2020-2039,78.67,79.37,79.83
El Salvador,SSP3-7.0,2040-2059,79.66,80.51,81.07
El Salvador,SSP3-7.0,2080-2099,81.46,83.00,84.39
San Marino,SSP3-7.0,1986-2005,39.47,40.18,41.34
San Marino,SSP3-7.0,2020-2039,41.63,42.86,43.91
San Marino,SSP3-7.0,2040-2059,42.40,43.85,44.99
San Marino,SSP3-7.0,2080-2099,44.34,46.07,48.18
Somalia,SSP3-7.0,1986-2005,80.01,80.42,81.02
Somalia,SSP3-7.0,2020-2039,81.26,81.97,82.39
Somalia,SSP3-7.0,2040-2059,82.23,83.08,83.83
Somalia,SSP3-7.0,2080-2099,83.79,85.51,87.24
Saint Pierre and Miquelon,SSP3-7.0,1986-2005,29.34,30.41,31.03
Saint Pierre and Miquelon,SSP3-7.0,2020-2039,31.45,32.88,33.93
Saint Pierre and Miquelon,SSP3-7.0,2040-2059,33.10,33.76,35.52
Saint Pierre and Miquelon,SSP3-7.0,2080-2099,34.93,36.97,39.77
Serbia,SSP3-7.0,1986-2005,31.62,32.30,34.31
Serbia,SSP3-7.0,2020-2039,34.69,35.76,37.13
Serbia,SSP3-7.0,2040-2059,36.07,36.95,38.94
Serbia,SSP3-7.0,2080-2099,37.75,40.10,42.68
South Sudan,SSP3-7.0,1986-2005,83.49,84.10,84.44
South Sudan,SSP3-7.0,2020-2039,84.37,85.59,86.16
South Sudan,SSP3-7.0,2040-2059,85.40,86.79,87.97
South Sudan,SSP3-7.0,2080-2099,87.79,89.24,91.80
Sao Tome and Principe,SSP3-7.0,1986-2005,79.20,79.41,79.59
Sao Tome and Principe,SSP3-7.0,2020-2039,80.39,80.72,81.13
Sao Tome and Principe,SSP3-7.0,2040-2059,80.99,81.73,82.15
Sao Tome and Principe,SSP3-7.0,2080-2099,82.37,83.86,84.68
Suriname,SSP3-7.0,1986-2005,78.05,78.77,79.11
Suriname,SSP3-7.0,2020-2039,79.53,80.18,80.86
Suriname,SSP3-7.0,2040-2059,80.43,81.44,82.94
Suriname,SSP3-7.0,2080-2099,82.05,83.65,86.09
Slovakia,SSP3-7.0,1986-2005,27.58,28.92,29.96
Slovakia,SSP3-7.0,2020-2039,30.26,32.29,34.22
Slovakia,SSP3-7.0,2040-2059,31.82,33.81,35.85
Slovakia,SSP3-7.0,2080-2099,33.93,36.42,39.12
Slovenia,SSP3-7.0,1986-2005,31.77,32.59,33.81
Slovenia,SSP3-7.0,2020-2039,33.98,35.81,37.06
Slovenia,SSP3-7.0,2040-2059,35.46,36.92,38.62
Slovenia,SSP3-7.0,2080-2099,37.37,39.37,41.57
Sweden,SSP3-7.0,1986-2005,25.12,26.16,28.19
Sweden,SSP3-7.0,2020-2039,28.10,29.14,31.13
Sweden,SSP3-7.0,2040-2059,28.65,31.33,32.83
Sweden,SSP3-7.0,2080-2099,30.34,34.39,36.70
Eswatini,SSP3-7.0,1986-2005,73.20,73.47,73.76
Eswatini,SSP3-7.0,2020-2039,74.21,74.76,75.54
Eswatini,SSP3-7.0,2040-2059,75.21,76.08,77.20
Eswatini,SSP3-7.0,2080-2099,76.58,78.43,80.22
Sint Maarten (Dutch part),SSP3-7.0,1986-2005,76.57,76.73,76.85
Sint Maarten (Dutch part),SSP3-7.0,2020-2039,77.53,78.02,78.45
Sint Maarten (Dutch part),SSP3-7.0,2040-2059,78.23,79.09,79.67
Sint Maarten (Dutch part),SSP3-7.0,2080-2099,79.65,80.97,82.25
Seychelles,SSP3-7.0,1986-2005,79.37,79.60,79.76
Seychelles,SSP3-7.0,2020-2039,80.50,80.83,81.30
Seychelles,SSP3-7.0,2040-2059,81.16,81.71,82.35
Seychelles,SSP3-7.0,2080-2099,82.62,83.88,85.08
Syrian Arab Republic,SSP3-7.0,1986-2005,46.33,47.63,48.59
Syrian Arab Republic,SSP3-7.0,2020-2039,49.01,49.52,50.51
Syrian Arab Republic,SSP3-7.0,2040-2059,49.88,50.70,51.78
Syrian Arab Republic,SSP3-7.0,2080-2099,51.41,53.20,56.18
Turks and Caicos Islands,SSP3-7.0,1986-2005,75.34,75.76,75.93
Turks and Caicos Islands,SSP3-7.0,2020-2039,76.51,77.00,77.48
Turks and Caicos Islands,SSP3-7.0,2040-2059,77.32,78.06,78.71
Turks and Caicos Islands,SSP3-7.0,2080-2099,78.60,79.99,81.44
Chad,SSP3-7.0,1986-2005,74.74,75.82,76.33
Chad,SSP3-7.0,2020-2039,76.42,77.23,78.51
Chad,SSP3-7.0,2040-2059,77.43,78.83,80.08
Chad,SSP3-7.0,2080-2099,79.46,81.50,83.95
Togo,SSP3-7.0,1986-2005,80.79,81.37,81.97
Togo,SSP3-7.0,2020-2039,82.15,82.73,83.82
Togo,SSP3-7.0,2040-2059,82.73,84.16,85.18
Togo,SSP3-7.0,2080-2099,84.57,86.62,88.87
Thailand,SSP3-7.0,1986-2005,76.58,77.04,77.29
Thailand,SSP3-7.0,2020-2039,77.50,78.17,79.17
Thailand,SSP3-7.0,2040-2059,77.59,79.36,80.51
Thailand,SSP3-7.0,2080-2099,79.17,81.43,83.45
Tajikistan,SSP3-7.0,1986-2005,21.43,22.16,22.76
Tajikistan,SSP3-7.0,2020-2039,23.04,24.40,26.42
Tajikistan,SSP3-7.0,2040-2059,24.78,26.02,28.40
Tajikistan,SSP3-7.0,2080-2099,27.66,29.68,33.89
Tokelau,SSP3-7.0,1986-2005,80.32,80.66,80.75
Tokelau,SSP3-7.0,2020-2039,81.18,81.74,82.22
Tokelau,SSP3-7.0,2040-2059,82.20,82.51,83.08
Tokelau,SSP3-7.0,2080-2099,83.15,84.37,85.54
Turkmenistan,SSP3-7.0,1986-2005,35.67,36.91,37.56
Turkmenistan,SSP3-7.0,2020-2039,37.46,38.78,39.89
Turkmenistan,SSP3-7.0,2040-2059,38.10,39.67,41.85
Turkmenistan,SSP3-7.0,2080-2099,40.73,42.58,46.10
Timor-Leste,SSP3-7.0,1986-2005,77.85,78.06,78.26
Timor-Leste,SSP3-7.0,2020-2039,79.10,79.38,79.70
Timor-Leste,SSP3-7.0,2040-2059,79.84,80.20,80.69
Timor-Leste,SSP3-7.0,2080-2099,81.18,82.18,83.26
Tonga,SSP3-7.0,1986-2005,78.78,78.98,79.18
Tonga,SSP3-7.0,2020-2039,79.53,80.03,80.42
Tonga,SSP3-7.0,2040-2059,80.21,80.74,81.54
Tonga,SSP3-7.0,2080-2099,81.59,82.45,84.02
Trinidad and Tobago,SSP3-7.0,1986-2005,77.93,78.18,78.35
Trinidad and Tobago,SSP3-7.0,2020-2039,79.12,79.42,79.98
Trinidad and Tobago,SSP3-7.0,2040-2059,79.80,80.46,81.04
Trinidad and Tobago,SSP3-7.0,2080-2099,81.26,82.46,83.35
Tunisia,SSP3-7.0,1986-2005,52.44,52.83,53.76
Tunisia,SSP3-7.0,2020-2039,54.18,54.93,55.80
Tunisia,SSP3-7.0,2040-2059,55.05,55.92,57.36
Tunisia,SSP3-7.0,2080-2099,56.69,58.16,60.36
Türkiye,SSP3-7.0,1986-2005,33.51,35.23,36.45
Türkiye,SSP3-7.0,2020-2039,36.91,37.55,38.90
Türkiye,SSP3-7.0,2040-2059,37.73,38.57,40.59
Türkiye,SSP3-7.0,2080-2099,39.39,41.20,44.91
Tuvalu,SSP3-7.0,1986-2005,80.63,80.87,81.02
Tuvalu,SSP3-7.0,2020-2039,81.56,81.98,82.40
Tuvalu,SSP3-7.0,2040-2059,82.34,82.71,83.32
Tuvalu,SSP3-7.0,2080-2099,83.60,84.59,85.79
"Taiwan, Province of China",SSP3-7.0,1986-2005,61.49,62.08,62.62
"Taiwan, Province of China",SSP3-7.0,2020-2039,63.03,63.42,64.46
"Taiwan, Province of China",SSP3-7.0,2040-2059,64.05,64.69,65.93
"Taiwan, Province of China",SSP3-7.0,2080-2099,65.27,66.83,68.10
"Tanzania, United Republic of",SSP3-7.0,1986-2005,74.50,74.95,75.14
"Tanzania, United Republic of",SSP3-7.0,2020-2039,75.91,76.37,76.71
"Tanzania, United Republic of",SSP3-7.0,2040-2059,76.60,77.40,78.15
"Tanzania, United Republic of",SSP3-7.0,2080-2099,78.07,79.62,80.92
Uganda,SSP3-7.0,1986-2005,74.32,74.68,75.24
Uganda,SSP3-7.0,2020-2039,75.33,76.05,76.61
Uganda,SSP3-7.0,2040-2059,76.12,77.05,77.83
Uganda,SSP3-7.0,2080-2099,77.83,79.37,80.72
Ukraine,SSP3-7.0,1986-2005,24.37,25.75,27.03
Ukraine,SSP3-7.0,2020-2039,27.97,28.67,31.12
Ukraine,SSP3-7.0,2040-2059,29.09,30.89,32.82
Ukraine,SSP3-7.0,2080-2099,31.87,34.03,37.08
United States Minor Outlying Islands,SSP3-7.0,1986-2005,76.43,76.81,76.95
United States Minor Outlying Islands,SSP3-7.0,2020-2039,77.35,78.12,78.43
United States Minor Outlying Islands,SSP3-7.0,2040-2059,78.47,78.93,79.41
United States Minor Outlying Islands,SSP3-7.0,2080-2099,79.88,80.85,81.99
Uruguay,SSP3-7.0,1986-2005,72.90,73.46,73.87
Uruguay,SSP3-7.0,2020-2039,74.03,74.62,75.50
Uruguay,SSP3-7.0,2040-2059,74.67,75.50,76.43
Uruguay,SSP3-7.0,2080-2099,75.98,77.53,79.02
United States,SSP3-7.0,1986-2005,35.13,35.68,36.26
United States,SSP3-7.0,2020-2039,36.98,38.16,39.76
United States,SSP3-7.0,2040-2059,38.15,39.73,41.25
United States,SSP3-7.0,2080-2099,41.75,42.77,45.40
Uzbekistan,SSP3-7.0,1986-2005,31.67,32.70,33.03
Uzbekistan,SSP3-7.0,2020-2039,33.70,34.62,36.55
Uzbekistan,SSP3-7.0,2040-2059,34.37,35.90,38.45
Uzbekistan,SSP3-7.0,2080-2099,38.11,39.57,43.30
Holy See (Vatican City State),SSP3-7.0,1986-2005,47.12,47.77,48.72
Holy See (Vatican City State),SSP3-7.0,2020-2039,49.20,49.89,50.77
Holy See (Vatican City State),SSP3-7.0,2040-2059,49.61,50.92,51.84
Holy See (Vatican City State),SSP3-7.0,2080-2099,51.57,53.00,55.07
Saint Vincent and the Grenadines,SSP3-7.0,1986-2005,77.74,78.03,78.23
Saint Vincent and the Grenadines,SSP3-7.0,2020-2039,78.94,79.25,79.87
Saint Vincent and the Grenadines,SSP3-7.0,2040-2059,79.64,80.18,80.72
Saint Vincent and the Grenadines,SSP3-7.0,2080-2099,80.96,81.92,83.23
"Venezuela, Bolivarian Republic of",SSP3-7.0,1986-2005,76.84,77.24,77.50
"Venezuela, Bolivarian Republic of",SSP3-7.0,2020-2039,78.39,78.93,79.49
"Venezuela, Bolivarian Republic of",SSP3-7.0,2040-2059,79.34,80.20,81.19
"Venezuela, Bolivarian Republic of",SSP3-7.0,2080-2099,80.96,83.02,84.62
"Virgin Islands, British",SSP3-7.0,1986-2005,76.57,76.72,76.87
"Virgin Islands, British",SSP3-7.0,2020-2039,77.52,78.02,78.50
"Virgin Islands, British",SSP3-7.0,2040-2059,78.23,79.05,79.64
"Virgin Islands, British",SSP3-7.0,2080-2099,79.68,81.03,82.27
"Virgin Islands, U.S.",SSP3-7.0,1986-2005,76.73,76.91,77.03
"Virgin Islands, U.S.",SSP3-7.0,2020-2039,77.71,78.20,78.69
"Virgin Islands, U.S.",SSP3-7.0,2040-2059,78.43,79.23,79.82
"Virgin Islands, U.S.",SSP3-7.0,2080-2099,79.86,81.16,82.43
Viet Nam,SSP3-7.0,1986-2005,69.12,69.47,69.86
Viet Nam,SSP3-7.0,2020-2039,70.16,70.73,71.43
Viet Nam,SSP3-7.0,2040-2059,70.92,71.76,72.51
Viet Nam,SSP3-7.0,2080-2099,72.65,74.03,75.18
Vanuatu,SSP3-7.0,1986-2005,79.38,79.57,79.75
Vanuatu,SSP3-7.0,2020-2039,80.41,80.72,81.01
Vanuatu,SSP3-7.0,2040-2059,80.99,81.57,82.20
Vanuatu,SSP3-7.0,2080-2099,82.41,83.32,84.59
Wallis and Futuna,SSP3-7.0,1986-2005,80.25,80.45,80.69
Wallis and Futuna,SSP3-7.0,2020-2039,81.27,81.59,81.91
Wallis and Futuna,SSP3-7.0,2040-2059,81.71,82.30,82.97
Wallis and Futuna,SSP3-7.0,2080-2099,83.15,84.02,85.56
Samoa,SSP3-7.0,1986-2005,78.85,79.06,79.28
Samoa,SSP3-7.0,2020-2039,79.84,80.18,80.59
Samoa,SSP3-7.0,2040-2059,80.43,80.86,81.58
Samoa,SSP3-7.0,2080-2099,81.68,82.55,84.10
Yemen,SSP3-7.0,1986-2005,66.69,67.18,67.41
Yemen,SSP3-7.0,2020-2039,68.17,68.96,69.52
Yemen,SSP3-7.0,2040-2059,69.29,70.40,71.19
Yemen,SSP3-7.0,2080-2099,71.52,73.21,75.20
South Africa,SSP3-7.0,1986-2005,71.62,72.09,72.21
South Africa,SSP3-7.0,2020-2039,72.87,73.42,74.21
South Africa,SSP3-7.0,2040-2059,74.02,74.67,75.57
South Africa,SSP3-7.0,2080-2099,75.62,77.39,78.88
Zambia,SSP3-7.0,1986-2005,72.08,72.35,72.68
Zambia,SSP3-7.0,2020-2039,73.36,73.98,74.29
Zambia,SSP3-7.0,2040-2059,74.22,75.29,75.77
Zambia,SSP3-7.0,2080-2099,75.96,78.08,79.06
Zimbabwe,SSP3-7.0,1986-2005,72.96,73.50,73.80
Zimbabwe,SSP3-7.0,2020-2039,74.17,75.12,75.63
Zimbabwe,SSP3-7.0,2040-2059,75.26,76.22,77.36
Zimbabwe,SSP3-7.0,2080-2099,76.98,79.09,80.57
Aruba,SSP5-8.5,1986-2005,77.95,78.15,78.36
Aruba,SSP5-8.5,2020-2039,79.28,79.74,80.37
Aruba,SSP5-8.5,2040-2059,79.78,80.93,82.05
Aruba,SSP5-8.5,2080-2099,81.75,83.68,85.60
Afghanistan,SSP5-8.5,1986-2005,29.52,30.59,31.42
Afghanistan,SSP5-8.5,2020-2039,32.41,33.59,34.88
Afghanistan,SSP5-8.5,2040-2059,34.51,35.41,37.48
Afghanistan,SSP5-8.5,2080-2099,37.82,40.54,47.25
Angola,SSP5-8.5,1986-2005,73.61,73.90,74.11
Angola,SSP5-8.5,2020-2039,74.76,75.34,75.99
Angola,SSP5-8.5,2040-2059,75.76,76.75,78.10
Angola,SSP5-8.5,2080-2099,77.93,80.15,82.59
Anguilla,SSP5-8.5,1986-2005,76.48,76.75,76.87
Anguilla,SSP5-8.5,2020-2039,77.62,78.10,78.79
Anguilla,SSP5-8.5,2040-2059,78.45,79.19,80.32
Anguilla,SSP5-8.5,2080-2099,80.42,81.64,83.78
Åland Islands,SSP5-8.5,1986-2005,28.48,30.19,31.97
Åland Islands,SSP5-8.5,2020-2039,31.38,34.10,36.05
Åland Islands,SSP5-8.5,2040-2059,33.70,35.79,39.66
Åland Islands,SSP5-8.5,2080-2099,37.11,40.21,45.36
Albania,SSP5-8.5,1986-2005,39.46,40.16,41.53
Albania,SSP5-8.5,2020-2039,41.92,43.13,43.95
Albania,SSP5-8.5,2040-2059,42.44,44.39,45.83
Albania,SSP5-8.5,2080-2099,45.48,47.67,50.69
Andorra,SSP5-8.5,1986-2005,29.62,30.53,30.96
Andorra,SSP5-8.5,2020-2039,31.42,32.28,33.53
Andorra,SSP5-8.5,2040-2059,32.30,33.38,35.25
Andorra,SSP5-8.5,2080-2099,34.71,36.91,40.14
United Arab Emirates,SSP5-8.5,1986-2005,66.64,67.16,67.79
United Arab Emirates,SSP5-8.5,2020-2039,68.46,69.25,70.36
United Arab Emirates,SSP5-8.5,2040-2059,70.13,70.90,72.84
United Arab Emirates,SSP5-8.5,2080-2099,73.14,75.90,79.46
Argentina,SSP5-8.5,1986-2005,70.74,71.24,71.55
Argentina,SSP5-8.5,2020-2039,72.30,72.76,73.51
Argentina,SSP5-8.5,2040-2059,73.48,74.17,75.64
Argentina,SSP5-8.5,2080-2099,76.27,78.07,81.29
Armenia,SSP5-8.5,1986-2005,22.84,24.56,25.38
Armenia,SSP5-8.5,2020-2039,25.20,27.18,28.53
Armenia,SSP5-8.5,2040-2059,26.62,29.02,31.60
Armenia,SSP5-8.5,2080-2099,29.38,33.05,39.20
American Samoa,SSP5-8.5,1986-2005,79.97,80.25,80.47
American Samoa,SSP5-8.5,2020-2039,81.00,81.36,81.65
American Samoa,SSP5-8.5,2040-2059,81.88,82.35,82.99
American Samoa,SSP5-8.5,2080-2099,83.40,84.65,86.64
Antarctica,SSP5-8.5,1986-2005,-7.56,-7.03,-6.12
Antarctica,SSP5-8.5,2020-2039,-6.10,-5.35,-3.28
Antarctica,SSP5-8.5,2040-2059,-4.84,-4.30,-2.27
Antarctica,SSP5-8.5,2080-2099,-2.35,-0.99,0.02
French Southern Territories,SSP5-8.5,1986-2005,56.70,56.81,56.98
French Southern Territories,SSP5-8.5,2020-2039,57.41,57.84,58.48
French Southern Territories,SSP5-8.5,2040-2059,58.01,58.74,59.80
French Southern Territories,SSP5-8.5,2080-2099,59.55,60.92,63.03
Antigua and Barbuda,SSP5-8.5,1986-2005,76.71,77.02,77.16
Antigua and Barbuda,SSP5-8.5,2020-2039,77.96,78.37,79.03
Antigua and Barbuda,SSP5-8.5,2040-2059,78.74,79.54,80.51
Antigua and Barbuda,SSP5-8.5,2080-2099,80.59,81.90,83.89
Australia,SSP5-8.5,1986-2005,68.09,68.35,68.46
Australia,SSP5-8.5,2020-2039,69.31,69.62,69.99
Australia,SSP5-8.5,2040-2059,70.58,70.92,71.67
Australia,SSP5-8.5,2080-2099,72.81,73.79,75.30
Austria,SSP5-8.5,1986-2005,26.80,27.94,29.08
Austria,SSP5-8.5,2020-2039,29.14,30.82,33.42
Austria,SSP5-8.5,2040-2059,30.41,32.52,35.86
Austria,SSP5-8.5,2080-2099,33.57,36.11,41.51
Azerbaijan,SSP5-8.5,1986-2005,32.63,33.94,34.88
Azerbaijan,SSP5-8.5,2020-2039,34.92,36.12,37.87
Azerbaijan,SSP5-8.5,2040-2059,36.60,37.91,40.94
Azerbaijan,SSP5-8.5,2080-2099,38.99,41.67,47.15
Burundi,SSP5-8.5,1986-2005,68.99,69.20,69.36
Burundi,SSP5-8.5,2020-2039,70.17,70.73,71.27
Burundi,SSP5-8.5,2040-2059,71.10,72.01,73.03
Burundi,SSP5-8.5,2080-2099,73.49,75.39,77.46
Belgium,SSP5-8.5,1986-2005,36.63,37.70,38.64
Belgium,SSP5-8.5,2020-2039,38.08,39.50,41.75
Belgium,SSP5-8.5,2040-2059,39.47,40.77,43.62
Belgium,SSP5-8.5,2080-2099,41.88,43.80,48.52
Benin,SSP5-8.5,1986-2005,81.28,81.77,82.47
Benin,SSP5-8.5,2020-2039,81.02,83.32,84.38
Benin,SSP5-8.5,2040-2059,80.87,84.59,86.40
Benin,SSP5-8.5,2080-2099,83.47,87.72,91.83
"Bonaire, Sint Eustatius and Saba",SSP5-8.5,1986-2005,78.00,78.20,78.43
"Bonaire, Sint Eustatius and Saba",SSP5-8.5,2020-2039,79.33,79.72,80.30
"Bonaire, Sint Eustatius and Saba",SSP5-8.5,2040-2059,79.83,80.91,81.84
"Bonaire, Sint Eustatius and Saba",SSP5-8.5,2080-2099,81.75,83.37,85.51
Burkina Faso,SSP5-8.5,1986-2005,78.61,79.34,79.75
Burkina Faso,SSP5-8.5,2020-2039,79.69,81.12,82.62
Burkina Faso,SSP5-8.5,2040-2059,80.17,82.56,84.29
Burkina Faso,SSP5-8.5,2080-2099,82.79,86.90,90.20
Bangladesh,SSP5-8.5,1986-2005,67.22,67.84,68.34
Bangladesh,SSP5-8.5,2020-2039,66.73,69.02,70.09
Bangladesh,SSP5-8.5,2040-2059,68.36,70.71,72.73
Bangladesh,SSP5-8.5,2080-2099,73.44,75.36,78.64
Bulgaria,SSP5-8.5,1986-2005,32.12,33.18,34.78
Bulgaria,SSP5-8.5,2020-2039,34.66,36.54,37.72
Bulgaria,SSP5-8.5,2040-2059,35.79,38.43,40.34
Bulgaria,SSP5-8.5,2080-2099,39.35,41.68,45.37
Bahrain,SSP5-8.5,1986-2005,63.47,64.08,64.62
Bahrain,SSP5-8.5,2020-2039,65.68,66.37,67.73
Bahrain,SSP5-8.5,2040-2059,67.34,68.06,69.82
Bahrain,SSP5-8.5,2080-2099,70.19,73.23,76.13
Bahamas,SSP5-8.5,1986-2005,72.52,73.14,73.45
Bahamas,SSP5-8.5,2020-2039,73.82,74.46,75.10
Bahamas,SSP5-8.5,2040-2059,74.70,75.51,76.58
Bahamas,SSP5-8.5,2080-2099,77.19,78.40,80.59
Bosnia and Herzegovina,SSP5-8.5,1986-2005,32.28,33.01,34.84
Bosnia and Herzegovina,SSP5-8.5,2020-2039,34.66,36.64,38.36
