name,ssp_range,year_range,p0.05,p0.50,p0.95
"Iran, Islamic Republic of",SSP2-4.5,2020-2039,41.29,42.11,43.53
"Iran, Islamic Republic of",SSP2-4.5,2040-2059,41.67,42.91,44.10
"Iran, Islamic Republic of",SSP2-4.5,2080-2099,42.97,44.56,48.18
Iraq,SSP2-4.5,1986-2005,50.40,51.61,52.44
Iraq,SSP2-4.5,2020-2039,53.20,53.96,55.02
Iraq,SSP2-4.5,2040-2059,53.59,54.68,55.68
Iraq,SSP2-4.5,2080-2099,54.67,56.54,58.69
Iceland,SSP2-4.5,1986-2005,25.96,28.98,31.21
Iceland,SSP2-4.5,2020-2039,27.04,31.30,33.01
Iceland,SSP2-4.5,2040-2059,28.95,31.86,34.42
Iceland,SSP2-4.5,2080-2099,29.68,33.15,35.86
Israel,SSP2-4.5,1986-2005,54.98,55.82,56.37
Israel,SSP2-4.5,2020-2039,57.24,57.94,58.75
Israel,SSP2-4.5,2040-2059,57.89,58.40,59.58
Israel,SSP2-4.5,2080-2099,58.13,59.50,61.47
Italy,SSP2-4.5,1986-2005,42.32,43.05,43.83
Italy,SSP2-4.5,2020-2039,44.42,45.27,46.81
Italy,SSP2-4.5,2040-2059,45.07,46.18,47.36
Italy,SSP2-4.5,2080-2099,45.43,47.19,49.12
Jamaica,SSP2-4.5,1986-2005,75.76,76.12,76.26
Jamaica,SSP2-4.5,2020-2039,77.05,77.48,77.85
Jamaica,SSP2-4.5,2040-2059,77.48,78.01,78.65
Jamaica,SSP2-4.5,2080-2099,77.93,78.90,80.13
Jersey,SSP2-4.5,1986-2005,45.62,46.49,46.87
Jersey,SSP2-4.5,2020-2039,46.40,47.65,49.18
Jersey,SSP2-4.5,2040-2059,47.14,48.13,49.40
Jersey,SSP2-4.5,2080-2099,47.21,48.78,50.73
Jordan,SSP2-4.5,1986-2005,49.90,50.80,51.34
Jordan,SSP2-4.5,2020-2039,52.27,52.94,53.89
Jordan,SSP2-4.5,2040-2059,52.90,53.44,54.54
Jordan,SSP2-4.5,2080-2099,53.30,54.68,56.73
Japan,SSP2-4.5,1986-2005,39.45,40.20,40.96
Japan,SSP2-4.5,2020-2039,41.52,42.28,43.05
Japan,SSP2-4.5,2040-2059,42.30,43.13,44.31
Japan,SSP2-4.5,2080-2099,42.65,44.17,45.82
Kazakhstan,SSP2-4.5,1986-2005,13.07,14.51,16.56
Kazakhstan,SSP2-4.5,2020-2039,15.47,17.43,18.28
Kazakhstan,SSP2-4.5,2040-2059,16.33,18.42,20.69
Kazakhstan,SSP2-4.5,2080-2099,18.59,20.41,23.96
Kenya,SSP2-4.5,1986-2005,73.58,73.91,74.25
Kenya,SSP2-4.5,2020-2039,74.81,75.21,75.54
Kenya,SSP2-4.5,2040-2059,75.22,75.88,76.59
Kenya,SSP2-4.5,2080-2099,75.88,77.06,77.85
Kyrgyzstan,SSP2-4.5,1986-2005,16.04,16.68,17.68
Kyrgyzstan,SSP2-4.5,2020-2039,17.89,19.28,20.54
Kyrgyzstan,SSP2-4.5,2040-2059,19.33,20.31,21.45
Kyrgyzstan,SSP2-4.5,2080-2099,19.95,22.06,24.66
Cambodia,SSP2-4.5,1986-2005,79.77,80.17,80.62
Cambodia,SSP2-4.5,2020-2039,81.15,81.66,82.23
Cambodia,SSP2-4.5,2040-2059,81.33,82.47,83.49
Cambodia,SSP2-4.5,2080-2099,81.16,83.44,84.88
Kiribati,SSP2-4.5,1986-2005,79.62,79.99,80.17
Kiribati,SSP2-4.5,2020-2039,80.54,81.12,81.40
Kiribati,SSP2-4.5,2040-2059,81.19,81.76,82.70
Kiribati,SSP2-4.5,2080-2099,81.82,82.55,83.63
Saint Kitts and Nevis,SSP2-4.5,1986-2005,76.64,76.97,77.13
Saint Kitts and Nevis,SSP2-4.5,2020-2039,77.91,78.34,78.77
Saint Kitts and Nevis,SSP2-4.5,2040-2059,78.54,78.91,79.47
Saint Kitts and Nevis,SSP2-4.5,2080-2099,78.92,79.78,80.84
"Korea, Republic of",SSP2-4.5,1986-2005,34.18,35.00,36.30
"Korea, Republic of",SSP2-4.5,2020-2039,36.66,37.36,38.33
"Korea, Republic of",SSP2-4.5,2040-2059,37.24,38.16,39.85
"Korea, Republic of",SSP2-4.5,2080-2099,38.14,39.40,41.09
Kuwait,SSP2-4.5,1986-2005,56.27,57.23,57.98
Kuwait,SSP2-4.5,2020-2039,58.99,59.46,60.64
Kuwait,SSP2-4.5,2040-2059,59.32,60.21,61.79
Kuwait,SSP2-4.5,2080-2099,60.38,62.07,63.86
Lao People's Democratic Republic,SSP2-4.5,1986-2005,67.96,68.32,68.94
Lao People's Democratic Republic,SSP2-4.5,2020-2039,68.58,70.00,70.58
Lao People's Democratic Republic,SSP2-4.5,2040-2059,69.67,70.91,71.81
Lao People's Democratic Republic,SSP2-4.5,2080-2099,70.87,72.15,73.57
Lebanon,SSP2-4.5,1986-2005,48.83,49.72,50.16
Lebanon,SSP2-4.5,2020-2039,51.07,51.74,52.46
Lebanon,SSP2-4.5,2040-2059,51.60,52.16,53.16
Lebanon,SSP2-4.5,2080-2099,51.90,53.41,55.14
Liberia,SSP2-4.5,1986-2005,78.22,78.70,79.31
Liberia,SSP2-4.5,2020-2039,79.34,80.28,80.77
Liberia,SSP2-4.5,2040-2059,79.71,81.12,81.93
Liberia,SSP2-4.5,2080-2099,80.65,82.30,83.36
Libya,SSP2-4.5,1986-2005,54.22,54.66,55.57
Libya,SSP2-4.5,2020-2039,56.03,57.05,57.68
Libya,SSP2-4.5,2040-2059,56.75,57.59,58.37
Libya,SSP2-4.5,2080-2099,57.39,58.72,60.47
Saint Lucia,SSP2-4.5,1986-2005,77.64,77.96,78.17
Saint Lucia,SSP2-4.5,2020-2039,78.83,79.29,79.75
Saint Lucia,SSP2-4.5,2040-2059,79.51,79.88,80.37
Saint Lucia,SSP2-4.5,2080-2099,79.88,80.77,81.74
Liechtenstein,SSP2-4.5,1986-2005,24.20,25.76,26.68
Liechtenstein,SSP2-4.5,2020-2039,26.83,27.90,30.94
Liechtenstein,SSP2-4.5,2040-2059,27.59,29.00,31.06
Liechtenstein,SSP2-4.5,2080-2099,27.72,29.94,32.08
Sri Lanka,SSP2-4.5,1986-2005,77.28,77.55,77.72
Sri Lanka,SSP2-4.5,2020-2039,78.15,78.60,78.86
Sri Lanka,SSP2-4.5,2040-2059,78.59,79.24,79.78
Sri Lanka,SSP2-4.5,2080-2099,79.34,80.04,81.05
Lesotho,SSP2-4.5,1986-2005,63.01,63.38,63.69
Lesotho,SSP2-4.5,2020-2039,64.42,64.83,65.83
Lesotho,SSP2-4.5,2040-2059,64.83,65.86,67.12
Lesotho,SSP2-4.5,2080-2099,65.73,67.20,68.63
Lithuania,SSP2-4.5,1986-2005,24.71,25.75,27.48
Lithuania,SSP2-4.5,2020-2039,27.98,28.93,31.40
Lithuania,SSP2-4.5,2040-2059,28.09,30.43,33.51
Lithuania,SSP2-4.5,2080-2099,29.57,31.65,34.22
Luxembourg,SSP2-4.5,1986-2005,33.34,34.66,35.51
Luxembourg,SSP2-4.5,2020-2039,35.41,36.56,39.47
Luxembourg,SSP2-4.5,2040-2059,35.90,37.16,39.49
Luxembourg,SSP2-4.5,2080-2099,36.41,38.31,40.09
Latvia,SSP2-4.5,1986-2005,23.71,24.86,26.85
Latvia,SSP2-4.5,2020-2039,26.95,28.10,30.50
Latvia,SSP2-4.5,2040-2059,27.24,29.58,32.92
Latvia,SSP2-4.5,2080-2099,28.53,30.62,34.24
Macao,SSP2-4.5,1986-2005,61.34,61.89,62.58
Macao,SSP2-4.5,2020-2039,62.77,63.73,64.47
Macao,SSP2-4.5,2040-2059,63.37,65.16,66.04
Macao,SSP2-4.5,2080-2099,64.87,65.98,67.76
Saint Martin (French part),SSP2-4.5,1986-2005,76.52,76.77,76.92
Saint Martin (French part),SSP2-4.5,2020-2039,77.69,78.16,78.52
Saint Martin (French part),SSP2-4.5,2040-2059,78.29,78.74,79.26
Saint Martin (French part),SSP2-4.5,2080-2099,78.69,79.58,80.67
Morocco,SSP2-4.5,1986-2005,54.93,55.26,55.75
Morocco,SSP2-4.5,2020-2039,55.97,56.83,57.63
Morocco,SSP2-4.5,2040-2059,56.94,57.47,58.69
Morocco,SSP2-4.5,2080-2099,57.64,58.82,60.33
Monaco,SSP2-4.5,1986-2005,46.16,46.76,47.21
Monaco,SSP2-4.5,2020-2039,47.95,48.71,50.12
Monaco,SSP2-4.5,2040-2059,48.56,49.53,50.73
Monaco,SSP2-4.5,2080-2099,48.97,50.48,52.21
"Moldova, Republic of",SSP2-4.5,1986-2005,26.44,28.12,29.60
"Moldova, Republic of",SSP2-4.5,2020-2039,29.35,31.72,34.05
"Moldova, Republic of",SSP2-4.5,2040-2059,30.45,32.23,34.77
"Moldova, Republic of",SSP2-4.5,2080-2099,31.63,33.66,35.96
Madagascar,SSP2-4.5,1986-2005,75.99,76.23,76.49
Madagascar,SSP2-4.5,2020-2039,77.23,77.54,78.03
Madagascar,SSP2-4.5,2040-2059,77.78,78.33,78.86
Madagascar,SSP2-4.5,2080-2099,77.90,79.24,80.94
Maldives,SSP2-4.5,1986-2005,79.69,79.86,79.96
Maldives,SSP2-4.5,2020-2039,80.73,80.94,81.28
Maldives,SSP2-4.5,2040-2059,81.27,81.49,81.99
Maldives,SSP2-4.5,2080-2099,81.75,82.34,83.23
Mexico,SSP2-4.5,1986-2005,63.25,63.76,63.98
Mexico,SSP2-4.5,2020-2039,65.18,65.48,65.89
Mexico,SSP2-4.5,2040-2059,65.57,66.28,67.09
Mexico,SSP2-4.5,2080-2099,66.10,66.97,68.92
Marshall Islands,SSP2-4.5,1986-2005,79.74,79.86,80.26
Marshall Islands,SSP2-4.5,2020-2039,80.77,81.00,81.78
Marshall Islands,SSP2-4.5,2040-2059,81.23,81.60,82.75
Marshall Islands,SSP2-4.5,2080-2099,81.74,82.57,83.61
North Macedonia,SSP2-4.5,1986-2005,31.61,32.98,34.65
North Macedonia,SSP2-4.5,2020-2039,34.24,36.30,37.52
North Macedonia,SSP2-4.5,2040-2059,35.14,37.03,38.18
North Macedonia,SSP2-4.5,2080-2099,35.80,38.11,40.15
Mali,SSP2-4.5,1986-2005,75.44,76.00,76.48
Mali,SSP2-4.5,2020-2039,77.24,78.11,78.63
Mali,SSP2-4.5,2040-2059,78.04,79.01,79.99
Mali,SSP2-4.5,2080-2099,78.80,80.04,82.04
Malta,SSP2-4.5,1986-2005,56.93,57.45,57.95
Malta,SSP2-4.5,2020-2039,58.47,59.37,59.92
Malta,SSP2-4.5,2040-2059,59.05,59.92,61.09
Malta,SSP2-4.5,2080-2099,59.56,60.72,62.23
Myanmar,SSP2-4.5,1986-2005,71.69,72.15,72.56
Myanmar,SSP2-4.5,2020-2039,72.13,73.32,73.93
Myanmar,SSP2-4.5,2040-2059,73.37,74.30,75.40
Myanmar,SSP2-4.5,2080-2099,74.40,75.39,77.55
Montenegro,SSP2-4.5,1986-2005,33.73,34.62,36.21
Montenegro,SSP2-4.5,2020-2039,36.17,37.79,39.24
Montenegro,SSP2-4.5,2040-2059,37.02,38.62,39.99
Montenegro,SSP2-4.5,2080-2099,37.59,39.82,41.40
Mongolia,SSP2-4.5,1986-2005,-1.66,-0.32,1.44
Mongolia,SSP2-4.5,2020-2039,-0.05,1.93,2.44
Mongolia,SSP2-4.5,2040-2059,0.81,2.74,4.92
Mongolia,SSP2-4.5,2080-2099,1.88,4.24,5.94
Northern Mariana Islands,SSP2-4.5,1986-2005,78.95,79.17,79.49
Northern Mariana Islands,SSP2-4.5,2020-2039,80.16,80.35,80.71
Northern Mariana Islands,SSP2-4.5,2040-2059,80.52,81.17,81.69
Northern Mariana Islands,SSP2-4.5,2080-2099,80.99,82.03,82.86
Mozambique,SSP2-4.5,1986-2005,77.96,78.30,78.69
Mozambique,SSP2-4.5,2020-2039,79.40,79.73,80.03
Mozambique,SSP2-4.5,2040-2059,80.19,80.58,81.35
Mozambique,SSP2-4.5,2080-2099,80.38,81.48,82.65
Mauritania,SSP2-4.5,1986-2005,72.75,73.10,73.40
Mauritania,SSP2-4.5,2020-2039,74.48,75.19,75.89
Mauritania,SSP2-4.5,2040-2059,75.37,76.07,76.99
Mauritania,SSP2-4.5,2080-2099,76.19,77.21,79.00
Montserrat,SSP2-4.5,1986-2005,76.73,77.11,77.29
Montserrat,SSP2-4.5,2020-2039,78.04,78.46,78.96
Montserrat,SSP2-4.5,2040-2059,78.69,79.01,79.63
Montserrat,SSP2-4.5,2080-2099,79.07,79.93,80.98
Martinique,SSP2-4.5,1986-2005,76.74,77.10,77.31
Martinique,SSP2-4.5,2020-2039,77.98,78.44,78.93
Martinique,SSP2-4.5,2040-2059,78.63,79.00,79.47
Martinique,SSP2-4.5,2080-2099,79.05,79.92,80.92
Mauritius,SSP2-4.5,1986-2005,78.55,78.70,78.93
Mauritius,SSP2-4.5,2020-2039,79.61,79.81,80.34
Mauritius,SSP2-4.5,2040-2059,79.93,80.44,81.10
Mauritius,SSP2-4.5,2080-2099,80.44,81.24,82.19
Malawi,SSP2-4.5,1986-2005,73.93,74.38,74.80
Malawi,SSP2-4.5,2020-2039,75.49,76.01,76.42
Malawi,SSP2-4.5,2040-2059,76.37,76.77,77.47
Malawi,SSP2-4.5,2080-2099,76.54,77.78,79.06
Malaysia,SSP2-4.5,1986-2005,78.93,79.13,79.30
Malaysia,SSP2-4.5,2020-2039,80.13,80.36,80.71
Malaysia,SSP2-4.5,2040-2059,80.61,81.02,81.55
Malaysia,SSP2-4.5,2080-2099,81.02,81.85,82.87
Mayotte,SSP2-4.5,1986-2005,79.93,80.19,80.39
Mayotte,SSP2-4.5,2020-2039,81.11,81.35,81.77
Mayotte,SSP2-4.5,2040-2059,81.68,82.02,82.68
Mayotte,SSP2-4.5,2080-2099,82.18,82.85,83.80
Namibia,SSP2-4.5,1986-2005,75.28,75.79,76.25
Namibia,SSP2-4.5,2020-2039,76.61,77.51,78.49
Namibia,SSP2-4.5,2040-2059,77.38,78.37,79.90
Namibia,SSP2-4.5,2080-2099,78.76,79.59,81.01
New Caledonia,SSP2-4.5,1986-2005,77.35,77.56,77.77
New Caledonia,SSP2-4.5,2020-2039,78.33,78.61,79.22
New Caledonia,SSP2-4.5,2040-2059,78.71,79.26,79.80
New Caledonia,SSP2-4.5,2080-2099,79.24,79.84,81.22
Niger,SSP2-4.5,1986-2005,72.99,73.79,74.36
Niger,SSP2-4.5,2020-2039,75.12,75.83,76.41
Niger,SSP2-4.5,2040-2059,75.84,76.62,77.87
Niger,SSP2-4.5,2080-2099,76.46,77.50,80.11
Norfolk Island,SSP2-4.5,1986-2005,71.14,71.42,71.67
Norfolk Island,SSP2-4.5,2020-2039,71.78,72.66,73.25
Norfolk Island,SSP2-4.5,2040-2059,72.47,73.32,74.17
Norfolk Island,SSP2-4.5,2080-2099,73.31,74.04,75.35
Nigeria,SSP2-4.5,1986-2005,78.99,79.64,80.12
Nigeria,SSP2-4.5,2020-2039,80.21,81.26,81.77
Nigeria,SSP2-4.5,2040-2059,80.81,82.04,83.33
Nigeria,SSP2-4.5,2080-2099,81.72,83.45,84.34
Nicaragua,SSP2-4.5,1986-2005,76.52,76.82,77.13
Nicaragua,SSP2-4.5,2020-2039,78.03,78.36,78.87
Nicaragua,SSP2-4.5,2040-2059,78.52,79.21,79.97
Nicaragua,SSP2-4.5,2080-2099,79.26,80.37,81.67
Niue,SSP2-4.5,1986-2005,78.92,79.05,79.38
Niue,SSP2-4.5,2020-2039,79.93,80.09,80.50
Niue,SSP2-4.5,2040-2059,80.20,80.54,81.19
Niue,SSP2-4.5,2080-2099,80.63,81.24,82.53
Netherlands,SSP2-4.5,1986-2005,45.10,46.21,46.80
Netherlands,SSP2-4.5,2020-2039,46.87,47.60,49.58
Netherlands,SSP2-4.5,2040-2059,47.34,48.24,49.98
Netherlands,SSP2-4.5,2080-2099,48.00,49.21,50.66
Norway,SSP2-4.5,1986-2005,23.37,25.30,26.85
Norway,SSP2-4.5,2020-2039,26.24,27.89,29.18
Norway,SSP2-4.5,2040-2059,26.12,28.90,31.33
Norway,SSP2-4.5,2080-2099,27.33,30.15,32.24
Nepal,SSP2-4.5,1986-2005,53.46,54.02,54.98
Nepal,SSP2-4.5,2020-2039,55.17,55.76,56.47
Nepal,SSP2-4.5,2040-2059,56.06,56.88,57.92
Nepal,SSP2-4.5,2080-2099,57.18,58.24,60.12
Nauru,SSP2-4.5,1986-2005,80.25,80.59,80.84
Nauru,SSP2-4.5,2020-2039,81.17,81.76,82.27
Nauru,SSP2-4.5,2040-2059,81.94,82.34,83.54
Nauru,SSP2-4.5,2080-2099,82.49,83.39,84.42
New Zealand,SSP2-4.5,1986-2005,59.61,60.02,60.30
New Zealand,SSP2-4.5,2020-2039,60.64,61.01,61.39
New Zealand,SSP2-4.5,2040-2059,61.05,61.68,62.86
New Zealand,SSP2-4.5,2080-2099,61.98,62.51,63.25
Oman,SSP2-4.5,1986-2005,68.06,68.85,69.14
Oman,SSP2-4.5,2020-2039,70.06,70.56,71.55
Oman,SSP2-4.5,2040-2059,70.99,71.53,72.59
Oman,SSP2-4.5,2080-2099,71.70,73.05,74.89
Pakistan,SSP2-4.5,1986-2005,42.93,43.44,43.94
Pakistan,SSP2-4.5,2020-2039,44.94,45.66,46.36
Pakistan,SSP2-4.5,2040-2059,46.29,46.92,47.49
Pakistan,SSP2-4.5,2080-2099,47.17,48.61,50.58
Panama,SSP2-4.5,1986-2005,77.06,77.33,77.48
Panama,SSP2-4.5,2020-2039,78.40,78.61,79.10
Panama,SSP2-4.5,2040-2059,78.97,79.34,79.96
Panama,SSP2-4.5,2080-2099,79.36,80.22,81.28
Pitcairn,SSP2-4.5,1986-2005,75.56,75.95,76.28
Pitcairn,SSP2-4.5,2020-2039,76.30,76.84,77.29
Pitcairn,SSP2-4.5,2040-2059,76.75,77.14,77.92
Pitcairn,SSP2-4.5,2080-2099,77.10,77.69,78.82
Peru,SSP2-4.5,1986-2005,63.39,63.70,63.98
Peru,SSP2-4.5,2020-2039,64.63,65.20,65.65
Peru,SSP2-4.5,2040-2059,65.39,65.99,66.52
Peru,SSP2-4.5,2080-2099,65.81,67.02,68.31
Philippines,SSP2-4.5,1986-2005,77.28,77.62,77.85
Philippines,SSP2-4.5,2020-2039,78.53,78.91,79.24
Philippines,SSP2-4.5,2040-2059,79.08,79.59,80.08
Philippines,SSP2-4.5,2080-2099,79.40,80.24,81.35
Palau,SSP2-4.5,1986-2005,79.94,80.14,80.28
Palau,SSP2-4.5,2020-2039,81.06,81.34,81.66
Palau,SSP2-4.5,2040-2059,81.68,81.96,82.41
Palau,SSP2-4.5,2080-2099,81.99,82.75,83.71
Papua New Guinea,SSP2-4.5,1986-2005,75.03,75.32,75.45
Papua New Guinea,SSP2-4.5,2020-2039,76.28,76.50,76.82
Papua New Guinea,SSP2-4.5,2040-2059,76.74,77.15,77.70
Papua New Guinea,SSP2-4.5,2080-2099,77.26,78.03,79.07
Poland,SSP2-4.5,1986-2005,28.18,29.99,30.40
Poland,SSP2-4.5,2020-2039,31.37,32.33,35.18
Poland,SSP2-4.5,2040-2059,31.37,33.60,36.39
Poland,SSP2-4.5,2080-2099,32.54,34.58,37.35
Puerto Rico,SSP2-4.5,1986-2005,75.35,75.57,75.76
Puerto Rico,SSP2-4.5,2020-2039,76.50,77.01,77.37
Puerto Rico,SSP2-4.5,2040-2059,77.14,77.61,78.20
Puerto Rico,SSP2-4.5,2080-2099,77.57,78.50,79.60
"Korea, Democratic People's Republic of",SSP2-4.5,1986-2005,18.89,19.72,21.46
"Korea, Democratic People's Republic of",SSP2-4.5,2020-2039,21.48,22.69,23.43
"Korea, Democratic People's Republic of",SSP2-4.5,2040-2059,22.24,23.87,25.31
"Korea, Democratic People's Republic of",SSP2-4.5,2080-2099,23.42,25.41,26.73
Portugal,SSP2-4.5,1986-2005,49.78,50.50,50.90
Portugal,SSP2-4.5,2020-2039,50.77,51.78,52.50
Portugal,SSP2-4.5,2040-2059,51.53,52.13,53.13
Portugal,SSP2-4.5,2080-2099,52.20,53.15,54.34
Paraguay,SSP2-4.5,1986-2005,80.06,80.49,80.91
Paraguay,SSP2-4.5,2020-2039,81.49,82.00,83.52
Paraguay,SSP2-4.5,2040-2059,81.78,82.71,84.29
Paraguay,SSP2-4.5,2080-2099,82.57,84.15,85.55
"Palestine, State of",SSP2-4.5,1986-2005,55.36,56.25,56.82
"Palestine, State of",SSP2-4.5,2020-2039,57.76,58.38,59.24
"Palestine, State of",SSP2-4.5,2040-2059,58.34,58.87,60.06
"Palestine, State of",SSP2-4.5,2080-2099,58.62,59.96,61.95
French Polynesia,SSP2-4.5,1986-2005,78.16,78.49,78.63
French Polynesia,SSP2-4.5,2020-2039,79.16,79.48,79.83
French Polynesia,SSP2-4.5,2040-2059,79.53,79.95,80.65
French Polynesia,SSP2-4.5,2080-2099,80.07,80.64,81.86
Qatar,SSP2-4.5,1986-2005,64.81,65.43,65.93
Qatar,SSP2-4.5,2020-2039,67.02,67.42,68.68
Qatar,SSP2-4.5,2040-2059,67.60,68.30,69.87
Qatar,SSP2-4.5,2080-2099,68.59,69.90,71.48
Réunion,SSP2-4.5,1986-2005,75.19,75.31,75.54
Réunion,SSP2-4.5,2020-2039,76.20,76.39,77.04
Réunion,SSP2-4.5,2040-2059,76.60,77.17,77.82
Réunion,SSP2-4.5,2080-2099,77.06,78.00,78.89
Romania,SSP2-4.5,1986-2005,27.81,29.30,30.94
Romania,SSP2-4.5,2020-2039,30.77,32.76,35.39
Romania,SSP2-4.5,2040-2059,32.02,33.50,36.16
Romania,SSP2-4.5,2080-2099,33.01,34.89,37.14
Russian Federation,SSP2-4.5,1986-2005,9.73,11.48,13.00
Russian Federation,SSP2-4.5,2020-2039,13.10,14.95,16.22
Russian Federation,SSP2-4.5,2040-2059,13.94,16.27,17.54
Russian Federation,SSP2-4.5,2080-2099,15.97,18.01,20.75
Rwanda,SSP2-4.5,1986-2005,66.42,66.65,66.84
Rwanda,SSP2-4.5,2020-2039,67.46,67.79,68.48
Rwanda,SSP2-4.5,2040-2059,68.10,68.55,69.66
Rwanda,SSP2-4.5,2080-2099,68.63,69.64,71.15
Saudi Arabia,SSP2-4.5,1986-2005,60.79,61.73,62.22
Saudi Arabia,SSP2-4.5,2020-2039,63.14,63.72,64.64
Saudi Arabia,SSP2-4.5,2040-2059,63.79,64.54,65.91
Saudi Arabia,SSP2-4.5,2080-2099,64.76,66.10,67.87
Sudan,SSP2-4.5,1986-2005,75.10,75.98,76.52
Sudan,SSP2-4.5,2020-2039,77.20,77.74,78.58
Sudan,SSP2-4.5,2040-2059,77.85,78.58,79.75
Sudan,SSP2-4.5,2080-2099,78.69,80.04,82.39
Senegal,SSP2-4.5,1986-2005,78.18,78.36,78.80
Senegal,SSP2-4.5,2020-2039,79.63,80.26,80.92
Senegal,SSP2-4.5,2040-2059,80.71,81.03,82.10
Senegal,SSP2-4.5,2080-2099,81.25,82.38,83.90
Singapore,SSP2-4.5,1986-2005,79.04,79.17,79.39
Singapore,SSP2-4.5,2020-2039,80.24,80.46,80.81
Singapore,SSP2-4.5,2040-2059,80.73,81.10,81.96
Singapore,SSP2-4.5,2080-2099,81.30,81.95,83.09
South Georgia and the South Sandwich Islands,SSP2-4.5,1986-2005,33.47,34.35,34.96
South Georgia and the South Sandwich Islands,SSP2-4.5,2020-2039,34.08,35.01,35.93
South Georgia and the South Sandwich Islands,SSP2-4.5,2040-2059,34.44,34.93,36.83
South Georgia and the South Sandwich Islands,SSP2-4.5,2080-2099,34.81,35.51,37.46
"Saint Helena, Ascension and Tristan da Cunha",SSP2-4.5,1986-2005,70.01,70.20,70.32
"Saint Helena, Ascension and Tristan da Cunha",SSP2-4.5,2020-2039,71.03,71.26,71.67
"Saint Helena, Ascension and Tristan da Cunha",SSP2-4.5,2040-2059,71.37,71.89,72.44
"Saint Helena, Ascension and Tristan da Cunha",SSP2-4.5,2080-2099,71.84,72.52,73.57
Solomon Islands,SSP2-4.5,1986-2005,79.94,80.21,80.34
Solomon Islands,SSP2-4.5,2020-2039,81.06,81.27,81.58
Solomon Islands,SSP2-4.5,2040-2059,81.47,81.92,82.41
Solomon Islands,SSP2-4.5,2080-2099,82.07,82.82,83.60
Sierra Leone,SSP2-4.5,1986-2005,79.48,79.98,80.93
Sierra Leone,SSP2-4.5,2020-2039,80.65,81.95,82.39
Sierra Leone,SSP2-4.5,2040-2059,80.97,82.66,83.54
Sierra Leone,SSP2-4.5,2080-2099,82.17,83.61,84.62
El Salvador,SSP2-4.5,1986-2005,77.55,77.83,78.37
El Salvador,SSP2-4.5,2020-2039,78.97,79.35,79.70
El Salvador,SSP2-4.5,2040-2059,79.65,80.11,80.84
El Salvador,SSP2-4.5,2080-2099,80.01,80.97,82.20
San Marino,SSP2-4.5,1986-2005,39.48,40.32,41.25
San Marino,SSP2-4.5,2020-2039,41.48,42.64,44.40
San Marino,SSP2-4.5,2040-2059,42.34,43.35,44.84
San Marino,SSP2-4.5,2080-2099,42.77,44.88,46.56
Somalia,SSP2-4.5,1986-2005,80.08,80.43,81.02
Somalia,SSP2-4.5,2020-2039,81.41,81.90,82.55
Somalia,SSP2-4.5,2040-2059,81.95,82.67,83.59
Somalia,SSP2-4.5,2080-2099,82.79,83.77,85.21
Saint Pierre and Miquelon,SSP2-4.5,1986-2005,29.34,30.26,31.01
Saint Pierre and Miquelon,SSP2-4.5,2020-2039,31.48,33.24,34.48
Saint Pierre and Miquelon,SSP2-4.5,2040-2059,32.44,34.41,35.35
Saint Pierre and Miquelon,SSP2-4.5,2080-2099,32.67,35.45,38.31
Serbia,SSP2-4.5,1986-2005,31.26,32.31,34.31
Serbia,SSP2-4.5,2020-2039,33.94,35.78,38.13
Serbia,SSP2-4.5,2040-2059,35.15,36.94,38.88
Serbia,SSP2-4.5,2080-2099,35.79,37.70,39.69
South Sudan,SSP2-4.5,1986-2005,83.49,84.07,84.40
South Sudan,SSP2-4.5,2020-2039,84.63,85.32,86.33
South Sudan,SSP2-4.5,2040-2059,84.80,86.15,87.21
South Sudan,SSP2-4.5,2080-2099,85.64,87.68,88.94
Sao Tome and Principe,SSP2-4.5,1986-2005,79.19,79.41,79.58
Sao Tome and Principe,SSP2-4.5,2020-2039,80.34,80.65,80.95
Sao Tome and Principe,SSP2-4.5,2040-2059,80.76,81.40,81.94
Sao Tome and Principe,SSP2-4.5,2080-2099,81.22,82.24,83.11
Suriname,SSP2-4.5,1986-2005,78.01,78.77,79.12
Suriname,SSP2-4.5,2020-2039,79.44,80.33,80.77
Suriname,SSP2-4.5,2040-2059,80.39,80.98,82.23
Suriname,SSP2-4.5,2080-2099,80.88,82.03,83.53
Slovakia,SSP2-4.5,1986-2005,27.56,29.41,29.94
Slovakia,SSP2-4.5,2020-2039,30.72,31.95,35.41
Slovakia,SSP2-4.5,2040-2059,31.50,33.10,36.09
Slovakia,SSP2-4.5,2080-2099,32.06,34.39,36.91
Slovenia,SSP2-4.5,1986-2005,31.78,32.75,33.81
Slovenia,SSP2-4.5,2020-2039,34.28,35.45,38.40
Slovenia,SSP2-4.5,2040-2059,35.15,36.71,38.85
Slovenia,SSP2-4.5,2080-2099,35.69,37.74,39.50
Sweden,SSP2-4.5,1986-2005,24.82,26.50,28.19
Sweden,SSP2-4.5,2020-2039,28.57,29.25,31.00
Sweden,SSP2-4.5,2040-2059,28.09,30.36,33.42
Sweden,SSP2-4.5,2080-2099,29.25,31.23,34.22
Eswatini,SSP2-4.5,1986-2005,73.18,73.46,73.82
Eswatini,SSP2-4.5,2020-2039,74.27,74.81,75.17
Eswatini,SSP2-4.5,2040-2059,74.86,75.58,76.30
Eswatini,SSP2-4.5,2080-2099,75.53,76.55,77.67
