Field Name,Country,Country_iso3,Region,Latitude,Longitude,Location,gwp,ch4_gwp_potential,Upstream Methane Emission Rate (NGSI Standard %),Upstream Methane Intensity (kgCH4/boe),Midstream Methane Intensity (kgCH4/boe),Downstream Methane Intensity (kgCH4/boe),Upstream Carbon Dioxide Intensity (kgCO2/boe),Midstream Carbon Dioxide Intensity (kgCO2/boe),Downstream Carbon Dioxide Intensity (kgCO2/boe),Total Emissions Intensity (kgCO2eq/boe),Total Carbon Dioxide Intensity (kgCO2/boe),Industry GHG Responsibility (kgCO2eq/boe),Consumer GHG Responsibility (kgCO2eq/boe),Sulfur Content Weight Percent,API Category,Enhanced recovery,Fracked,Dry Gas,Flaring-to-Oil Ratio (scf flared/bbl),Energy Output of Oil and Gas Produced (MJ/d),Energy Output of Petroleum Products (MJ/d),Breakeven Oil Price (usd/bbl),Breakeven Gas Price (usd/kcf),Flare Rate,Oil or Gas or Condensate,Resource Type,Sour or Sweet
Abana,Cameroon,CMR,West Africa,4.1883,8.4868,Offshore,20,82.5,0.0,1.51646,0.00456,0.02176,40.39746,58.22485,390.57739,632.12125,507.29055,229.98585,402.13541,0.34787,Regular,1,False,0,342.6398,17792504.14688,16904298.04807,65.5,0.0,High Flare,Oil,Medium Oil,Sweet Oil
Abana,Cameroon,CMR,West Africa,4.1883,8.4868,Offshore,100,29.8,0.0,1.51646,0.00446,0.0217,40.39746,57.89893,390.65803,551.48816,507.04528,149.52494,401.96321,0.34787,Regular,1,False,0,342.6398,17792504.14688,16904298.04807,65.5,0.0,High Flare,Oil,Medium Oil,Sweet Oil
Abqaiq,Saudi Arabia,SAU,Middle East,25.9722,49.7631,Onshore,20,82.5,0.0,0.81789,0.00417,0.0218,50.89731,53.99682,356.97793,545.13609,474.99996,172.09188,373.0442,1.89636,Regular,1,False,0,128.34808,712989175.66179,587737276.37271,28.4,0.0,High Flare,Oil,Light Oil,Sour Oil
Abqaiq,Saudi Arabia,SAU,Middle East,25.9722,49.7631,Onshore,100,29.8,0.0,0.81789,0.00408,0.02174,50.89731,53.67549,357.08254,501.35315,474.78325,128.488,372.86515,1.89636,Regular,1,False,0,128.34808,712989175.66179,587737276.37271,28.4,0.0,High Flare,Oil,Light Oil,Sour Oil
Abu El Gharadiq,Egypt,EGY,North Africa,29.6723,28.5337,Onshore,20,82.5,0.0,2.08497,0.00458,0.02119,48.20841,58.645,363.88964,648.10884,481.41728,275.29911,372.80973,0.71726,Regular,1,False,0,372.9,211959.13468,193492.97287,16.5,0.0,High Flare,Oil,Light Oil,Sour Oil
Abu El Gharadiq,Egypt,EGY,North Africa,29.6723,28.5337,Onshore,100,29.8,0.0,2.08497,0.00448,0.02111,48.20841,58.23013,363.96866,537.43234,481.08143,164.84522,372.58713,0.71726,Regular,1,False,0,372.9,211959.13468,193492.97287,16.5,0.0,High Flare,Oil,Light Oil,Sour Oil
Abushar,Iran,IRN,Middle East,29.2715,49.4904,Offshore,20,82.5,0.56239,1.01886,0.00394,0.0203,23.56588,51.16116,386.59981,558.19941,473.50208,160.45362,397.7458,2.54745,Regular,1,False,0,209.66395,445522932.76677,378968433.16392,10.5,0.0,High Flare,Oil,Medium Oil,Sour Oil
Abushar,Iran,IRN,Middle East,29.2715,49.4904,Offshore,100,29.8,0.56239,1.01886,0.00385,0.02025,23.56588,50.87513,386.67451,503.87588,473.29075,106.2797,397.59619,2.54745,Regular,1,False,0,209.66395,445522932.76677,378968433.16392,10.5,0.0,High Flare,Oil,Medium Oil,Sour Oil
AfiesereEriemu,Nigeria,NGA,West Africa,5.5394,6.0263,Onshore,20,82.5,0.54179,1.4573,0.00421,0.02089,43.17268,55.49103,380.5941,615.13178,495.60935,223.35731,391.77447,0.93296,Regular,0,False,0,373.1,49975564.43499,44579503.64779,17.3,0.0,High Flare,Oil,Medium Oil,Sour Oil
AfiesereEriemu,Nigeria,NGA,West Africa,5.5394,6.0263,Onshore,100,29.8,0.54179,1.4573,0.00411,0.02083,43.17268,55.15867,380.67376,537.63841,495.35665,146.03724,391.60117,0.93296,Regular,0,False,0,373.1,49975564.43499,44579503.64779,17.3,0.0,High Flare,Oil,Medium Oil,Sour Oil
Agbami,Nigeria,NGA,West Africa,3.4556,5.572,Offshore,20,82.5,0.0,1.19542,0.0,0.01779,35.11028,21.83756,420.03941,597.27934,494.25515,172.49865,424.78069,0.08167,Light,1,False,0,165.02339,575096955.68503,593882871.46478,17.8,0.0,High Flare,NGL/Condensate,Condensate,Sweet Gas
Agbami,Nigeria,NGA,West Africa,3.4556,5.572,Offshore,100,29.8,0.0,1.19542,0.0,0.01779,35.11028,21.39143,420.05082,533.69089,493.82042,108.9102,424.78069,0.08167,Light,1,False,0,165.02339,575096955.68503,593882871.46478,17.8,0.0,High Flare,NGL/Condensate,Condensate,Sweet Gas
Agha Jari,Iran,IRN,Middle East,30.7746,49.7916,Onshore,20,82.5,0.0,5.45072,0.00449,0.0214,122.47392,57.74685,375.649,1015.7041,568.29664,629.44443,386.25966,1.40286,Regular,1,False,0,2023.831,352441359.1586,326879067.90598,11.3,0.0,Ultra High Flare,Oil,Light Oil,Sour Oil
Agha Jari,Iran,IRN,Middle East,30.7746,49.7916,Onshore,100,29.8,0.0,5.45072,0.00439,0.02134,122.47392,57.38232,375.72982,727.70455,568.01293,341.63811,386.06644,1.40286,Regular,1,False,0,2023.831,352441359.1586,326879067.90598,11.3,0.0,Ultra High Flare,Oil,Light Oil,Sour Oil
Ahdab,Iraq,IRQ,Middle East,32.378,45.6635,Onshore,20,82.5,0.06922,1.5214,0.0044,0.02195,44.1401,56.13809,404.24885,650.69938,522.79349,233.4839,417.21548,8.13339,Regular,1,False,0,408.7,288382979.04278,278383910.45648,17.5,0.0,High Flare,Oil,Medium Oil,Sour Oil
Ahdab,Iraq,IRQ,Middle East,32.378,45.6635,Onshore,100,29.8,0.06922,1.5214,0.0043,0.0219,44.1401,55.85476,404.33049,569.8495,522.5918,152.77953,417.06998,8.13339,Regular,1,False,0,408.7,288382979.04278,278383910.45648,17.5,0.0,High Flare,Oil,Medium Oil,Sour Oil
Ahwaz,Iran,IRN,Middle East,31.1678,49.2684,Onshore,20,82.5,0.26072,0.88922,0.00384,0.02067,45.43774,53.6648,380.12148,564.94049,491.70704,173.89372,391.04677,2.38689,Regular,1,False,0,104.81548,2416622856.74907,2195487764.66486,10.9,0.0,High Flare,Oil,Medium Oil,Sour Oil
Ahwaz,Iran,IRN,Middle East,31.1678,49.2684,Onshore,100,29.8,0.26072,0.88922,0.00376,0.02061,45.43774,53.33246,380.19704,517.40223,491.45026,126.51538,390.88685,2.38689,Regular,1,False,0,104.81548,2416622856.74907,2195487764.66486,10.9,0.0,High Flare,Oil,Medium Oil,Sour Oil
Akpo-Egina (OML 130),Nigeria,NGA,West Africa,3.0733,6.75487,Offshore,20,82.5,0.6244,0.71222,0.00439,0.06245,18.03564,28.4745,422.1879,553.19722,488.83575,122.96815,430.22908,0.17125,Regular,1,False,0,38.08317,1331406467.15844,1230042024.22531,24.10783,0.0,Medium Flare,Oil,Light Oil,Sweet Oil
Akpo-Egina (OML 130),Nigeria,NGA,West Africa,3.0733,6.75487,Offshore,100,29.8,0.6244,0.71222,0.00429,0.06242,18.03564,28.18351,422.21205,511.74876,488.56891,83.91027,427.83849,0.17125,Regular,1,False,0,38.08317,1331406467.15844,1230042024.22531,24.10783,0.0,Medium Flare,Oil,Light Oil,Sweet Oil
Al Shaheen,Qatar,QAT,Middle East,26.5916,51.9571,Offshore,20,82.5,0.0,0.77704,0.0041,0.02163,62.92871,55.92842,391.11211,595.22154,529.71571,191.58026,403.64129,2.36266,Regular,0,False,0,92.58988,1683085384.03615,1608130467.73505,13.6,0.0,High Flare,Oil,Medium Oil,Sour Oil
Al Shaheen,Qatar,QAT,Middle East,26.5916,51.9571,Offshore,100,29.8,0.0,0.77704,0.00401,0.02157,62.92871,55.61028,391.19406,553.58848,529.47951,150.10291,403.48557,2.36266,Regular,0,False,0,92.58988,1683085384.03615,1608130467.73505,13.6,0.0,High Flare,Oil,Medium Oil,Sour Oil
Al-Nouf (x-Al-Dabbiya),United Arab Emirates,ARE,Middle East,24.2833,53.9501,Offshore,20,82.5,0.31186,0.78988,0.00458,0.01959,19.72188,53.28152,361.85453,508.18247,448.16342,138.14283,370.03964,0.704,Light,1,False,0,0.72433,686678995.89241,529154486.22427,14.6,0.0,Very Low Flare,Oil,Light Oil,Sour Oil
Al-Nouf (x-Al-Dabbiya),United Arab Emirates,ARE,Middle East,24.2833,53.9501,Offshore,100,29.8,0.31186,0.78988,0.00448,0.01951,19.72188,52.92988,361.92812,465.83935,447.88537,96.0087,369.83065,0.704,Light,1,False,0,0.72433,686678995.89241,529154486.22427,14.6,0.0,Very Low Flare,Oil,Light Oil,Sour Oil
Alaska North Slope,United States,USA,North America,70.2678,-148.881,Onshore,20,82.5,0.0,0.5891,0.00389,0.0213,59.2771,56.43298,382.92584,566.52271,518.22733,172.27977,394.24294,0.84632,Regular,1,False,0,58.81522,2012272024.76466,1898308791.69863,32.7,0.0,High Flare,Oil,Medium Oil,Sour Oil
Alaska North Slope,United States,USA,North America,70.2678,-148.881,Onshore,100,29.8,0.0,0.5891,0.00381,0.02124,59.2771,56.07658,383.00475,534.76976,517.94983,140.6952,394.07456,0.84632,Regular,1,False,0,58.81522,2012272024.76466,1898308791.69863,32.7,0.0,High Flare,Oil,Medium Oil,Sour Oil
Alba,Equatorial Guinea,GNQ,West Africa,3.9892,8.5449,Offshore,20,82.5,0.9164,0.72764,0.0,0.32954,12.9575,7.32415,313.27312,525.9108,411.95843,185.04314,340.86766,0.03243,Light,1,False,0,0.0,614223398.89281,169907860.92456,0.0,2.9,No Flare Info,Gas,Wet gas,Sweet Gas
Alba,Equatorial Guinea,GNQ,West Africa,3.9892,8.5449,Offshore,100,29.8,0.9164,0.72764,0.0,0.32954,12.9575,7.1737,313.27327,453.6813,411.80813,129.72365,323.95765,0.03243,Light,1,False,0,0.0,614223398.89281,169907860.92456,0.0,2.9,No Flare Info,Gas,Wet gas,Sweet Gas
Albacora,Brazil,BRA,South America,-22.1213,-39.8376,Offshore,20,82.5,0.24158,0.78153,0.00496,0.03103,27.62301,63.46816,409.74286,588.27978,517.56079,161.3393,426.94048,0.56293,Heavy Oil 20-23,1,False,0,82.72209,283439132.92019,265222720.68399,51.6,0.0,High Flare,Oil,Heavy Oil,Sour Oil
Albacora,Brazil,BRA,South America,-22.1213,-39.8376,Offshore,100,29.8,0.24158,0.78153,0.00484,0.03099,27.62301,63.18628,409.83884,546.40434,517.3749,119.60319,426.80116,0.56293,Heavy Oil 20-23,1,False,0,82.72209,283439132.92019,265222720.68399,51.6,0.0,High Flare,Oil,Heavy Oil,Sour Oil
Aliso Canyon,United States,USA,North America,34.3228,-119.3145,Onshore,20,82.5,0.0,1.01023,0.0045,0.02203,95.92207,57.19088,398.8877,647.84742,562.4753,235.84149,412.00593,0.49993,Regular,1,False,0,64.3,640210.39188,611565.07937,62.2,0.0,High Flare,Oil,Medium Oil,Sweet Oil
Aliso Canyon,United States,USA,North America,34.3228,-119.3145,Onshore,100,29.8,0.0,1.01023,0.00439,0.02198,95.92207,56.90089,398.97181,593.92976,562.26943,182.0773,411.85246,0.49993,Regular,1,False,0,64.3,640210.39188,611565.07937,62.2,0.0,High Flare,Oil,Medium Oil,Sweet Oil
Amal,Egypt,EGY,North Africa,28.0728,33.5694,Offshore,20,82.5,0.78243,1.37966,0.00317,0.12867,29.36979,43.4589,353.94119,575.08043,447.29647,204.88811,370.19232,0.71726,Regular,1,False,0,372.9,95822337.03485,67835788.03521,37.0,0.0,High Flare,Oil,Light Oil,Sour Oil
Amal,Egypt,EGY,North Africa,28.0728,33.5694,Offshore,100,29.8,0.78243,1.37966,0.0031,0.12861,29.36979,43.14975,353.99858,491.02647,447.04471,126.84771,364.17876,0.71726,Regular,1,False,0,372.9,95822337.03485,67835788.03521,37.0,0.0,High Flare,Oil,Light Oil,Sour Oil
Amenam-Kpono,Nigeria,NGA,West Africa,4.1301,7.5325,Offshore,20,82.5,0.51859,1.00515,0.00559,0.12127,31.9923,29.16528,387.82064,569.67898,477.01305,169.78188,399.8971,0.11066,Regular,1,False,0,170.43073,237060862.19901,183672796.25953,24.1,0.0,High Flare,Oil,Light Oil,Sweet Oil
Amenam-Kpono,Nigeria,NGA,West Africa,4.1301,7.5325,Offshore,100,29.8,0.51859,1.00515,0.00546,0.12124,31.9923,28.92532,387.84898,508.36307,476.80144,114.06512,394.29794,0.11066,Regular,1,False,0,170.43073,237060862.19901,183672796.25953,24.1,0.0,High Flare,Oil,Light Oil,Sweet Oil
Amherstia,Trinidad and Tobago,TTO,South America,9.9511,-60.4542,Offshore,20,82.5,1.10504,0.64006,0.0,0.46662,11.10659,0.0,288.39654,489.48364,361.0657,162.43739,327.04625,0.05725,Light,0,False,1,139.4,85463813.92956,549308.80524,0.0,3.1,Very Low Flare,Gas,Dry Gas,Sweet Gas
Amherstia,Trinidad and Tobago,TTO,South America,9.9511,-60.4542,Offshore,100,29.8,1.10504,0.64006,0.0,0.46662,11.10659,0.0,288.39654,407.51544,361.0657,104.77255,302.74289,0.05725,Light,0,False,1,139.4,85463813.92956,549308.80524,0.0,3.1,Very Low Flare,Gas,Dry Gas,Sweet Gas
Amistad,Ecuador,ECU,South America,-3.2652,-80.4735,Offshore,20,82.5,1.06878,0.83388,0.0,0.31276,15.6004,6.61904,306.86772,503.41303,384.99264,170.14927,333.26376,0.02524,Light,0,False,0,201.7,56286931.93285,17852204.22636,0.0,1.5,High Flare,Gas,Wet gas,Sweet Gas
Amistad,Ecuador,ECU,South America,-3.2652,-80.4735,Offshore,100,29.8,1.06878,0.83388,0.0,0.31276,15.6004,6.44653,306.86875,428.39864,384.82117,111.16016,317.23848,0.02524,Light,0,False,0,201.7,56286931.93285,17852204.22636,0.0,1.5,High Flare,Gas,Wet gas,Sweet Gas
Anadarko,United States,USA,North America,36.02277,-99.48015577089774,Onshore,20,82.5,0.90272,0.68528,0.00085,0.24256,12.96152,14.39007,337.10029,511.13955,416.8628,152.26702,358.87253,0.27241,Light,1,True,0,21.9938,6322667833.83086,2820047999.16579,0.0,1.41607,Medium Flare,Gas,Wet gas,Sweet Gas
Anadarko,United States,USA,North America,36.02277,-99.48015577089774,Onshore,100,29.8,0.90272,0.68528,0.00083,0.24255,12.96152,14.18888,337.11195,451.2725,416.67327,104.60219,346.67031,0.27241,Light,1,True,0,21.9938,6322667833.83086,2820047999.16579,0.0,1.41607,Medium Flare,Gas,Wet gas,Sweet Gas
Anguille,Gabon,GAB,West Africa,-0.8985,8.6703,Offshore,20,82.5,0.0,1.33269,0.00452,0.02182,44.89698,57.24622,387.27272,616.88639,506.3393,217.03776,399.84863,1.0851,Regular,1,False,0,199.63888,84514225.09803,79061919.13387,26.0,0.0,High Flare,Oil,Medium Oil,Sour Oil
Anguille,Gabon,GAB,West Africa,-0.8985,8.6703,Offshore,100,29.8,0.0,1.33269,0.00442,0.02176,44.89698,56.92909,387.35798,545.94945,506.10744,146.27113,399.67832,1.0851,Regular,1,False,0,199.63888,84514225.09803,79061919.13387,26.0,0.0,High Flare,Oil,Medium Oil,Sour Oil
Anyue-Moxi,China,CHN,East Asia,30.83686,105.83101,Onshore,20,82.5,1.14664,0.59381,0.0,0.47204,8.43808,0.08715,293.86452,453.92227,330.88215,120.95211,332.97017,0.00921,Light,0,True,0,63.3,895649640.15174,3616140.98529,0.0,2.26311,Very Low Flare,Gas,Wet gas,Sweet Gas
Anyue-Moxi,China,CHN,East Asia,30.83686,105.83101,Onshore,100,29.8,1.14664,0.59381,0.0,0.47204,8.43808,0.0853,293.86453,375.53158,330.88032,67.14178,308.38981,0.00921,Light,0,True,0,63.3,895649640.15174,3616140.98529,0.0,2.26311,Very Low Flare,Gas,Wet gas,Sweet Gas
Appomattox,United States,USA,North America,28.6024,-88.0202,Offshore,20,82.5,0.34079,0.75606,0.00405,0.02069,18.65424,55.82593,373.14576,526.60806,466.03782,143.07714,383.53092,1.15437,Regular,1,False,0,64.3,562642980.22693,507610287.22142,37.4,0.0,High Flare,Oil,Light Oil,Sour Oil
Appomattox,United States,USA,North America,28.6024,-88.0202,Offshore,100,29.8,0.34079,0.75606,0.00396,0.02062,18.65424,55.46408,373.22334,486.0507,465.75355,102.70107,383.34963,1.15437,Regular,1,False,0,64.3,562642980.22693,507610287.22142,37.4,0.0,High Flare,Oil,Light Oil,Sour Oil
Arkoma,United States,USA,North America,35.15741,-94.50043511159411,Onshore,20,82.5,1.15812,0.7375,6.511505734650331e-05,0.43179,8.56334,3.6831,324.98334,509.93383,380.53316,148.85713,361.07671,0.01645,Light,0,True,0,64.3,2078678449.68846,312904570.10704,0.0,2.20039,Medium Flare,Gas,Wet gas,Sweet Gas
Arkoma,United States,USA,North America,35.15741,-94.50043511159411,Onshore,100,29.8,1.15812,0.7375,6.362378458185464e-05,0.43179,8.56334,3.60685,324.98447,427.8361,380.45805,89.09265,338.74345,0.01645,Light,0,True,0,64.3,2078678449.68846,312904570.10704,0.0,2.20039,Medium Flare,Gas,Wet gas,Sweet Gas
Arkoma - coal bed methane,United States,USA,North America,34.5616,-94.8558,Onshore,20,82.5,1.09782,0.81147,0.0,0.53753,83.85309,0.0,294.85223,559.21787,407.69159,219.86231,339.35556,0.00216,Light,0,False,1,498.80375,32351432.10317,733725.93509,0.0,3.4,Medium Flare,Gas,Coal-bed Gas,Sour Gas
Arkoma - coal bed methane,United States,USA,North America,34.5616,-94.8558,Onshore,100,29.8,1.09782,0.81147,0.0,0.53753,83.85309,0.0,294.85223,462.64745,407.69159,151.32584,311.32161,0.00216,Light,0,False,1,498.80375,32351432.10317,733725.93509,0.0,3.4,Medium Flare,Gas,Coal-bed Gas,Sour Gas
Arlanskoye,Russian Federation,RUS,Russia,55.945,54.3559,Onshore,20,82.5,0.0,0.85237,0.00453,0.02173,45.99134,57.2918,386.93188,579.4314,509.59452,180.80772,398.62368,1.74592,Regular,1,False,0,34.08023,621001771.73057,585330744.01206,47.3,0.0,Medium Flare,Oil,Medium Oil,Sour Oil
Arlanskoye,Russian Federation,RUS,Russia,55.945,54.3559,Onshore,100,29.8,0.0,0.85237,0.00443,0.02167,45.99134,56.95777,387.01433,533.78954,509.34294,135.34311,398.44643,1.74592,Regular,1,False,0,34.08023,621001771.73057,585330744.01206,47.3,0.0,Medium Flare,Oil,Medium Oil,Sour Oil
Asab,United Arab Emirates,ARE,Middle East,23.2599,54.2536,Onshore,20,82.5,0.32488,0.85883,0.00457,0.01975,33.28374,54.69035,357.1928,522.64548,458.30934,157.59303,365.05245,1.03083,Light,1,False,0,36.25202,1837524152.54971,1414972924.25748,13.1,0.0,Medium Flare,Oil,Light Oil,Sour Oil
Asab,United Arab Emirates,ARE,Middle East,23.2599,54.2536,Onshore,100,29.8,0.32488,0.85883,0.00447,0.01967,33.28374,54.30206,357.26882,476.63243,457.99706,111.80783,364.8246,1.03083,Light,1,False,0,36.25202,1837524152.54971,1414972924.25748,13.1,0.0,Medium Flare,Oil,Light Oil,Sour Oil
Asgard,Norway,NOR,Western Europe,65.0789,7.4898,Offshore,20,82.5,0.5483,0.94251,0.00105,0.25138,18.67178,13.53043,320.27155,531.96457,416.60897,190.13135,341.83322,0.13742,Light,1,False,0,4.01839,508671378.37009,209423737.90441,0.0,7.0,Low Flare,Gas,Wet gas,Sweet Gas
Asgard,Norway,NOR,Western Europe,65.0789,7.4898,Offshore,100,29.8,0.5483,0.94251,0.00102,0.25137,18.67178,13.32002,320.28016,457.87848,416.40718,128.75507,329.12342,0.13742,Light,1,False,0,4.01839,508671378.37009,209423737.90441,0.0,7.0,Low Flare,Gas,Wet gas,Sweet Gas
Atoll,Egypt,EGY,North Africa,32.2262,31.8975,Offshore,20,82.5,1.15086,0.81173,0.0,0.38759,13.40021,4.3724,332.77071,516.47957,390.80447,151.03009,365.44948,0.32571,Light,0,False,0,372.9,222463316.78067,43036149.41365,0.0,3.6,High Flare,Gas,Wet gas,Sweet Gas
Atoll,Egypt,EGY,North Africa,32.2262,31.8975,Offshore,100,29.8,1.15086,0.81173,0.0,0.38759,13.40021,4.28208,332.77245,436.95847,390.7159,91.47989,345.47858,0.32571,Light,0,False,0,372.9,222463316.78067,43036149.41365,0.0,3.6,High Flare,Gas,Wet gas,Sweet Gas
Auca,Ecuador,ECU,South America,-0.6887,-76.8832,Onshore,20,82.5,0.0,1.44687,0.00449,0.02149,54.36507,55.61763,393.93153,636.74165,517.43732,231.85394,404.88771,0.94909,Regular,1,False,0,311.7814,244295367.66407,231133519.93551,14.6,0.0,High Flare,Oil,Medium Oil,Sour Oil
Auca,Ecuador,ECU,South America,-0.6887,-76.8832,Onshore,100,29.8,0.0,1.44687,0.00439,0.02143,54.36507,55.31313,394.00686,559.80086,517.20815,155.07396,404.72691,0.94909,Regular,1,False,0,311.7814,244295367.66407,231133519.93551,14.6,0.0,High Flare,Oil,Medium Oil,Sour Oil
Austin Chalk,United States,USA,North America,29.17856,-97.83556407091169,Onshore,20,82.5,0.77706,0.79864,0.00203,0.11959,21.25262,18.39529,378.50507,528.66537,444.68995,137.80295,390.86242,0.3883,Light,1,True,0,53.72243,1807449739.80418,1145031007.8731,0.0,1.20451,Medium Flare,Gas,Wet gas,Sweet Gas
Austin Chalk,United States,USA,North America,29.17856,-97.83556407091169,Onshore,100,29.8,0.77706,0.79864,0.00199,0.11958,21.25262,18.17208,378.52193,475.46128,444.48359,90.18783,385.27345,0.3883,Light,1,True,0,53.72243,1807449739.80418,1145031007.8731,0.0,1.20451,Medium Flare,Gas,Wet gas,Sweet Gas
Ayatsil,Mexico,MEX,North America,19.6254,-92.354,Offshore,20,82.5,0.0,1.42314,0.00542,0.03544,68.15835,68.29787,426.36633,705.29498,578.88847,258.90908,446.3859,4.16249,Extra Heavy Oil,1,False,0,290.6,708369803.54485,506005617.03941,25.7,0.0,High Flare,Oil,Extra-Heavy Oil,Sour Oil
Ayatsil,Mexico,MEX,North America,19.6254,-92.354,Offshore,100,29.8,0.0,1.42314,0.00529,0.03539,68.15835,68.03364,426.47203,629.59098,578.72994,183.33704,446.25394,4.16249,Extra Heavy Oil,1,False,0,290.6,708369803.54485,506005617.03941,25.7,0.0,High Flare,Oil,Extra-Heavy Oil,Sour Oil
Azeri,Azerbaijan,AZE,Central Asia,40.07828,51.23873,Offshore,20,82.5,1.14793,0.94664,0.00734,0.0644,31.72477,32.01004,438.1169,601.93716,517.35149,155.11763,446.81953,0.14808,Regular,0,False,0,33.65312,2682936663.7977,2556967261.74414,13.10119,0.0,Medium Flare,Oil,Light Oil,Sweet Oil
Azeri,Azerbaijan,AZE,Central Asia,40.07828,51.23873,Offshore,100,29.8,1.14793,0.94664,0.00717,0.06436,31.72477,31.82693,438.14978,546.83372,517.20126,102.45837,444.37535,0.14808,Regular,0,False,0,33.65312,2682936663.7977,2556967261.74414,13.10119,0.0,Medium Flare,Oil,Light Oil,Sweet Oil
Bab,United Arab Emirates,ARE,Middle East,23.84786,53.59191,Onshore,20,82.5,0.45256,0.88765,0.00191,0.10566,29.37866,30.52135,330.11833,509.09126,426.27665,167.14126,341.95,0.51369,Light,1,False,0,29.12397,6020815053.8371,4005201687.88472,0.0,0.7,Medium Flare,Gas,Wet gas,Sour Gas
Bab,United Arab Emirates,ARE,Middle East,23.84786,53.59191,Onshore,100,29.8,0.45256,0.88765,0.00186,0.10563,29.37866,30.19165,330.14913,454.92607,425.97775,117.8676,337.05847,0.51369,Light,1,False,0,29.12397,6020815053.8371,4005201687.88472,0.0,0.7,Medium Flare,Gas,Wet gas,Sour Gas
Bach Ho-Rong,Viet Nam,VNM,South East Asia,9.50331,108.00933,Offshore,20,82.5,0.85719,1.23328,0.00603,0.07336,40.89266,30.11864,413.14523,607.67829,498.38952,185.82401,421.85428,0.07228,Regular,0,False,0,326.55526,376128481.69217,314076137.75039,33.73241,0.0,High Flare,Oil,Light Oil,Sweet Oil
Bach Ho-Rong,Viet Nam,VNM,South East Asia,9.50331,108.00933,Offshore,100,29.8,0.85719,1.23328,0.00589,0.07332,40.89266,29.90042,413.17451,536.40327,498.20057,117.55915,418.84412,0.07228,Regular,0,False,0,326.55526,376128481.69217,314076137.75039,33.73241,0.0,High Flare,Oil,Light Oil,Sweet Oil
Bahr Es Salan,Libya,LBY,North Africa,33.73603,12.61079,Offshore,20,82.5,1.02007,0.72619,0.0,0.28418,18.24104,10.67501,309.66639,486.0783,374.03533,142.82012,343.25818,0.01927,Light,0,False,0,247.4105,501337581.21976,146606303.4544,0.0,4.02004,High Flare,Gas,Wet gas,Sweet Gas
Bahr Es Salan,Libya,LBY,North Africa,33.73603,12.61079,Offshore,100,29.8,1.02007,0.72619,0.0,0.28418,18.24104,10.52342,309.71423,419.92869,373.93157,91.04285,328.88584,0.01927,Light,0,False,0,247.4105,501337581.21976,146606303.4544,0.0,4.02004,High Flare,Gas,Wet gas,Sweet Gas
Bakken-CA,Canada,CAN,North America,49.59957,-103.46971244799984,Onshore,20,82.5,0.17159,0.49636,0.00408,0.02113,25.40915,57.47844,360.66712,497.31529,458.12932,124.87706,372.43823,1.24727,Light,1,True,0,12.81785,565271605.19964,492404246.00649,35.29375,0.0,Medium Flare,Oil,Light Oil,Sour Oil
Bakken-CA,Canada,CAN,North America,49.59957,-103.46971244799984,Onshore,100,29.8,0.17159,0.49636,0.00398,0.02106,25.40915,57.09918,360.75505,470.42538,457.83798,98.18546,372.23992,1.24727,Light,1,True,0,12.81785,565271605.19964,492404246.00649,35.29375,0.0,Medium Flare,Oil,Light Oil,Sour Oil
Bakken-US,United States,USA,North America,48.0102,-102.9056,Onshore,20,82.5,0.25364,0.57243,0.00477,0.01833,32.26293,29.97956,357.23428,486.44691,436.58064,119.29089,367.15601,0.097,Light,1,True,0,87.06113,11160736867.31911,8349800975.43084,24.1,0.0,High Flare,Oil,Light Oil,Sweet Oil
Bakken-US,United States,USA,North America,48.0102,-102.9056,Onshore,100,29.8,0.25364,0.57243,0.00466,0.0183,32.26293,29.72188,357.29343,455.64557,436.3821,88.5902,367.05537,0.097,Light,1,True,0,87.06113,11160736867.31911,8349800975.43084,24.1,0.0,High Flare,Oil,Light Oil,Sweet Oil
Baleia Azul,Brazil,BRA,South America,-21.339,-40.001,Offshore,20,82.5,0.36866,0.67448,0.00371,0.02098,16.07385,58.88367,380.01179,528.61295,469.94247,134.40534,394.20761,0.2679,Regular,1,False,0,3.20267,28404999.47915,24736696.29824,67.3,0.0,Low Flare,Oil,Medium Oil,Sweet Oil
Baleia Azul,Brazil,BRA,South America,-21.339,-40.001,Offshore,100,29.8,0.36866,0.67448,0.00363,0.02092,16.07385,58.57175,380.10088,492.4266,469.71965,98.3672,394.05941,0.2679,Regular,1,False,0,3.20267,28404999.47915,24736696.29824,67.3,0.0,Low Flare,Oil,Medium Oil,Sweet Oil
Baltim,Egypt,EGY,North Africa,31.706,31.1905,Offshore,20,82.5,1.13839,0.68773,0.0,0.43622,10.80301,0.0,269.61058,433.05622,311.81576,127.31394,305.74228,0.01927,Light,0,False,1,372.9,376723842.21656,28214382.79586,0.0,3.5,Medium Flare,Gas,Dry Gas,Sweet Gas
Baltim,Egypt,EGY,North Africa,31.706,31.1905,Offshore,100,29.8,1.13839,0.68773,0.0,0.43622,10.80301,0.0,269.61058,355.54048,311.81576,72.5182,283.02227,0.01927,Light,0,False,1,372.9,376723842.21656,28214382.79586,0.0,3.5,Medium Flare,Gas,Dry Gas,Sweet Gas
