Field Name,Country,Country_iso3,Region,Latitude,Longitude,Location,gwp,ch4_gwp_potential,Upstream Methane Emission Rate (NGSI Standard %),Upstream Methane Intensity (kgCH4/boe),Midstream Methane Intensity (kgCH4/boe),Downstream Methane Intensity (kgCH4/boe),Upstream Carbon Dioxide Intensity (kgCO2/boe),Midstream Carbon Dioxide Intensity (kgCO2/boe),Downstream Carbon Dioxide Intensity (kgCO2/boe),Total Emissions Intensity (kgCO2eq/boe),Total Carbon Dioxide Intensity (kgCO2/boe),Industry GHG Responsibility (kgCO2eq/boe),Consumer GHG Responsibility (kgCO2eq/boe),Sulfur Content Weight Percent,API Category,Enhanced recovery,Fracked,Dry Gas,Flaring-to-Oil Ratio (scf flared/bbl),Energy Output of Oil and Gas Produced (MJ/d),Energy Output of Petroleum Products (MJ/d),Breakeven Oil Price (usd/bbl),Breakeven Gas Price (usd/kcf),Flare Rate,Oil or Gas or Condensate,Resource Type,Sour or Sweet
El Mangrullo,Argentina,ARG,South America,-38.55021086133477,-69.49516277765176,Onshore,20,82.5,1.6467,0.7778,0.0,0.46656,11.67847,0.0,288.35632,583.41984,381.51529,256.41919,327.00064,0.01042,Regular,0,True,1,23309.73824,186949735.36248,348901.23205,0.0,2.13742,Medium Flare,Gas,Dry Gas,Sweet Gas
El Mangrullo,Argentina,ARG,South America,-38.55021086133477,-69.49516277765176,Onshore,100,29.8,1.6467,0.7778,0.0,0.46656,11.67847,0.0,288.35632,454.60144,381.51529,151.90077,302.70067,0.01042,Regular,0,True,1,23309.73824,186949735.36248,348901.23205,0.0,2.13742,Medium Flare,Gas,Dry Gas,Sweet Gas
El Porton,Argentina,ARG,South America,-37.1222,-69.6575,Onshore,20,82.5,1.48621,1.48835,0.00062,0.27706,31.07988,11.40107,368.85059,776.4695,570.7852,382.9435,393.526,0.46583,Regular,0,False,0,761.71499,19479050.78627,8971141.26765,0.0,3.2,High Flare,Gas,Wet gas,Sweet Gas
El Porton,Argentina,ARG,South America,-37.1222,-69.6575,Onshore,100,29.8,1.48621,1.48835,0.00061,0.27705,31.07988,11.21885,368.85919,646.07812,570.61157,266.52794,379.55018,0.46583,Regular,0,False,0,761.71499,19479050.78627,8971141.26765,0.0,3.2,High Flare,Gas,Wet gas,Sweet Gas
El Sharara,Libya,LBY,North Africa,26.5833,12.2,Onshore,20,82.5,0.0,1.12895,0.0083,0.01985,35.15597,39.00838,388.5074,561.69666,474.07502,169.18393,392.51273,0.06941,Light,1,False,0,100.17707,852980280.11208,833195523.56695,19.8,0.0,High Flare,Oil,Light Oil,Sweet Oil
El Sharara,Libya,LBY,North Africa,26.5833,12.2,Onshore,100,29.8,0.0,1.12895,0.00811,0.01979,35.15597,38.68952,388.55095,501.29623,473.79971,108.95213,392.3441,0.06941,Light,1,False,0,100.17707,852980280.11208,833195523.56695,19.8,0.0,High Flare,Oil,Light Oil,Sweet Oil
El Tordillo,Argentina,ARG,South America,-45.8604,-67.9369,Onshore,20,82.5,0.33883,1.02703,0.00376,0.02082,59.1297,50.16941,399.16113,607.69498,519.31843,195.56935,412.12563,0.17975,Regular,1,False,0,153.4,46292170.28018,40946030.31989,27.4,0.0,High Flare,Oil,Medium Oil,Sweet Oil
El Tordillo,Argentina,ARG,South America,-45.8604,-67.9369,Onshore,100,29.8,0.33883,1.02703,0.00367,0.02077,59.1297,49.91704,399.23855,552.9782,519.14349,140.97515,412.00305,0.17975,Regular,1,False,0,153.4,46292170.28018,40946030.31989,27.4,0.0,High Flare,Oil,Medium Oil,Sweet Oil
Elgin,United Kingdom,GBR,Western Europe,57.0122,1.84,Offshore,20,82.5,0.34971,0.52829,0.0,0.1001,24.46869,23.45504,305.08926,460.73362,383.26967,122.27152,338.4621,0.01026,Light,1,False,0,107.20535,287605686.45662,139841220.87948,28.0,0.0,High Flare,NGL/Condensate,Condensate,Sweet Gas
Elgin,United Kingdom,GBR,Western Europe,57.0122,1.84,Offshore,100,29.8,0.34971,0.52829,0.0,0.1001,24.46869,23.2077,305.20977,424.15198,383.14284,90.05036,334.10162,0.01026,Light,1,False,0,107.20535,287605686.45662,139841220.87948,28.0,0.0,High Flare,NGL/Condensate,Condensate,Sweet Gas
Elk Hills,United States,USA,North America,35.16,-119.33,Onshore,20,82.5,0.47311,0.87593,0.00177,0.12598,65.02216,34.66372,380.65143,594.61265,500.7174,195.6324,398.98025,2.12304,Regular,1,False,0,64.3,265074485.26335,196440920.70916,50.5,0.0,Medium Flare,Oil,Medium Oil,Sour Oil
Elk Hills,United States,USA,North America,35.16,-119.33,Onshore,100,29.8,0.47311,0.87593,0.00173,0.12596,65.02216,34.45939,380.69968,536.99075,500.56132,143.80798,393.18277,2.12304,Regular,1,False,0,64.3,265074485.26335,196440920.70916,50.5,0.0,Medium Flare,Oil,Medium Oil,Sour Oil
Erawan,Thailand,THA,South East Asia,9.1407,101.2957,Offshore,20,82.5,1.16854,0.81322,0.0,0.4216,14.6213,2.92335,314.54413,488.11899,361.76902,138.51078,349.60821,0.01002,Light,0,False,0,690.20272,59829063.2414,6240888.31093,0.0,4.7,High Flare,Gas,Wet gas,Sweet Gas
Erawan,Thailand,THA,South East Asia,9.1407,101.2957,Offshore,100,29.8,1.16854,0.81322,0.0,0.4216,14.6213,2.86436,314.54417,407.91641,361.71007,80.13817,327.77824,0.01002,Light,0,False,0,690.20272,59829063.2414,6240888.31093,0.0,4.7,High Flare,Gas,Wet gas,Sweet Gas
Erha,Nigeria,NGA,West Africa,5.4001,4.3419,Offshore,20,82.5,0.0,1.33041,0.00821,0.02186,30.83714,44.12067,431.43858,629.18096,524.20243,192.47652,436.70443,0.17828,Regular,1,False,0,197.48634,352036809.02778,366395587.04299,34.3,0.0,High Flare,Oil,Medium Oil,Sweet Oil
Erha,Nigeria,NGA,West Africa,5.4001,4.3419,Offshore,100,29.8,0.0,1.33041,0.00802,0.02179,30.83714,43.795,431.48813,558.14717,523.9263,121.61631,436.53086,0.17828,Regular,1,False,0,197.48634,352036809.02778,366395587.04299,34.3,0.0,High Flare,Oil,Medium Oil,Sweet Oil
Espoir,Cote dIvoire,CIV,West Africa,5.0119,-4.435900000000001,Offshore,20,82.5,0.5315,0.91988,0.005,0.01687,20.30477,24.8486,414.30873,543.50089,467.55689,124.98376,418.51713,0.30755,Regular,1,False,0,114.93468,46184538.74247,34079258.30563,152.3,0.0,High Flare,Oil,Medium Oil,Sweet Oil
Espoir,Cote dIvoire,CIV,West Africa,5.0119,-4.435900000000001,Offshore,100,29.8,0.5315,0.91988,0.00489,0.01685,20.30477,24.67635,414.33407,494.4696,467.40998,76.02365,418.44596,0.30755,Regular,1,False,0,114.93468,46184538.74247,34079258.30563,152.3,0.0,High Flare,Oil,Medium Oil,Sweet Oil
Estacion Fernandez Oro,Argentina,ARG,South America,-38.7523,-68.8259,Onshore,20,82.5,1.30913,0.66356,0.00074,0.35251,12.97775,5.19394,331.96649,614.79283,456.93324,252.90746,361.88537,0.46583,Regular,0,True,0,153.4,200788365.11269,34704599.11102,0.0,2.3,Medium Flare,Gas,Wet gas,Sweet Gas
Estacion Fernandez Oro,Argentina,ARG,South America,-38.7523,-68.8259,Onshore,100,29.8,1.30913,0.66356,0.00072,0.35251,12.97775,5.13803,331.97157,514.35369,456.8824,170.56647,343.78722,0.46583,Regular,0,True,0,153.4,200788365.11269,34704599.11102,0.0,2.3,Medium Flare,Gas,Wet gas,Sweet Gas
Etame,Gabon,GAB,West Africa,-3.7629,10.5133,Offshore,20,82.5,0.0,1.26768,0.00804,0.0225,31.46394,32.75707,482.93593,671.80998,565.92116,181.93086,489.87912,0.07064,Regular,1,False,0,167.04859,75882740.24659,84373411.83102,34.8,0.0,High Flare,Oil,Light Oil,Sweet Oil
Etame,Gabon,GAB,West Africa,-3.7629,10.5133,Offshore,100,29.8,0.0,1.26768,0.00785,0.02247,31.46394,32.57832,482.97574,604.22704,565.78223,114.44155,489.78549,0.07064,Regular,1,False,0,167.04859,75882740.24659,84373411.83102,34.8,0.0,High Flare,Oil,Light Oil,Sweet Oil
Ezanga,Gabon,GAB,West Africa,-1.1456,10.2595,Onshore,20,82.5,0.0,1.72147,0.00807,0.02284,46.04703,33.88049,488.68064,730.97905,587.66038,235.14098,495.83807,0.13565,Regular,1,False,0,384.75972,46859777.76924,52519227.87308,31.4,0.0,High Flare,Oil,Medium Oil,Sweet Oil
Ezanga,Gabon,GAB,West Africa,-1.1456,10.2595,Onshore,100,29.8,0.0,1.72147,0.00788,0.02281,46.04703,33.69791,488.72198,639.47368,587.51914,143.73235,495.74133,0.13565,Regular,1,False,0,384.75972,46859777.76924,52519227.87308,31.4,0.0,High Flare,Oil,Medium Oil,Sweet Oil
Fairview - coal bed methane,Australia,AUS,Oceania,-25.6128,148.9666,Onshore,20,82.5,0.95602,0.77899,0.0,0.55233,51.28563,0.0,302.96913,530.19071,399.24924,181.49298,348.69774,0.00216,Light,0,False,1,172.7,225359131.8603,146697.31905,0.0,2.0,Very Low Flare,Gas,Coal-bed Gas,Sour Gas
Fairview - coal bed methane,Australia,AUS,Oceania,-25.6128,148.9666,Onshore,100,29.8,0.95602,0.77899,0.0,0.55233,51.28563,0.0,302.96913,446.73783,399.24924,126.84588,319.89195,0.00216,Light,0,False,1,172.7,225359131.8603,146697.31905,0.0,2.0,Very Low Flare,Gas,Coal-bed Gas,Sour Gas
Fakka,Iraq,IRQ,Middle East,32.1613,47.5142,Onshore,20,82.5,0.0,1.65301,0.0045,0.02201,54.81455,56.23462,403.14034,671.01884,532.49356,254.97708,416.04176,8.13339,Heavy Oil 20-23,1,False,0,408.7,595199307.17223,570842760.37834,72.5,0.0,High Flare,Oil,Heavy Oil,Sour Oil
Fakka,Iraq,IRQ,Middle East,32.1613,47.5142,Onshore,100,29.8,0.0,1.65301,0.0044,0.02196,54.81455,55.95241,403.22236,583.22844,532.29336,167.33552,415.89292,8.13339,Heavy Oil 20-23,1,False,0,408.7,595199307.17223,570842760.37834,72.5,0.0,High Flare,Oil,Heavy Oil,Sour Oil
Fateh,United Arab Emirates,ARE,Middle East,25.4971,54.3842,Offshore,20,82.5,0.37149,1.0521,0.00377,0.0195,33.50287,50.3925,377.77134,562.69951,475.7969,174.66967,388.02984,1.9308,Regular,1,False,0,139.12342,295673031.54329,241143966.20344,54.0,0.0,High Flare,Oil,Light Oil,Sour Oil
Fateh,United Arab Emirates,ARE,Middle East,25.4971,54.3842,Offshore,100,29.8,0.37149,1.0521,0.00368,0.01945,33.50287,50.10895,377.84151,506.64378,475.58352,118.76043,387.88334,1.9308,Regular,1,False,0,139.12342,295673031.54329,241143966.20344,54.0,0.0,High Flare,Oil,Light Oil,Sour Oil
Fedorovskoye,Russian Federation,RUS,Russia,61.6479,73.7247,Onshore,20,82.5,0.31655,0.72174,0.00349,0.01999,37.02786,47.73966,397.97202,563.72204,502.09732,155.37027,408.35177,2.22347,Regular,1,False,0,17.88012,1450601236.89498,1277829414.25328,47.6,0.0,Medium Flare,Oil,Medium Oil,Sour Oil
Fedorovskoye,Russian Federation,RUS,Russia,61.6479,73.7247,Onshore,100,29.8,0.31655,0.72174,0.00341,0.01995,37.02786,47.48793,398.03554,525.11115,501.90911,116.87468,408.23647,2.22347,Regular,1,False,0,17.88012,1450601236.89498,1277829414.25328,47.6,0.0,Medium Flare,Oil,Medium Oil,Sour Oil
Filanovskoye,Russian Federation,RUS,Russia,44.994,48.5915,Offshore,20,82.5,0.06084,0.53788,0.00451,0.02106,12.26947,59.96409,359.39405,487.5607,449.39291,119.65843,367.90227,0.65365,Light,1,False,0,20.7006,588351491.14182,546780541.60998,29.7,0.0,Medium Flare,Oil,Light Oil,Sour Oil
Filanovskoye,Russian Federation,RUS,Russia,44.994,48.5915,Offshore,100,29.8,0.06084,0.53788,0.00441,0.02098,12.26947,59.51983,359.47318,458.39214,449.02778,90.7219,367.67024,0.65365,Light,1,False,0,20.7006,588351491.14182,546780541.60998,29.7,0.0,Medium Flare,Oil,Light Oil,Sour Oil
Firebag,Canada,CAN,North America,57.2218,-110.8643,Onshore,20,82.5,0.0,0.89952,0.0056,0.03788,98.4609,71.99236,431.43193,706.3736,621.7174,252.72028,453.65332,4.47002,Extra Heavy Oil,1,False,0,6.94694,1227388785.72343,884559771.49895,48.3,0.0,Medium Flare,Oil,Extra-Heavy Oil,Sour Oil
Firebag,Canada,CAN,North America,57.2218,-110.8643,Onshore,100,29.8,0.0,0.89952,0.00548,0.03783,98.4609,71.71965,431.5482,658.24395,621.56096,204.72766,453.51629,4.47002,Extra Heavy Oil,1,False,0,6.94694,1227388785.72343,884559771.49895,48.3,0.0,Medium Flare,Oil,Extra-Heavy Oil,Sour Oil
Foothills,Canada,CAN,North America,51.7719,-115.8245,Onshore,20,82.5,0.00128,0.47348,0.00028,0.02284,130.06054,42.07582,331.07473,585.99073,518.08405,217.14933,368.84141,0.61973,Regular,1,False,0,19.9,1314012257.1375,889291872.88761,16.8,0.0,Medium Flare,NGL/Condensate,Condensate,Sweet Gas
Foothills,Canada,CAN,North America,51.7719,-115.8245,Onshore,100,29.8,0.00128,0.47348,0.00028,0.02284,130.06054,41.89125,331.24974,560.65927,518.0745,191.84408,368.81519,0.61973,Regular,1,False,0,19.9,1314012257.1375,889291872.88761,16.8,0.0,Medium Flare,NGL/Condensate,Condensate,Sweet Gas
Fort Hills,Canada,CAN,North America,57.4653,-111.4674,Onshore,20,82.5,0.0,0.74891,0.0056,0.03745,27.56279,70.31678,428.27291,616.49149,544.56038,166.37467,450.11682,4.47002,Extra Heavy Oil,1,False,0,19.9,1030413865.89445,979416547.97792,63.9,0.0,Medium Flare,Oil,Extra-Heavy Oil,Sour Oil
Fort Hills,Canada,CAN,North America,57.4653,-111.4674,Onshore,100,29.8,0.0,0.74891,0.00548,0.0374,27.56279,70.05424,428.38757,576.3104,544.4125,126.33061,449.97979,4.47002,Extra Heavy Oil,1,False,0,19.9,1030413865.89445,979416547.97792,63.9,0.0,Medium Flare,Oil,Extra-Heavy Oil,Sour Oil
Forties,United Kingdom,GBR,Western Europe,57.7307,0.9748,Offshore,20,82.5,0.0,0.61613,0.00463,0.02121,50.53107,56.84752,348.65564,512.25583,465.14215,152.91104,359.34479,0.8488,Light,1,False,0,64.34236,115325637.43243,89891039.23739,96.1,0.0,Medium Flare,Oil,Light Oil,Sour Oil
Forties,United Kingdom,GBR,Western Europe,57.7307,0.9748,Offshore,100,29.8,0.0,0.61613,0.00453,0.02113,50.53107,56.50361,348.74251,479.05899,464.88511,119.93228,359.12671,0.8488,Light,1,False,0,64.34236,115325637.43243,89891039.23739,96.1,0.0,Medium Flare,Oil,Light Oil,Sour Oil
Foster Creek,Canada,CAN,North America,55.061,-110.53730000000002,Onshore,20,82.5,0.0,0.88197,0.0056,0.03788,101.40828,71.9938,431.43193,707.87469,624.66628,254.22138,453.65332,4.47002,Extra Heavy Oil,1,False,0,19.9,1520017749.99061,1095433018.45408,41.9,0.0,Medium Flare,Oil,Extra-Heavy Oil,Sour Oil
Foster Creek,Canada,CAN,North America,55.061,-110.53730000000002,Onshore,100,29.8,0.0,0.88197,0.00548,0.03783,101.40828,71.72108,431.5482,660.66986,624.50983,207.15358,453.51629,4.47002,Extra Heavy Oil,1,False,0,19.9,1520017749.99061,1095433018.45408,41.9,0.0,Medium Flare,Oil,Extra-Heavy Oil,Sour Oil
Frade,Brazil,BRA,South America,-21.8757,-39.842,Offshore,20,82.5,0.0,1.01029,0.00546,0.03639,19.27381,66.95869,419.46653,613.65944,523.21372,175.77849,437.88095,0.80039,Heavy Oil 15-19,1,False,0,25.5,135018912.58014,129595725.79721,36.6,0.0,Medium Flare,Oil,Heavy Oil,Sour Oil
Frade,Brazil,BRA,South America,-21.8757,-39.842,Offshore,100,29.8,0.0,1.01029,0.00534,0.03634,19.27381,66.67509,419.56634,559.6947,523.02993,121.95762,437.73708,0.80039,Heavy Oil 15-19,1,False,0,25.5,135018912.58014,129595725.79721,36.6,0.0,Medium Flare,Oil,Heavy Oil,Sour Oil
Franklin,United Kingdom,GBR,Western Europe,56.9539,1.8948,Offshore,20,82.5,0.96181,0.78287,0.0,0.26386,14.94594,10.42612,329.86025,526.91186,420.40984,174.52038,352.39148,0.01026,Light,0,False,0,96.6,344537898.21012,147938775.95236,0.0,2.0,Medium Flare,Gas,Wet gas,Sweet Gas
Franklin,United Kingdom,GBR,Western Europe,56.9539,1.8948,Offshore,100,29.8,0.96181,0.78287,0.0,0.26386,14.94594,10.20534,329.86162,459.64505,420.19043,120.61705,339.028,0.01026,Light,0,False,0,96.6,344537898.21012,147938775.95236,0.0,2.0,Medium Flare,Gas,Wet gas,Sweet Gas
Gachsaran,Iran,IRN,Middle East,30.2201,50.8063,Onshore,20,82.5,0.0,1.57882,0.00453,0.02114,109.29659,54.60946,373.00535,677.65298,549.25162,294.23409,383.41889,1.47,Regular,1,False,0,442.4,874219352.22088,772278101.30978,11.6,0.0,High Flare,Oil,Medium Oil,Sour Oil
Gachsaran,Iran,IRN,Middle East,30.2201,50.8063,Onshore,100,29.8,0.0,1.57882,0.00443,0.02107,109.29659,54.28615,373.08324,593.74314,549.00619,210.50776,383.23539,1.47,Regular,1,False,0,442.4,874219352.22088,772278101.30978,11.6,0.0,High Flare,Oil,Medium Oil,Sour Oil
Gannet Complex,United Kingdom,GBR,Western Europe,57.17726,0.98642,Offshore,20,82.5,0.59991,0.66902,0.00661,0.04063,15.39791,34.69737,431.00168,552.83141,495.57014,114.84527,437.98614,0.37032,Regular,1,False,0,27.2006,95203732.85975,92098547.22619,41.40483,0.0,Medium Flare,Oil,Light Oil,Sweet Oil
Gannet Complex,United Kingdom,GBR,Western Europe,57.17726,0.98642,Offshore,100,29.8,0.59991,0.66902,0.00646,0.04059,15.39791,34.43515,431.03884,514.70595,495.34508,77.92089,436.78506,0.37032,Regular,1,False,0,27.2006,95203732.85975,92098547.22619,41.40483,0.0,Medium Flare,Oil,Light Oil,Sweet Oil
Gbaran,Nigeria,NGA,West Africa,5.0188,6.2992,Onshore,20,82.5,0.98603,0.93885,0.00158,0.3299,19.61927,9.91434,352.89411,552.29316,437.37821,171.16561,381.12755,0.1636,Regular,0,False,0,351.068,83475429.60478,26967903.42193,0.0,2.7,High Flare,Gas,Wet gas,Sweet Gas
Gbaran,Nigeria,NGA,West Africa,5.0188,6.2992,Onshore,100,29.8,0.98603,0.93885,0.00154,0.32989,19.61927,9.81337,352.90177,479.04435,437.2849,114.75897,364.28538,0.1636,Regular,0,False,0,351.068,83475429.60478,26967903.42193,0.0,2.7,High Flare,Gas,Wet gas,Sweet Gas
Gharraf,Iraq,IRQ,Middle East,31.7474,46.024,Onshore,20,82.5,0.0,1.69361,0.00455,0.02183,47.09628,58.54852,383.7614,645.38557,506.46096,249.69156,395.69401,2.93701,Regular,1,False,0,424.23265,720579692.72149,679195478.53487,7.9,0.0,High Flare,Oil,Medium Oil,Sour Oil
Gharraf,Iraq,IRQ,Middle East,31.7474,46.024,Onshore,100,29.8,0.0,1.69361,0.00444,0.02177,47.09628,58.19741,383.84682,555.39243,506.19527,159.88402,395.50841,2.93701,Regular,1,False,0,424.23265,720579692.72149,679195478.53487,7.9,0.0,High Flare,Oil,Medium Oil,Sour Oil
Ghawar,Saudi Arabia,SAU,Middle East,25.1444,49.2718,Onshore,20,82.5,0.50101,0.67351,0.00309,0.01895,14.85801,46.68096,372.94992,504.17442,447.33839,121.26512,382.9093,1.62806,Regular,1,False,0,16.39768,27556862168.60041,22968376461.55706,11.6,0.0,Medium Flare,Oil,Medium Oil,Sour Oil
Ghawar,Saudi Arabia,SAU,Middle East,25.1444,49.2718,Onshore,100,29.8,0.50101,0.67351,0.00302,0.0189,14.85801,46.39615,373.01355,468.10571,447.11722,85.31847,382.78724,1.62806,Regular,1,False,0,16.39768,27556862168.60041,22968376461.55706,11.6,0.0,Medium Flare,Oil,Medium Oil,Sour Oil
Gippsland,Australia,AUS,Oceania,-38.2896145541606,148.05793,Offshore,20,82.5,1.11017,0.8402,0.00078,0.30532,16.85691,10.96859,317.09931,541.0495,411.09743,198.11971,342.9298,0.04436,Light,0,False,0,172.7,374866694.05376,134035211.37231,0.0,2.15316,High Flare,Gas,Wet gas,Sweet Gas
Gippsland,Australia,AUS,Oceania,-38.2896145541606,148.05793,Offshore,100,29.8,1.11017,0.8402,0.00076,0.30531,16.85691,10.77546,317.1059,457.76063,410.91088,130.42708,327.33355,0.04436,Light,0,False,0,172.7,374866694.05376,134035211.37231,0.0,2.15316,High Flare,Gas,Wet gas,Sweet Gas
Girassol,Angola,AGO,West Africa,-7.615399999999999,11.6745,Offshore,20,82.5,0.0,1.73743,0.00455,0.02196,40.19335,58.98946,390.32757,650.29968,505.96238,247.12813,403.17155,0.34318,Regular,1,False,0,388.98055,235093291.14872,221558422.193,25.4,0.0,High Flare,Oil,Medium Oil,Sweet Oil
Girassol,Angola,AGO,West Africa,-7.615399999999999,11.6745,Offshore,100,29.8,0.0,1.73743,0.00444,0.0219,40.19335,58.67748,390.41337,558.03669,505.73621,155.03228,403.00442,0.34318,Regular,1,False,0,388.98055,235093291.14872,221558422.193,25.4,0.0,High Flare,Oil,Medium Oil,Sweet Oil
Golden Eagle,United Kingdom,GBR,Western Europe,57.9761,-0.9144,Offshore,20,82.5,0.02788,0.7102,0.00447,0.02157,20.88633,58.66629,378.008,524.07304,467.36291,134.96201,389.11103,0.63955,Regular,1,False,0,96.6,123289356.46439,116257929.99127,23.9,0.0,High Flare,Oil,Light Oil,Sour Oil
Golden Eagle,United Kingdom,GBR,Western Europe,57.9761,-0.9144,Offshore,100,29.8,0.02788,0.7102,0.00436,0.0215,20.88633,58.29537,378.09108,485.89407,467.07507,96.97591,388.91816,0.63955,Regular,1,False,0,96.6,123289356.46439,116257929.99127,23.9,0.0,High Flare,Oil,Light Oil,Sour Oil
Goldenstedt,Germany,DEU,Western Europe,52.7791,8.3021,Onshore,20,82.5,1.13869,0.59786,0.0,0.46652,9.17756,0.0,288.33158,449.7918,327.36812,122.81923,326.97257,0.00216,Light,0,False,1,0.2,32872314.0312,433837.19004,0.0,3.3,Very Low Flare,Gas,Dry Gas,Sweet Gas
Goldenstedt,Germany,DEU,Western Europe,52.7791,8.3021,Onshore,100,29.8,1.13869,0.59786,0.0,0.46652,9.17756,0.0,288.33158,371.74295,327.36812,69.06826,302.67469,0.00216,Light,0,False,1,0.2,32872314.0312,433837.19004,0.0,3.3,Very Low Flare,Gas,Dry Gas,Sweet Gas
Gorm,Denmark,DNK,Western Europe,55.5842,4.7777,Offshore,20,82.5,0.42302,1.97486,0.00746,0.0209,52.72993,38.04803,438.87747,701.84175,541.03073,257.5676,444.27415,0.26016,Regular,1,False,0,599.99038,30577298.99742,31185567.9197,59.8,0.0,High Flare,Oil,Medium Oil,Sweet Oil
Gorm,Denmark,DNK,Western Europe,55.5842,4.7777,Offshore,100,29.8,0.42302,1.97486,0.00729,0.02085,52.72993,37.77329,438.91853,596.94019,540.79706,152.79513,444.14506,0.26016,Regular,1,False,0,599.99038,30577298.99742,31185567.9197,59.8,0.0,High Flare,Oil,Medium Oil,Sweet Oil
Great White (AC857),United States,USA,North America,26.129,-94.8979,Offshore,20,82.5,0.29059,0.82723,0.00354,0.01985,20.16462,51.90084,369.80429,527.53504,460.07992,147.71117,379.82387,1.15437,Regular,1,False,0,64.3,392925769.27932,341792290.61365,173.5,0.0,High Flare,Oil,Light Oil,Sour Oil
Great White (AC857),United States,USA,North America,26.129,-94.8979,Offshore,100,29.8,0.29059,0.82723,0.00346,0.01979,20.16462,51.56272,369.87561,483.28313,459.81312,103.61774,379.66539,1.15437,Regular,1,False,0,64.3,392925769.27932,341792290.61365,173.5,0.0,High Flare,Oil,Light Oil,Sour Oil
Greater Burgan,Kuwait,KWT,Middle East,28.9167,47.9333,Onshore,20,82.5,0.33571,0.57658,0.00431,0.0211,21.89208,55.38517,382.31921,518.61344,472.12895,125.3671,393.24635,2.56454,Regular,1,False,0,27.0,6628131191.28696,6056237248.81895,8.6,0.0,Medium Flare,Oil,Medium Oil,Sour Oil
Greater Burgan,Kuwait,KWT,Middle East,28.9167,47.9333,Onshore,100,29.8,0.33571,0.57658,0.00421,0.02104,21.89208,55.04532,382.39821,487.51686,471.8681,94.44733,393.06952,2.56454,Regular,1,False,0,27.0,6628131191.28696,6056237248.81895,8.6,0.0,Medium Flare,Oil,Medium Oil,Sour Oil
Greater Gorgon,Australia,AUS,Oceania,-20.4072,114.8452,Offshore,20,82.5,0.796,0.67406,0.0,0.43192,89.07748,0.0,266.95323,519.04563,405.15636,216.31724,302.72839,0.03915,Light,1,False,1,172.7,1189751860.41617,84683369.56761,0.0,0.9,Medium Flare,Gas,Dry Gas,Sour Gas
Greater Gorgon,Australia,AUS,Oceania,-20.4072,114.8452,Offshore,100,29.8,0.796,0.67406,0.0,0.43192,89.07748,0.0,266.95323,446.05917,405.15636,165.82658,280.23259,0.03915,Light,1,False,1,172.7,1189751860.41617,84683369.56761,0.0,0.9,Medium Flare,Gas,Dry Gas,Sour Gas
Greater Jubilee,Ghana,GHA,West Africa,4.535,-2.8999999999999995,Offshore,20,82.5,0.56557,1.15448,0.00663,0.01921,28.78284,33.34113,420.15364,592.15324,498.86444,167.20176,424.95147,0.27356,Regular,1,False,0,229.11804,555167862.22642,504922325.91436,15.6,0.0,High Flare,Oil,Light Oil,Sweet Oil
Greater Jubilee,Ghana,GHA,West Africa,4.535,-2.8999999999999995,Offshore,100,29.8,0.56557,1.15448,0.00648,0.01917,28.78284,33.08786,420.19013,530.56911,498.64766,105.73394,424.83517,0.27356,Regular,1,False,0,229.11804,555167862.22642,504922325.91436,15.6,0.0,High Flare,Oil,Light Oil,Sweet Oil
Green River,United States,USA,North America,42.17516,-109.49558641849372,Onshore,20,82.5,1.0625,0.70333,0.00013,0.35657,11.71204,9.65857,329.31202,512.41474,397.02342,151.52998,360.88476,1.02339,Light,0,True,0,64.3,1912760728.15761,460921849.63026,0.0,2.24099,Medium Flare,Gas,Wet gas,Sour Gas
Green River,United States,USA,North America,42.17516,-109.49558641849372,Onshore,100,29.8,1.0625,0.70333,0.00013,0.35657,11.71204,9.58869,329.32203,440.00607,396.96355,97.42273,342.58334,1.02339,Light,0,True,0,64.3,1912760728.15761,460921849.63026,0.0,2.24099,Medium Flare,Gas,Wet gas,Sour Gas
Green River - coal bed methane,United States,USA,North America,41.321,-109.17690000000002,Onshore,20,82.5,1.1544,0.80852,0.0,0.54899,55.40711,0.0,301.13768,536.64873,383.45766,190.05894,346.58979,0.00216,Light,0,False,1,2630.35756,37675551.24355,293421.06601,0.0,2.7,Medium Flare,Gas,Coal-bed Gas,Sour Gas
Green River - coal bed methane,United States,USA,North America,41.321,-109.17690000000002,Onshore,100,29.8,1.1544,0.80852,0.0,0.54899,55.40711,0.0,301.13768,439.06244,383.45766,121.10427,317.95817,0.00216,Light,0,False,1,2630.35756,37675551.24355,293421.06601,0.0,2.7,Medium Flare,Gas,Coal-bed Gas,Sour Gas
Groningen,Netherlands,NLD,Western Europe,53.2882,6.8211,Onshore,20,82.5,1.18661,0.67882,0.0,0.55062,13.6931,0.0,326.28223,510.11788,366.66746,138.23559,371.88229,0.01026,Light,0,False,1,6.3,359526068.87469,211787.0611,0.0,0.0,Very Low Flare,Gas,Dry Gas,Sweet Gas
Groningen,Netherlands,NLD,Western Europe,53.2882,6.8211,Onshore,100,29.8,1.18661,0.67882,0.0,0.55062,13.6931,0.0,326.28223,418.91757,366.66746,75.72779,343.18978,0.01026,Light,0,False,1,6.3,359526068.87469,211787.0611,0.0,0.0,Very Low Flare,Gas,Dry Gas,Sweet Gas
