country,date,sector,MtCO2 per day
India,16/02/2023,Ground Transport,0.828771
India,16/02/2023,Industry,2.36969
India,16/02/2023,International Aviation,0.0341736
India,16/02/2023,Power,4.47217
India,16/02/2023,Residential,0.417888
Italy,16/02/2023,Domestic Aviation,0.00424289
Italy,16/02/2023,Ground Transport,0.273105
Italy,16/02/2023,Industry,0.189402
Italy,16/02/2023,International Aviation,0.0256707
Italy,16/02/2023,Power,0.315141
Italy,16/02/2023,Residential,0.338263
Japan,16/02/2023,Domestic Aviation,0.0257988
Japan,16/02/2023,Ground Transport,0.512715
Japan,16/02/2023,Industry,0.792044
Japan,16/02/2023,International Aviation,0.0355373
Japan,16/02/2023,Power,1.71809
Japan,16/02/2023,Residential,0.680243
ROW,16/02/2023,Domestic Aviation,0.189269
ROW,16/02/2023,Ground Transport,6.95129
ROW,16/02/2023,Industry,10.6955
ROW,16/02/2023,International Aviation,0.660229
ROW,16/02/2023,Power,8.99544
ROW,16/02/2023,Residential,4.91516
Russia,16/02/2023,Domestic Aviation,0.0389327
Russia,16/02/2023,Ground Transport,0.67914
Russia,16/02/2023,Industry,0.823214
Russia,16/02/2023,International Aviation,0.0137818
Russia,16/02/2023,Power,2.95785
Russia,16/02/2023,Residential,0.906917
Spain,16/02/2023,Domestic Aviation,0.014758
Spain,16/02/2023,Ground Transport,0.280436
Spain,16/02/2023,Industry,0.240974
Spain,16/02/2023,International Aviation,0.0495812
Spain,16/02/2023,Power,0.170055
Spain,16/02/2023,Residential,0.152882
United Kingdom,16/02/2023,Domestic Aviation,0.00549382
United Kingdom,16/02/2023,Ground Transport,0.340851
United Kingdom,16/02/2023,Industry,0.160671
United Kingdom,16/02/2023,International Aviation,0.0773923
United Kingdom,16/02/2023,Power,0.165689
United Kingdom,16/02/2023,Residential,0.280221
United States,16/02/2023,Domestic Aviation,0.437918
United States,16/02/2023,Ground Transport,4.61279
United States,16/02/2023,Industry,2.58409
United States,16/02/2023,International Aviation,0.184553
United States,16/02/2023,Power,3.32348
United States,16/02/2023,Residential,1.9394
WORLD,16/02/2023,Domestic Aviation,0.956783
WORLD,16/02/2023,Ground Transport,19.3586
WORLD,16/02/2023,Industry,28.2396
WORLD,16/02/2023,International Aviation,1.35638
WORLD,16/02/2023,Power,39.2302
WORLD,16/02/2023,Residential,14.955
Brazil,17/02/2023,Domestic Aviation,0.0357139
Brazil,17/02/2023,Ground Transport,0.498298
Brazil,17/02/2023,Industry,0.320516
Brazil,17/02/2023,International Aviation,0.0164422
Brazil,17/02/2023,Power,0.0902262
Brazil,17/02/2023,Residential,0.109
China,17/02/2023,Domestic Aviation,0.180658
China,17/02/2023,Ground Transport,2.60317
China,17/02/2023,Industry,8.48877
China,17/02/2023,International Aviation,0.0254424
China,17/02/2023,Power,14.6832
China,17/02/2023,Residential,3.08028
EU27 & UK,17/02/2023,Domestic Aviation,0.039865
EU27 & UK,17/02/2023,Ground Transport,2.65083
EU27 & UK,17/02/2023,Industry,1.60377
EU27 & UK,17/02/2023,International Aviation,0.384013
EU27 & UK,17/02/2023,Power,2.20045
EU27 & UK,17/02/2023,Residential,2.10536
France,17/02/2023,Domestic Aviation,0.00578794
France,17/02/2023,Ground Transport,0.339976
France,17/02/2023,Industry,0.13571
France,17/02/2023,International Aviation,0.0479277
France,17/02/2023,Power,0.104422
France,17/02/2023,Residential,0.253416
Germany,17/02/2023,Domestic Aviation,0.00100316
Germany,17/02/2023,Ground Transport,0.434089
Germany,17/02/2023,Industry,0.210535
Germany,17/02/2023,International Aviation,0.0372172
Germany,17/02/2023,Power,0.48555
Germany,17/02/2023,Residential,0.404098
India,17/02/2023,Domestic Aviation,0.0193404
India,17/02/2023,Ground Transport,0.832346
India,17/02/2023,Industry,2.39376
India,17/02/2023,International Aviation,0.0340474
India,17/02/2023,Power,4.51758
India,17/02/2023,Residential,0.409169
Italy,17/02/2023,Domestic Aviation,0.0049013
Italy,17/02/2023,Ground Transport,0.276162
Italy,17/02/2023,Industry,0.184605
Italy,17/02/2023,International Aviation,0.0280895
Italy,17/02/2023,Power,0.307158
Italy,17/02/2023,Residential,0.323587
Japan,17/02/2023,Domestic Aviation,0.026022
Japan,17/02/2023,Ground Transport,0.518343
Japan,17/02/2023,Industry,0.752163
Japan,17/02/2023,International Aviation,0.0362349
Japan,17/02/2023,Power,1.63159
Japan,17/02/2023,Residential,0.564348
ROW,17/02/2023,Domestic Aviation,0.19328
ROW,17/02/2023,Ground Transport,6.77524
ROW,17/02/2023,Industry,10.7865
ROW,17/02/2023,International Aviation,0.659042
ROW,17/02/2023,Power,9.05543
ROW,17/02/2023,Residential,5.02806
Russia,17/02/2023,Domestic Aviation,0.0398218
Russia,17/02/2023,Ground Transport,0.683885
Russia,17/02/2023,Industry,0.824886
Russia,17/02/2023,International Aviation,0.0151788
Russia,17/02/2023,Power,2.96386
Russia,17/02/2023,Residential,0.904924
Spain,17/02/2023,Domestic Aviation,0.0181092
Spain,17/02/2023,Ground Transport,0.288193
Spain,17/02/2023,Industry,0.190208
Spain,17/02/2023,International Aviation,0.0541053
Spain,17/02/2023,Power,0.13423
Spain,17/02/2023,Residential,0.148106
United Kingdom,17/02/2023,Domestic Aviation,0.00534213
United Kingdom,17/02/2023,Ground Transport,0.340497
United Kingdom,17/02/2023,Industry,0.0930231
United Kingdom,17/02/2023,International Aviation,0.0806557
United Kingdom,17/02/2023,Power,0.0959281
United Kingdom,17/02/2023,Residential,0.245728
United States,17/02/2023,Domestic Aviation,0.469123
United States,17/02/2023,Ground Transport,4.58836
United States,17/02/2023,Industry,2.8994
United States,17/02/2023,International Aviation,0.175884
United States,17/02/2023,Power,3.729
United States,17/02/2023,Residential,2.21564
WORLD,17/02/2023,Domestic Aviation,1.00382
WORLD,17/02/2023,Ground Transport,19.1505
WORLD,17/02/2023,Industry,28.0697
WORLD,17/02/2023,International Aviation,1.34628
WORLD,17/02/2023,Power,38.8714
WORLD,17/02/2023,Residential,14.4168
Brazil,18/02/2023,Domestic Aviation,0.0328937
Brazil,18/02/2023,Ground Transport,0.483298
Brazil,18/02/2023,Industry,0.356708
Brazil,18/02/2023,International Aviation,0.0183506
Brazil,18/02/2023,Power,0.100414
Brazil,18/02/2023,Residential,0.109
China,18/02/2023,Domestic Aviation,0.176107
China,18/02/2023,Ground Transport,2.6098
China,18/02/2023,Industry,8.39011
China,18/02/2023,International Aviation,0.0258914
China,18/02/2023,Power,14.5126
China,18/02/2023,Residential,3.07094
EU27 & UK,18/02/2023,Domestic Aviation,0.0313329
EU27 & UK,18/02/2023,Ground Transport,2.39596
EU27 & UK,18/02/2023,Industry,1.22894
EU27 & UK,18/02/2023,International Aviation,0.434767
EU27 & UK,18/02/2023,Power,1.68617
EU27 & UK,18/02/2023,Residential,2.07736
France,18/02/2023,Domestic Aviation,0.00330818
France,18/02/2023,Ground Transport,0.323046
France,18/02/2023,Industry,0.104837
France,18/02/2023,International Aviation,0.0531864
France,18/02/2023,Power,0.0806663
France,18/02/2023,Residential,0.252983
Germany,18/02/2023,Domestic Aviation,0.00222288
Germany,18/02/2023,Ground Transport,0.400009
Germany,18/02/2023,Industry,0.172655
Germany,18/02/2023,International Aviation,0.058992
Germany,18/02/2023,Power,0.398189
Germany,18/02/2023,Residential,0.426803
India,18/02/2023,Domestic Aviation,0.0204252
India,18/02/2023,Ground Transport,0.79251
India,18/02/2023,Industry,2.38146
India,18/02/2023,International Aviation,0.0349754
India,18/02/2023,Power,4.49438
India,18/02/2023,Residential,0.393978
Italy,18/02/2023,Domestic Aviation,0.00402677
Italy,18/02/2023,Ground Transport,0.256336
Italy,18/02/2023,Industry,0.12274
Italy,18/02/2023,International Aviation,0.0306359
Italy,18/02/2023,Power,0.204223
Italy,18/02/2023,Residential,0.322162
Japan,18/02/2023,Domestic Aviation,0.0256763
Japan,18/02/2023,Ground Transport,0.505706
Japan,18/02/2023,Industry,0.649757
Japan,18/02/2023,International Aviation,0.0348797
Japan,18/02/2023,Power,1.40945
Japan,18/02/2023,Residential,0.439298
ROW,18/02/2023,Domestic Aviation,0.168211
ROW,18/02/2023,Ground Transport,6.41255
ROW,18/02/2023,Industry,10.2096
ROW,18/02/2023,International Aviation,0.702288
ROW,18/02/2023,Power,8.64093
ROW,18/02/2023,Residential,4.77931
Russia,18/02/2023,Domestic Aviation,0.0405521
Russia,18/02/2023,Ground Transport,0.615884
Russia,18/02/2023,Industry,0.806471
Russia,18/02/2023,International Aviation,0.016137
Russia,18/02/2023,Power,2.89769
Russia,18/02/2023,Residential,0.891278
Spain,18/02/2023,Domestic Aviation,0.0157924
Spain,18/02/2023,Ground Transport,0.227202
Spain,18/02/2023,Industry,0.136607
Spain,18/02/2023,International Aviation,0.0619595
Spain,18/02/2023,Power,0.0964031
Spain,18/02/2023,Residential,0.138183
United Kingdom,18/02/2023,Domestic Aviation,0.00321137
United Kingdom,18/02/2023,Ground Transport,0.328081
United Kingdom,18/02/2023,Industry,0.0719451
United Kingdom,18/02/2023,International Aviation,0.0858304
United Kingdom,18/02/2023,Power,0.0741919
United Kingdom,18/02/2023,Residential,0.256557
United States,18/02/2023,Domestic Aviation,0.437023
United States,18/02/2023,Ground Transport,4.40551
United States,18/02/2023,Industry,3.30042
United States,18/02/2023,International Aviation,0.195239
United States,18/02/2023,Power,4.24476
United States,18/02/2023,Residential,2.45632
WORLD,18/02/2023,Domestic Aviation,0.932221
WORLD,18/02/2023,Ground Transport,18.2212
WORLD,18/02/2023,Industry,27.3235
WORLD,18/02/2023,International Aviation,1.46253
WORLD,18/02/2023,Power,37.9864
WORLD,18/02/2023,Residential,14.2175
Brazil,19/02/2023,Domestic Aviation,0.0204231
Brazil,19/02/2023,Ground Transport,0.366818
Brazil,19/02/2023,Industry,0.343861
Brazil,19/02/2023,International Aviation,0.0159467
Brazil,19/02/2023,Power,0.0967979
Brazil,19/02/2023,Residential,0.109
China,19/02/2023,Domestic Aviation,0.18002
China,19/02/2023,Ground Transport,2.61555
China,19/02/2023,Industry,8.2159
China,19/02/2023,International Aviation,0.0263657
China,19/02/2023,Power,14.2113
China,19/02/2023,Residential,3.28723
EU27 & UK,19/02/2023,Domestic Aviation,0.0364258
EU27 & UK,19/02/2023,Ground Transport,1.96125
EU27 & UK,19/02/2023,Industry,1.25425
EU27 & UK,19/02/2023,International Aviation,0.440082
EU27 & UK,19/02/2023,Power,1.7209
EU27 & UK,19/02/2023,Residential,2.27728
France,19/02/2023,Domestic Aviation,0.00432261
France,19/02/2023,Ground Transport,0.271147
France,19/02/2023,Industry,0.114525
France,19/02/2023,International Aviation,0.0527582
France,19/02/2023,Power,0.0881213
France,19/02/2023,Residential,0.279032
Germany,19/02/2023,Domestic Aviation,0.00269941
Germany,19/02/2023,Ground Transport,0.326171
Germany,19/02/2023,Industry,0.191694
Germany,19/02/2023,International Aviation,0.0651308
Germany,19/02/2023,Power,0.442099
Germany,19/02/2023,Residential,0.511625
India,19/02/2023,Domestic Aviation,0.0202513
India,19/02/2023,Ground Transport,0.720241
India,19/02/2023,Industry,2.30803
India,19/02/2023,International Aviation,0.0364842
India,19/02/2023,Power,4.35579
India,19/02/2023,Residential,0.389993
Italy,19/02/2023,Domestic Aviation,0.00444421
Italy,19/02/2023,Ground Transport,0.205603
Italy,19/02/2023,Industry,0.107791
Italy,19/02/2023,International Aviation,0.0303001
Italy,19/02/2023,Power,0.179351
Italy,19/02/2023,Residential,0.2999
Japan,19/02/2023,Domestic Aviation,0.0257372
Japan,19/02/2023,Ground Transport,0.458352
Japan,19/02/2023,Industry,0.590396
Japan,19/02/2023,International Aviation,0.0347136
Japan,19/02/2023,Power,1.28068
Japan,19/02/2023,Residential,0.440835
ROW,19/02/2023,Domestic Aviation,0.175305
ROW,19/02/2023,Ground Transport,5.84244
ROW,19/02/2023,Industry,9.66755
ROW,19/02/2023,International Aviation,0.704256
ROW,19/02/2023,Power,8.00789
ROW,19/02/2023,Residential,4.33128
Russia,19/02/2023,Domestic Aviation,0.0409932
Russia,19/02/2023,Ground Transport,0.4616
Russia,19/02/2023,Industry,0.790322
Russia,19/02/2023,International Aviation,0.0159205
Russia,19/02/2023,Power,2.83967
Russia,19/02/2023,Residential,0.896031
Spain,19/02/2023,Domestic Aviation,0.0165634
Spain,19/02/2023,Ground Transport,0.166596
Spain,19/02/2023,Industry,0.143028
Spain,19/02/2023,International Aviation,0.0618165
Spain,19/02/2023,Power,0.100934
Spain,19/02/2023,Residential,0.128913
United Kingdom,19/02/2023,Domestic Aviation,0.00427329
United Kingdom,19/02/2023,Ground Transport,0.303694
United Kingdom,19/02/2023,Industry,0.0835795
United Kingdom,19/02/2023,International Aviation,0.085971
United Kingdom,19/02/2023,Power,0.0861896
United Kingdom,19/02/2023,Residential,0.28999
United States,19/02/2023,Domestic Aviation,0.393284
United States,19/02/2023,Ground Transport,3.71783
United States,19/02/2023,Industry,2.74291
United States,19/02/2023,International Aviation,0.183827
United States,19/02/2023,Power,3.52773
United States,19/02/2023,Residential,2.06344
WORLD,19/02/2023,Domestic Aviation,0.892439
WORLD,19/02/2023,Ground Transport,16.1441
WORLD,19/02/2023,Industry,25.9132
WORLD,19/02/2023,International Aviation,1.4576
WORLD,19/02/2023,Power,36.0407
WORLD,19/02/2023,Residential,13.7951
Brazil,20/02/2023,Domestic Aviation,0.0219175
Brazil,20/02/2023,Ground Transport,0.313195
Brazil,20/02/2023,Industry,0.345889
Brazil,20/02/2023,International Aviation,0.0153551
Brazil,20/02/2023,Power,0.097369
Brazil,20/02/2023,Residential,0.109
China,20/02/2023,Domestic Aviation,0.173623
China,20/02/2023,Ground Transport,2.6082
China,20/02/2023,Industry,8.3114
China,20/02/2023,International Aviation,0.0252307
China,20/02/2023,Power,14.3764
China,20/02/2023,Residential,3.30812
EU27 & UK,20/02/2023,Domestic Aviation,0.0405085
EU27 & UK,20/02/2023,Ground Transport,2.42559
EU27 & UK,20/02/2023,Industry,1.50598
EU27 & UK,20/02/2023,International Aviation,0.402551
EU27 & UK,20/02/2023,Power,2.06627
EU27 & UK,20/02/2023,Residential,2.25819
France,20/02/2023,Domestic Aviation,0.00529142
France,20/02/2023,Ground Transport,0.317641
France,20/02/2023,Industry,0.157322
France,20/02/2023,International Aviation,0.0459404
France,20/02/2023,Power,0.121051
France,20/02/2023,Residential,0.318197
Germany,20/02/2023,Domestic Aviation,0.0034067
Germany,20/02/2023,Ground Transport,0.390534
Germany,20/02/2023,Industry,0.2071
Germany,20/02/2023,International Aviation,0.0599427
Germany,20/02/2023,Power,0.477629
Germany,20/02/2023,Residential,0.488158
India,20/02/2023,Domestic Aviation,0.0203024
India,20/02/2023,Ground Transport,0.82583
India,20/02/2023,Industry,2.35082
India,20/02/2023,International Aviation,0.0328584
India,20/02/2023,Power,4.43654
India,20/02/2023,Residential,0.400736
Italy,20/02/2023,Domestic Aviation,0.0046379
Italy,20/02/2023,Ground Transport,0.248254
Italy,20/02/2023,Industry,0.176411
Italy,20/02/2023,International Aviation,0.0281656
Italy,20/02/2023,Power,0.293525
Italy,20/02/2023,Residential,0.29131
Japan,20/02/2023,Domestic Aviation,0.0259053
Japan,20/02/2023,Ground Transport,0.513819
Japan,20/02/2023,Industry,0.657168
Japan,20/02/2023,International Aviation,0.033516
Japan,20/02/2023,Power,1.42552
Japan,20/02/2023,Residential,0.610763
ROW,20/02/2023,Domestic Aviation,0.187381
ROW,20/02/2023,Ground Transport,6.28507
ROW,20/02/2023,Industry,10.348
ROW,20/02/2023,International Aviation,0.656395
ROW,20/02/2023,Power,8.5489
ROW,20/02/2023,Residential,4.10116
Russia,20/02/2023,Domestic Aviation,0.0387855
Russia,20/02/2023,Ground Transport,0.687196
Russia,20/02/2023,Industry,0.816349
Russia,20/02/2023,International Aviation,0.0150713
Russia,20/02/2023,Power,2.93318
Russia,20/02/2023,Residential,0.903408
Spain,20/02/2023,Domestic Aviation,0.01693
Spain,20/02/2023,Ground Transport,0.235947
Spain,20/02/2023,Industry,0.193378
Spain,20/02/2023,International Aviation,0.0532456
Spain,20/02/2023,Power,0.136466
Spain,20/02/2023,Residential,0.12257
United Kingdom,20/02/2023,Domestic Aviation,0.00544994
United Kingdom,20/02/2023,Ground Transport,0.324666
United Kingdom,20/02/2023,Industry,0.113224
United Kingdom,20/02/2023,International Aviation,0.0802183
United Kingdom,20/02/2023,Power,0.11676
United Kingdom,20/02/2023,Residential,0.268702
United States,20/02/2023,Domestic Aviation,0.43154
United States,20/02/2023,Ground Transport,3.0327
United States,20/02/2023,Industry,2.55214
United States,20/02/2023,International Aviation,0.180606
United States,20/02/2023,Power,3.28238
United States,20/02/2023,Residential,1.77532
WORLD,20/02/2023,Domestic Aviation,0.939962
WORLD,20/02/2023,Ground Transport,16.6916
WORLD,20/02/2023,Industry,26.8877
WORLD,20/02/2023,International Aviation,1.36158
WORLD,20/02/2023,Power,37.1666
WORLD,20/02/2023,Residential,13.4667
Brazil,21/02/2023,Domestic Aviation,0.0241065
Brazil,21/02/2023,Ground Transport,0.328329
Brazil,21/02/2023,Industry,0.334336
Brazil,21/02/2023,International Aviation,0.0154253
Brazil,21/02/2023,Power,0.0941168
Brazil,21/02/2023,Residential,0.109
China,21/02/2023,Domestic Aviation,0.168125
China,21/02/2023,Ground Transport,2.60327
China,21/02/2023,Industry,8.38403
China,21/02/2023,International Aviation,0.0260129
China,21/02/2023,Power,14.5021
China,21/02/2023,Residential,3.50019
EU27 & UK,21/02/2023,Domestic Aviation,0.0363844
EU27 & UK,21/02/2023,Ground Transport,2.56988
EU27 & UK,21/02/2023,Industry,2.02408
EU27 & UK,21/02/2023,International Aviation,0.370823
EU27 & UK,21/02/2023,Power,2.77714
EU27 & UK,21/02/2023,Residential,2.20876
France,21/02/2023,Domestic Aviation,0.00452346
France,21/02/2023,Ground Transport,0.337067
France,21/02/2023,Industry,0.192815
France,21/02/2023,International Aviation,0.0457768
France,21/02/2023,Power,0.148361
France,21/02/2023,Residential,0.306885
Germany,21/02/2023,Domestic Aviation,0.0036545
Germany,21/02/2023,Ground Transport,0.423987
Germany,21/02/2023,Industry,0.336484
Germany,21/02/2023,International Aviation,0.0551187
Germany,21/02/2023,Power,0.776022
Germany,21/02/2023,Residential,0.473389
India,21/02/2023,Domestic Aviation,0.020214
India,21/02/2023,Ground Transport,0.826188
India,21/02/2023,Industry,2.3684
India,21/02/2023,International Aviation,0.031681
India,21/02/2023,Power,4.46973
India,21/02/2023,Residential,0.422287
Italy,21/02/2023,Domestic Aviation,0.00387796
Italy,21/02/2023,Ground Transport,0.265226
Italy,21/02/2023,Industry,0.185798
Italy,21/02/2023,International Aviation,0.025448
Italy,21/02/2023,Power,0.309143
Italy,21/02/2023,Residential,0.296039
Japan,21/02/2023,Domestic Aviation,0.0254502
Japan,21/02/2023,Ground Transport,0.51533
Japan,21/02/2023,Industry,0.758774
Japan,21/02/2023,International Aviation,0.0327152
Japan,21/02/2023,Power,1.64593
Japan,21/02/2023,Residential,0.70336
ROW,21/02/2023,Domestic Aviation,0.18494
ROW,21/02/2023,Ground Transport,6.74568
ROW,21/02/2023,Industry,10.1309
ROW,21/02/2023,International Aviation,0.635518
ROW,21/02/2023,Power,8.61785
ROW,21/02/2023,Residential,3.9479
Russia,21/02/2023,Domestic Aviation,0.0381135
Russia,21/02/2023,Ground Transport,0.695464
Russia,21/02/2023,Industry,0.811798
Russia,21/02/2023,International Aviation,0.0139864
Russia,21/02/2023,Power,2.91684
Russia,21/02/2023,Residential,0.896597
Spain,21/02/2023,Domestic Aviation,0.0149497
Spain,21/02/2023,Ground Transport,0.263468
Spain,21/02/2023,Industry,0.243707
Spain,21/02/2023,International Aviation,0.0486666
Spain,21/02/2023,Power,0.171983
Spain,21/02/2023,Residential,0.125434
United Kingdom,21/02/2023,Domestic Aviation,0.00495597
United Kingdom,21/02/2023,Ground Transport,0.33693
United Kingdom,21/02/2023,Industry,0.208284
United Kingdom,21/02/2023,International Aviation,0.0755485
United Kingdom,21/02/2023,Power,0.214788
United Kingdom,21/02/2023,Residential,0.295148
United States,21/02/2023,Domestic Aviation,0.447611
United States,21/02/2023,Ground Transport,4.1071
United States,21/02/2023,Industry,2.71827
United States,21/02/2023,International Aviation,0.176195
United States,21/02/2023,Power,3.49604
United States,21/02/2023,Residential,1.8292
WORLD,21/02/2023,Domestic Aviation,0.944945
WORLD,21/02/2023,Ground Transport,18.3912
WORLD,21/02/2023,Industry,27.5306
WORLD,21/02/2023,International Aviation,1.30236
WORLD,21/02/2023,Power,38.5197
WORLD,21/02/2023,Residential,13.6173
Brazil,22/02/2023,Domestic Aviation,0.0309191
Brazil,22/02/2023,Ground Transport,0.356227
Brazil,22/02/2023,Industry,0.331281
Brazil,22/02/2023,International Aviation,0.0158213
Brazil,22/02/2023,Power,0.0932566
Brazil,22/02/2023,Residential,0.109
China,22/02/2023,Domestic Aviation,0.172712
China,22/02/2023,Ground Transport,2.59292
China,22/02/2023,Industry,8.61152
China,22/02/2023,International Aviation,0.0292927
China,22/02/2023,Power,14.8956
China,22/02/2023,Residential,3.46967
EU27 & UK,22/02/2023,Domestic Aviation,0.0373906
EU27 & UK,22/02/2023,Ground Transport,2.60293
EU27 & UK,22/02/2023,Industry,2.36731
EU27 & UK,22/02/2023,International Aviation,0.366368
EU27 & UK,22/02/2023,Power,3.24807
EU27 & UK,22/02/2023,Residential,2.34429
France,22/02/2023,Domestic Aviation,0.00471772
France,22/02/2023,Ground Transport,0.338418
France,22/02/2023,Industry,0.195062
France,22/02/2023,International Aviation,0.0423417
France,22/02/2023,Power,0.15009
France,22/02/2023,Residential,0.293745
Germany,22/02/2023,Domestic Aviation,0.00374713
Germany,22/02/2023,Ground Transport,0.43265
Germany,22/02/2023,Industry,0.432049
Germany,22/02/2023,International Aviation,0.0551677
Germany,22/02/2023,Power,0.996421
Germany,22/02/2023,Residential,0.488723
India,22/02/2023,Domestic Aviation,0.0201736
India,22/02/2023,Ground Transport,0.834156
India,22/02/2023,Industry,2.40913
India,22/02/2023,International Aviation,0.0345
India,22/02/2023,Power,4.54659
India,22/02/2023,Residential,0.439945
Italy,22/02/2023,Domestic Aviation,0.00398596
Italy,22/02/2023,Ground Transport,0.270117
Italy,22/02/2023,Industry,0.196003
Italy,22/02/2023,International Aviation,0.0248954
Italy,22/02/2023,Power,0.326124
Italy,22/02/2023,Residential,0.280784
Japan,22/02/2023,Domestic Aviation,0.0254841
Japan,22/02/2023,Ground Transport,0.516711
Japan,22/02/2023,Industry,0.737113
Japan,22/02/2023,International Aviation,0.0360718
Japan,22/02/2023,Power,1.59894
Japan,22/02/2023,Residential,0.602127
ROW,22/02/2023,Domestic Aviation,0.188608
ROW,22/02/2023,Ground Transport,6.89344
ROW,22/02/2023,Industry,10.4539
ROW,22/02/2023,International Aviation,0.665865
ROW,22/02/2023,Power,8.76556
ROW,22/02/2023,Residential,3.93852
Russia,22/02/2023,Domestic Aviation,0.0405806
Russia,22/02/2023,Ground Transport,0.698215
Russia,22/02/2023,Industry,0.809739
Russia,22/02/2023,International Aviation,0.0171735
Russia,22/02/2023,Power,2.90944
Russia,22/02/2023,Residential,0.925052
Spain,22/02/2023,Domestic Aviation,0.0154756
Spain,22/02/2023,Ground Transport,0.269873
Spain,22/02/2023,Industry,0.252342
Spain,22/02/2023,International Aviation,0.0476204
Spain,22/02/2023,Power,0.178077
Spain,22/02/2023,Residential,0.135048
United Kingdom,22/02/2023,Domestic Aviation,0.00486343
United Kingdom,22/02/2023,Ground Transport,0.342125
United Kingdom,22/02/2023,Industry,0.243108
United Kingdom,22/02/2023,International Aviation,0.073847
United Kingdom,22/02/2023,Power,0.2507
United Kingdom,22/02/2023,Residential,0.325519
United States,22/02/2023,Domestic Aviation,0.412555
United States,22/02/2023,Ground Transport,4.58895
United States,22/02/2023,Industry,2.70254
United States,22/02/2023,International Aviation,0.169869
United States,22/02/2023,Power,3.47582
United States,22/02/2023,Residential,1.98161
WORLD,22/02/2023,Domestic Aviation,0.928423
WORLD,22/02/2023,Ground Transport,19.0836
WORLD,22/02/2023,Industry,28.4225
WORLD,22/02/2023,International Aviation,1.33496
WORLD,22/02/2023,Power,39.5332
WORLD,22/02/2023,Residential,13.8102
Brazil,23/02/2023,Domestic Aviation,0.029159
Brazil,23/02/2023,Ground Transport,0.455363
Brazil,23/02/2023,Industry,0.355898
Brazil,23/02/2023,International Aviation,0.016251
Brazil,23/02/2023,Power,0.100186
Brazil,23/02/2023,Residential,0.109
China,23/02/2023,Domestic Aviation,0.173116
China,23/02/2023,Ground Transport,2.60335
China,23/02/2023,Industry,8.68647
China,23/02/2023,International Aviation,0.0296113
China,23/02/2023,Power,15.0252
China,23/02/2023,Residential,3.34063
EU27 & UK,23/02/2023,Domestic Aviation,0.0394343
EU27 & UK,23/02/2023,Ground Transport,2.63431
EU27 & UK,23/02/2023,Industry,2.26788
EU27 & UK,23/02/2023,International Aviation,0.395442
EU27 & UK,23/02/2023,Power,3.11164
EU27 & UK,23/02/2023,Residential,2.4306
France,23/02/2023,Domestic Aviation,0.00530841
France,23/02/2023,Ground Transport,0.341852
France,23/02/2023,Industry,0.194172
France,23/02/2023,International Aviation,0.0476027
France,23/02/2023,Power,0.149405
France,23/02/2023,Residential,0.304354
Germany,23/02/2023,Domestic Aviation,0.00388163
Germany,23/02/2023,Ground Transport,0.43691
Germany,23/02/2023,Industry,0.442333
Germany,23/02/2023,International Aviation,0.0581421
Germany,23/02/2023,Power,1.02014
Germany,23/02/2023,Residential,0.49586
India,23/02/2023,Domestic Aviation,0.0203357
India,23/02/2023,Ground Transport,0.83239
India,23/02/2023,Industry,2.41233
India,23/02/2023,International Aviation,0.033783
India,23/02/2023,Power,4.55263
India,23/02/2023,Residential,0.440562
Italy,23/02/2023,Domestic Aviation,0.00438647
Italy,23/02/2023,Ground Transport,0.272272
Italy,23/02/2023,Industry,0.194401
Italy,23/02/2023,International Aviation,0.0273994
Italy,23/02/2023,Power,0.323457
Italy,23/02/2023,Residential,0.285151
Japan,23/02/2023,Domestic Aviation,0.0262969
Japan,23/02/2023,Ground Transport,0.478506
Japan,23/02/2023,Industry,0.707175
Japan,23/02/2023,International Aviation,0.0351386
Japan,23/02/2023,Power,1.534
Japan,23/02/2023,Residential,0.52706
ROW,23/02/2023,Domestic Aviation,0.187021
ROW,23/02/2023,Ground Transport,6.97757
ROW,23/02/2023,Industry,10.5671
ROW,23/02/2023,International Aviation,0.657314
ROW,23/02/2023,Power,8.87662
ROW,23/02/2023,Residential,3.89923
Russia,23/02/2023,Domestic Aviation,0.0401713
Russia,23/02/2023,Ground Transport,0.579441
Russia,23/02/2023,Industry,0.795459
Russia,23/02/2023,International Aviation,0.0150909
Russia,23/02/2023,Power,2.85813
Russia,23/02/2023,Residential,0.939778
Spain,23/02/2023,Domestic Aviation,0.0150358
Spain,23/02/2023,Ground Transport,0.279702
Spain,23/02/2023,Industry,0.208493
Spain,23/02/2023,International Aviation,0.0526637
Spain,23/02/2023,Power,0.147133
Spain,23/02/2023,Residential,0.159719
United Kingdom,23/02/2023,Domestic Aviation,0.00544984
United Kingdom,23/02/2023,Ground Transport,0.34046
United Kingdom,23/02/2023,Industry,0.202055
United Kingdom,23/02/2023,International Aviation,0.0783492
United Kingdom,23/02/2023,Power,0.208364
United Kingdom,23/02/2023,Residential,0.351438
United States,23/02/2023,Domestic Aviation,0.420201
United States,23/02/2023,Ground Transport,4.7571
United States,23/02/2023,Industry,2.81868
United States,23/02/2023,International Aviation,0.17543
United States,23/02/2023,Power,3.62519
United States,23/02/2023,Residential,2.05955
WORLD,23/02/2023,Domestic Aviation,0.935735
WORLD,23/02/2023,Ground Transport,19.318
WORLD,23/02/2023,Industry,28.611
WORLD,23/02/2023,International Aviation,1.35806
WORLD,23/02/2023,Power,39.6836
